model,split_id,selected_fraction,selected_rows,precision_in_selected,recall_of_true_top25,f1_selected,baseline_positive_rate_test
hist_gradient_boosting_l2,4,0.15,56,0.7857142857142857,0.5641025641025641,0.6567164179104478,0.20911528150134048
hist_gradient_boosting_l2,4,0.2,75,0.6933333333333334,0.6666666666666666,0.6797385620915033,0.20911528150134048
hist_gradient_boosting_l2,4,0.25,94,0.5957446808510638,0.717948717948718,0.6511627906976745,0.20911528150134048
hist_gradient_boosting_l2,4,0.3,112,0.5267857142857143,0.7564102564102564,0.6210526315789474,0.20911528150134048
xgboost_small_regularized,4,0.1,38,0.8157894736842105,0.3974358974358974,0.5344827586206896,0.20911528150134048
xgboost_small_regularized,4,0.15,56,0.7857142857142857,0.5641025641025641,0.6567164179104478,0.20911528150134048
xgboost_small_regularized,4,0.2,75,0.68,0.6538461538461539,0.6666666666666666,0.20911528150134048
xgboost_small_regularized,4,0.25,94,0.5957446808510638,0.717948717948718,0.6511627906976745,0.20911528150134048
xgboost_small_regularized,4,0.3,112,0.5267857142857143,0.7564102564102564,0.6210526315789474,0.20911528150134048
lightgbm_small_regularized,4,0.1,38,0.9210526315789473,0.44871794871794873,0.603448275862069,0.20911528150134048
lightgbm_small_regularized,4,0.15,56,0.8214285714285714,0.5897435897435898,0.6865671641791045,0.20911528150134048
lightgbm_small_regularized,4,0.2,75,0.6933333333333334,0.6666666666666666,0.6797385620915033,0.20911528150134048
lightgbm_small_regularized,4,0.25,94,0.5957446808510638,0.717948717948718,0.6511627906976745,0.20911528150134048
lightgbm_small_regularized,4,0.3,112,0.5446428571428571,0.782051282051282,0.6421052631578947,0.20911528150134048
catboost_small_regularized,4,0.1,38,0.8421052631578947,0.41025641025641024,0.5517241379310345,0.20911528150134048
catboost_small_regularized,4,0.15,56,0.8214285714285714,0.5897435897435898,0.6865671641791045,0.20911528150134048
catboost_small_regularized,4,0.2,75,0.7066666666666667,0.6794871794871795,0.6928104575163399,0.20911528150134048
catboost_small_regularized,4,0.25,94,0.5851063829787234,0.7051282051282052,0.6395348837209303,0.20911528150134048
catboost_small_regularized,4,0.3,112,0.5357142857142857,0.7692307692307693,0.631578947368421,0.20911528150134048
logistic_C0.2_l2_balanced,5,0.1,37,0.918918918918919,0.39080459770114945,0.5483870967741935,0.23513513513513515
logistic_C0.2_l2_balanced,5,0.15,56,0.8571428571428571,0.5517241379310345,0.6713286713286714,0.23513513513513515
logistic_C0.2_l2_balanced,5,0.2,74,0.8243243243243243,0.7011494252873564,0.7577639751552795,0.23513513513513515
logistic_C0.2_l2_balanced,5,0.25,93,0.7419354838709677,0.7931034482758621,0.7666666666666667,0.23513513513513515
logistic_C0.2_l2_balanced,5,0.3,111,0.6576576576576577,0.8390804597701149,0.7373737373737373,0.23513513513513515
logistic_C1_l2_balanced,5,0.1,37,0.918918918918919,0.39080459770114945,0.5483870967741935,0.23513513513513515
logistic_C1_l2_balanced,5,0.15,56,0.875,0.5632183908045977,0.6853146853146853,0.23513513513513515
logistic_C1_l2_balanced,5,0.2,74,0.8243243243243243,0.7011494252873564,0.7577639751552795,0.23513513513513515
logistic_C1_l2_balanced,5,0.25,93,0.7311827956989247,0.7816091954022989,0.7555555555555555,0.23513513513513515
logistic_C1_l2_balanced,5,0.3,111,0.6486486486486487,0.8275862068965517,0.7272727272727273,0.23513513513513515
logistic_C3_l2_balanced,5,0.1,37,0.8918918918918919,0.3793103448275862,0.532258064516129,0.23513513513513515
logistic_C3_l2_balanced,5,0.15,56,0.875,0.5632183908045977,0.6853146853146853,0.23513513513513515
logistic_C3_l2_balanced,5,0.2,74,0.8513513513513513,0.7241379310344828,0.782608695652174,0.23513513513513515
logistic_C3_l2_balanced,5,0.25,93,0.7419354838709677,0.7931034482758621,0.7666666666666667,0.23513513513513515
logistic_C3_l2_balanced,5,0.3,111,0.6396396396396397,0.8160919540229885,0.7171717171717171,0.23513513513513515
logistic_C0.2_l1_balanced,5,0.1,37,0.8918918918918919,0.3793103448275862,0.532258064516129,0.23513513513513515
logistic_C0.2_l1_balanced,5,0.15,56,0.8571428571428571,0.5517241379310345,0.6713286713286714,0.23513513513513515
logistic_C0.2_l1_balanced,5,0.2,74,0.7972972972972973,0.6781609195402298,0.7329192546583851,0.23513513513513515
logistic_C0.2_l1_balanced,5,0.25,93,0.7311827956989247,0.7816091954022989,0.7555555555555555,0.23513513513513515
logistic_C0.2_l1_balanced,5,0.3,111,0.6666666666666666,0.8505747126436781,0.7474747474747475,0.23513513513513515
logistic_C0.75_l2_unweighted,5,0.1,37,0.8918918918918919,0.3793103448275862,0.532258064516129,0.23513513513513515
logistic_C0.75_l2_unweighted,5,0.15,56,0.8928571428571429,0.5747126436781609,0.6993006993006993,0.23513513513513515
logistic_C0.75_l2_unweighted,5,0.2,74,0.8378378378378378,0.7126436781609196,0.7701863354037267,0.23513513513513515
logistic_C0.75_l2_unweighted,5,0.25,93,0.7419354838709677,0.7931034482758621,0.7666666666666667,0.23513513513513515
logistic_C0.75_l2_unweighted,5,0.3,111,0.6576576576576577,0.8390804597701149,0.7373737373737373,0.23513513513513515
logistic_C1_l2_unweighted,5,0.1,37,0.8918918918918919,0.3793103448275862,0.532258064516129,0.23513513513513515
logistic_C1_l2_unweighted,5,0.15,56,0.8928571428571429,0.5747126436781609,0.6993006993006993,0.23513513513513515
logistic_C1_l2_unweighted,5,0.2,74,0.8378378378378378,0.7126436781609196,0.7701863354037267,0.23513513513513515
logistic_C1_l2_unweighted,5,0.25,93,0.7419354838709677,0.7931034482758621,0.7666666666666667,0.23513513513513515
logistic_C1_l2_unweighted,5,0.3,111,0.6576576576576577,0.8390804597701149,0.7373737373737373,0.23513513513513515
logistic_C1.25_l2_unweighted,5,0.1,37,0.8918918918918919,0.3793103448275862,0.532258064516129,0.23513513513513515
logistic_C1.25_l2_unweighted,5,0.15,56,0.8928571428571429,0.5747126436781609,0.6993006993006993,0.23513513513513515
logistic_C1.25_l2_unweighted,5,0.2,74,0.8378378378378378,0.7126436781609196,0.7701863354037267,0.23513513513513515
logistic_C1.25_l2_unweighted,5,0.25,93,0.7419354838709677,0.7931034482758621,0.7666666666666667,0.23513513513513515
logistic_C1.25_l2_unweighted,5,0.3,111,0.6576576576576577,0.8390804597701149,0.7373737373737373,0.23513513513513515
random_forest_depth4_leaf5,5,0.1,37,0.8378378378378378,0.3563218390804598,0.5,0.23513513513513515
random_forest_depth4_leaf5,5,0.15,56,0.8392857142857143,0.5402298850574713,0.6573426573426573,0.23513513513513515
random_forest_depth4_leaf5,5,0.2,74,0.7027027027027027,0.5977011494252874,0.6459627329192547,0.23513513513513515
random_forest_depth4_leaf5,5,0.25,93,0.6774193548387096,0.7241379310344828,0.7,0.23513513513513515
random_forest_depth4_leaf5,5,0.3,111,0.6306306306306306,0.8045977011494253,0.7070707070707071,0.23513513513513515
extra_trees_depth4_leaf5,5,0.1,37,0.8108108108108109,0.3448275862068966,0.4838709677419355,0.23513513513513515
extra_trees_depth4_leaf5,5,0.15,56,0.75,0.4827586206896552,0.5874125874125874,0.23513513513513515
extra_trees_depth4_leaf5,5,0.2,74,0.7027027027027027,0.5977011494252874,0.6459627329192547,0.23513513513513515
extra_trees_depth4_leaf5,5,0.25,93,0.6451612903225806,0.6896551724137931,0.6666666666666666,0.23513513513513515
extra_trees_depth4_leaf5,5,0.3,111,0.5945945945945946,0.7586206896551724,0.6666666666666666,0.23513513513513515
hist_gradient_boosting_l2,5,0.1,37,0.8648648648648649,0.367816091954023,0.5161290322580645,0.23513513513513515
hist_gradient_boosting_l2,5,0.15,56,0.8392857142857143,0.5402298850574713,0.6573426573426573,0.23513513513513515
hist_gradient_boosting_l2,5,0.2,74,0.7972972972972973,0.6781609195402298,0.7329192546583851,0.23513513513513515
hist_gradient_boosting_l2,5,0.25,93,0.7204301075268817,0.7701149425287356,0.7444444444444445,0.23513513513513515
hist_gradient_boosting_l2,5,0.3,111,0.6576576576576577,0.8390804597701149,0.7373737373737373,0.23513513513513515
xgboost_small_regularized,5,0.1,37,0.8648648648648649,0.367816091954023,0.5161290322580645,0.23513513513513515
xgboost_small_regularized,5,0.15,56,0.8392857142857143,0.5402298850574713,0.6573426573426573,0.23513513513513515
xgboost_small_regularized,5,0.2,74,0.7702702702702703,0.6551724137931034,0.7080745341614907,0.23513513513513515
xgboost_small_regularized,5,0.25,93,0.7096774193548387,0.7586206896551724,0.7333333333333333,0.23513513513513515
xgboost_small_regularized,5,0.3,111,0.6486486486486487,0.8275862068965517,0.7272727272727273,0.23513513513513515
lightgbm_small_regularized,5,0.1,37,0.8648648648648649,0.367816091954023,0.5161290322580645,0.23513513513513515
lightgbm_small_regularized,5,0.15,56,0.8392857142857143,0.5402298850574713,0.6573426573426573,0.23513513513513515
lightgbm_small_regularized,5,0.2,74,0.7702702702702703,0.6551724137931034,0.7080745341614907,0.23513513513513515
lightgbm_small_regularized,5,0.25,93,0.7204301075268817,0.7701149425287356,0.7444444444444445,0.23513513513513515
lightgbm_small_regularized,5,0.3,111,0.6486486486486487,0.8275862068965517,0.7272727272727273,0.23513513513513515
catboost_small_regularized,5,0.1,37,0.8918918918918919,0.3793103448275862,0.532258064516129,0.23513513513513515
catboost_small_regularized,5,0.15,56,0.8392857142857143,0.5402298850574713,0.6573426573426573,0.23513513513513515
catboost_small_regularized,5,0.2,74,0.7702702702702703,0.6551724137931034,0.7080745341614907,0.23513513513513515
catboost_small_regularized,5,0.25,93,0.7096774193548387,0.7586206896551724,0.7333333333333333,0.23513513513513515
catboost_small_regularized,5,0.3,111,0.6396396396396397,0.8160919540229885,0.7171717171717171,0.23513513513513515
