site_id,canonical_site_id,region,beach_name,beaches,previous_visit_start_date,next_visit_start_date,site_confidence,match_quality,site_review_reason,split_id,model,actual_repollution_kg_per_day,actual_top25,predicted_top25_score
3765,3765,ΑΝΤΙΠΑΡΟΣ - ΔΕΣΠΟΤΙΚΟ,,ΔΕΣΠΟΤΙΚΌ ΠΑΡΑΛΊΑ 43,2022-12-06,2024-06-06,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.07182847216549247
3767,3767,ΑΝΤΙΠΑΡΟΣ - ΔΕΣΠΟΤΙΚΟ,ΠΑΡΑΛΊΑ ΜΑΦΆΔΛΑ,ΔΕΣΠΟΤΙΚΌ ΠΑΡΑΛΊΑ 45,2022-12-06,2024-06-06,high,canonical_high,multiple_regions,3,logistic_C1_unweighted,0.0,0,0.07155222877707032
3774,3774,ΑΝΤΙΠΑΡΟΣ - ΔΕΣΠΟΤΙΚΟ,,ΑΝΤΊΠΑΡΟΣ ΠΑΡΑΛΊΑ 60,2022-12-07,2024-06-06,high,canonical_high,multiple_regions,3,logistic_C1_unweighted,0.0,0,0.07608191548741793
3784,3784,ΑΝΤΙΠΑΡΟΣ - ΔΕΣΠΟΤΙΚΟ,,ΑΝΤΊΠΑΡΟΣ ΠΑΡΑΛΊΑ 82,2022-12-14,2024-06-14,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.08754706537880202
3785,3785,ΑΝΤΙΠΑΡΟΣ - ΔΕΣΠΟΤΙΚΟ,,ΑΝΤΊΠΑΡΟΣ ΠΑΡΑΛΊΑ 83,2022-12-14,2024-06-14,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.08754708061973673
3806,3806,ΝΑΞΟΣ,ΠΑΡΑΛΊΑ ΦΩΚΆΣ,ΝΆΞΟΣ ΠΑΡΑΛΊΑ 22,2022-12-18,2024-06-14,high,canonical_high,multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.10917784095183139
3809,3809,ΝΑΞΟΣ,,ΝΆΞΟΣ ΠΑΡΑΛΊΑ 25,2022-12-19,2024-06-07,high,canonical_high,multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.06040479330572889
3810,3810,ΝΑΞΟΣ,,ΝΆΞΟΣ ΠΑΡΑΛΊΑ 26,2022-12-19,2024-06-07,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.06040478087827937
3816,3816,ΝΑΞΟΣ,,ΝΆΞΟΣ ΠΑΡΑΛΊΑ 32,2022-12-19,2024-06-07,high,canonical_high,multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.05854788077736852
3819,3819,ΝΑΞΟΣ,,ΝΆΞΟΣ ΠΑΡΑΛΊΑ 41 | ΝΆΞΟΣ ΠΑΡΑΛΊΑ 42,2022-12-22,2024-06-16,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.0618335026297235
3820,3820,ΝΑΞΟΣ,,ΝΆΞΟΣ ΠΑΡΑΛΊΑ 43,2022-12-22,2024-06-16,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.061833473778430535
3823,3823,ΝΑΞΟΣ,,ΝΆΞΟΣ ΠΑΡΑΛΊΑ 47,2022-12-22,2024-06-16,high,canonical_high,multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.060877571007314196
3832,3832,ΝΑΞΟΣ,,ΝΆΞΟΣ ΠΑΡΑΛΊΑ 60 | ΝΆΞΟΣ ΠΑΡΑΛΊΑ 61,2022-12-22,2024-06-14,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.0565447443969653
3833,3833,ΝΑΞΟΣ,,ΝΆΞΟΣ ΠΑΡΑΛΊΑ 62 | ΝΆΞΟΣ ΠΑΡΑΛΊΑ 63,2022-12-22,2024-06-14,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.05654473793420804
3844,3844,ΝΑΞΟΣ,ΠΑΡΑΛΊΑ ΚΆΒΟΣ,ΝΆΞΟΣ ΠΑΡΑΛΊΑ 79 | ΝΆΞΟΣ ΠΑΡΑΛΊΑ 80,2022-12-23,2024-06-16,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.06733603024708129
3845,3845,ΝΑΞΟΣ,,ΝΆΞΟΣ ΠΑΡΑΛΊΑ 81,2022-12-23,2024-06-17,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.06193280040301944
3849,3849,ΝΑΞΟΣ,,ΝΆΞΟΣ ΠΑΡΑΛΊΑ 87,2022-12-23,2024-06-16,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.06206537401548653
3856,3856,ΗΡΑΚΛΕΙΑ,,ΗΡΑΚΛΕΙΆ ΠΑΡΑΛΊΑ 3,2022-12-21,2024-05-24,high,canonical_high,multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.1263363773385841
3866,3866,ΣΙΦΝΟΣ,,ΣΊΦΝΟΣ ΠΑΡΑΛΊΑ 4,2022-12-24,2024-05-09,high,canonical_high,multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.09130227913241273
3867,3867,ΣΙΦΝΟΣ,ΠΑΡΑΛΊΑ ΓΙΑΛΟΥΔΊΑ,ΣΊΦΝΟΣ ΠΑΡΑΛΊΑ 5,2022-12-24,2024-05-09,high,canonical_high,multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.09130220457679754
3877,3877,ΣΙΦΝΟΣ,,ΣΊΦΝΟΣ ΠΑΡΑΛΊΑ 18,2022-12-25,2024-05-13,high,canonical_high,multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.08826966072757889
3884,3884,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,ΠΑΡΑΛΊΑ ΚΑΛΥΜΠΙΏΝΑΣ,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 10,2022-12-25,2024-05-03,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.0645928591108957
3892,3892,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,ΠΑΡΑΛΊΑ ΓΈΡΑΚΑΣ,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 21,2022-12-26,2024-04-28,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.06510491458710363
3893,3893,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 22,2022-12-26,2024-04-28,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.06460156596179176
3906,3906,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,ΠΑΡΑΛΊΑ ΓΈΡΟΝΤΑΣ,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 37,2022-12-26,2024-04-27,high,canonical_high,multiple_regions,3,logistic_C1_unweighted,0.0,0,0.06300278297524539
3913,3913,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,ΠΑΡΑΛΊΑ ΣΥΚΙΆ,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 46,2022-12-26,2024-05-08,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.060824062978926355
3915,3915,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 48,2022-12-26,2024-05-08,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.06082402377722288
3925,3925,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 61,2022-12-27,2024-05-02,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.07207670754355028
3933,3933,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 71,2022-12-28,2024-05-08,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.124748490945674,1,0.49408072633813016
3934,3934,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 72,2022-12-28,2024-05-08,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.06551186575626576
3941,3941,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 84,2023-01-01,2024-05-01,high,canonical_high,multiple_regions,3,logistic_C1_unweighted,0.0432098765432098,0,0.10112251848843168
3943,3943,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 86,2023-01-01,2024-05-02,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.1232032854209445,1,0.08609512036827924
3946,3946,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 90 | ΜΉΛΟΣ ΠΑΡΑΛΊΑ 91,2023-01-01,2024-05-01,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.10225971296750135
3963,3963,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΠΟΛΎΑΙΓΟΣ ΠΑΡΑΛΊΑ 106,2023-01-02,2024-05-06,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.056841933935536056
3970,3970,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΠΟΛΎΑΙΓΟΣ ΠΑΡΑΛΊΑ 115,2023-01-04,2024-05-04,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.051611477592463206
3971,3971,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 120,2023-01-04,2024-05-03,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.3674101838508212
3975,3975,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 124,2023-01-04,2024-05-08,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.09312705932958637
3979,3979,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 128,2023-01-04,2024-05-08,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.09002049886178565
3981,3981,ΙΟΣ,,ΊΟΣ ΠΑΡΑΛΊΑ 1 | ΊΟΣ ΠΑΡΑΛΊΑ 2,2023-01-06,2024-05-29,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,3,logistic_C1_unweighted,0.0,0,0.10115794761567638
3995,3995,ΙΟΣ,,ΊΟΣ ΠΑΡΑΛΊΑ 15,2023-01-06,2024-05-29,high,canonical_high,ok,3,logistic_C1_unweighted,0.0,0,0.16923938302962674
3996,3996,ΙΟΣ,ΠΑΡΑΛΊΑ ΝΕΡΆΚΙ,ΊΟΣ ΠΑΡΑΛΊΑ 16,2023-01-06,2024-05-29,high,canonical_high,multiple_special_numbers,3,logistic_C1_unweighted,0.106090373280943,1,0.33286976601517504
4018,4018,ΣΑΝΤΟΡΙΝΗ - ΘΗΡΑΣΙΑ - ΠΑΛΙΑ ΚΑΜΜΕΝΗ - ΝΕΑ ΚΑΜΜΕΝΗ,,ΑΣΠΡΟΝΉΣΙ ΠΑΡΑΛΊΑ 5,2023-01-08,2024-05-18,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.24812165270503192
4034,4034,ΣΑΝΤΟΡΙΝΗ - ΘΗΡΑΣΙΑ - ΠΑΛΙΑ ΚΑΜΜΕΝΗ - ΝΕΑ ΚΑΜΜΕΝΗ,,ΣΑΝΤΟΡΊΝΗ ΠΑΡΑΛΊΑ 27,2023-01-12,2024-05-18,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,1.0142276422764227,1,0.8073058895274144
4309,4309,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΦΡΙΆΤΣΙ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 11,2023-04-26,2024-06-25,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.13832742313133115
4311,4311,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 13,2023-04-26,2024-06-25,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.13931962867613637
4317,4317,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 28,2023-04-26,2024-06-25,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.11732068474153107
4321,4321,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 33 | ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 34,2023-04-26,2024-06-25,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.07677676529400695
4324,4324,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 38,2023-04-26,2024-06-25,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.1388227425492155
4331,4331,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 46,2023-04-27,2024-06-26,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.271461445512776
4333,4333,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 48 | ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 49,2023-04-27,2024-06-26,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.15326796789381364
4359,4359,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 105 | ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 106,2023-04-30,2024-06-22,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.3412887828162291,1,0.26806563490880747
4363,4363,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 114,2023-05-02,2024-06-23,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0287081339712918,0,0.03589719423147256
4367,4367,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 121,2023-05-02,2024-06-23,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.055293431087206774
4368,4368,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 123,2023-05-02,2024-06-23,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.05529349925274119
4369,4369,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 124 | ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 125,2023-05-02,2024-06-24,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.05671100906434141
4375,4375,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 141,2023-05-05,2024-06-23,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.10017059358816159
4382,4382,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 153,2023-05-06,2024-06-24,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.11568216462764204
4557,4557,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 556 | ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 557,2023-08-01,2025-11-05,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.048923446878741964
4557,4557,ΜΕΘΑΝΑ,,ΜΈΘΑΝΑ ΠΑΡΑΛΊΑ 50,2025-11-05,2026-02-03,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.3864808987226346
4617,4617,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΎΔΡΑ ΠΑΡΑΛΊΑ 54,2023-05-28,2025-10-16,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.2612605466606279
4618,4618,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΎΔΡΑ ΠΑΡΑΛΊΑ 55,2023-05-28,2025-10-16,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.1537483190172133
4631,4631,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,ΠΑΡΑΛΊΑ ΑΥΛΆΚΙ,ΎΔΡΑ ΠΑΡΑΛΊΑ 102,2023-06-01,2025-10-19,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.08291684555165121
4773,4773,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 289 | ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 290,2023-08-25,2024-04-15,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.20354486986700934
4774,4774,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 291 (1) | ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 291 (2) | ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 291 (3),2023-08-25,2024-04-15,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.6493506493506493,1,0.976342615536299
4781,4781,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 298 | ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 299,2023-08-25,2024-04-12,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.28628545575174036
4786,4786,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 302,2023-08-25,2024-04-12,high,canonical_high,multiple_regions,3,logistic_C1_unweighted,0.0,0,0.28628545575174036
4797,4797,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 315,2023-08-28,2024-04-15,high,canonical_high,multiple_regions,3,logistic_C1_unweighted,0.2943722943722944,1,0.6095381452646433
4805,4805,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 322,2023-08-28,2024-04-15,high,canonical_high,multiple_regions,3,logistic_C1_unweighted,0.6060606060606061,1,0.4399325446118544
4828,4828,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΨΑΘΟΥΡΑ),,ΚΥΡΆ ΠΑΝΑΓΙΆ ΠΑΡΑΛΊΑ 7,2024-04-02,2025-09-15,high,canonical_high,multiple_special_numbers; multiple_regions,3,logistic_C1_unweighted,0.0,0,0.06655121215081189
5939,5939,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 746 (1) | ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 746 (2),2025-08-18,2025-09-10,high,canonical_high,multiple_special_numbers,3,logistic_C1_unweighted,2.636363636363636,1,0.9992825069108768
6143,6143,ΑΝΔΡΟΣ,,ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 80 (1),2025-11-11,2025-11-27,high,canonical_high,ok,3,logistic_C1_unweighted,40.25,1,0.9999794640419457
6165,6165,ΑΝΔΡΟΣ,,ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 100 (1) | ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 100 (2) | ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 100 (3) | ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 100 (4) | ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 100 (5) | ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 100 (6),2025-11-16,2025-12-02,high,canonical_high,ok,3,logistic_C1_unweighted,14.555555555555555,1,1.0
2,2,ΠΑΤΡΟΚΛΟΣ,,ΠΆΤΡΟΚΛΟΣ ΠΑΡΑΛΊΑ 2 (1) | ΠΆΤΡΟΚΛΟΣ ΠΑΡΑΛΊΑ 2 (2),2019-08-02,2021-03-04,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,4,logistic_C1_unweighted,4.21280276816609,1,0.9995119509493948
2,2,ΠΑΤΡΟΚΛΟΣ,,ΠΆΤΡΟΚΛΟΣ ΠΑΡΑΛΊΑ 3 (1) | ΠΆΤΡΟΚΛΟΣ ΠΑΡΑΛΊΑ 3 (2) | ΠΆΤΡΟΚΛΟΣ ΠΑΡΑΛΊΑ 4 (1) | ΠΆΤΡΟΚΛΟΣ ΠΑΡΑΛΊΑ 4 (2) | ΠΆΤΡΟΚΛΟΣ ΠΑΡΑΛΊΑ 4 (3) | ΠΆΤΡΟΚΛΟΣ ΠΑΡΑΛΊΑ 4 (4) | ΠΆΤΡΟΚΛΟΣ ΠΑΡΑΛΊΑ 4 (5) | ΠΆΤΡΟΚΛΟΣ ΠΑΡΑΛΊΑ 4 (6) | ΠΆΤΡΟΚΛΟΣ ΠΑΡΑΛΊΑ 4 (7),2021-03-04,2023-08-27,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,4,logistic_C1_unweighted,0.1154708520179372,1,0.9999999715612174
2,2,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΠΆΤΡΟΚΛΟΣ ΠΑΡΑΛΊΑ 311,2023-08-27,2024-04-10,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,4,logistic_C1_unweighted,0.4977973568281938,1,0.8673795268444235
7,7,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 297,2023-08-25,2024-04-12,high,canonical_high,multiple_regions,4,logistic_C1_unweighted,0.0,0,0.3802383786673128
16,16,ΑΝΑΤΟΛΙΚΗ ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΜΈΘΑΝΑ ΠΑΡΑΛΊΑ 4,2019-08-30,2025-11-03,medium,canonical_medium,multiple_special_numbers; multiple_regions,4,logistic_C1_unweighted,0.0,0,0.03553920951536048
16,16,ΜΕΘΑΝΑ,,ΜΈΘΑΝΑ ΠΑΡΑΛΊΑ 34,2025-11-03,2026-02-06,medium,canonical_medium,multiple_special_numbers; multiple_regions,4,logistic_C1_unweighted,0.0,0,0.3151476471946919
23,23,ΑΝΑΤΟΛΙΚΗ ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 11,2019-09-06,2023-08-02,high,canonical_high,multiple_special_numbers; multiple_regions,4,logistic_C1_unweighted,0.0610098176718092,0,0.2449514254224393
24,24,ΑΝΑΤΟΛΙΚΗ ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 12,2019-09-07,2023-08-06,high,canonical_high,multiple_regions,4,logistic_C1_unweighted,0.0146955913226032,0,0.04101815054178434
29,29,ΣΕΡΙΦΟΣ,ΠΑΡΑΛΊΑ ΑΥΛΩΝΊΤΙΚΟ,ΣΈΡΙΦΟΣ ΠΑΡΑΛΊΑ 1,2019-09-16,2024-04-26,high,canonical_high,multiple_special_numbers,4,logistic_C1_unweighted,0.0,0,0.0967217587612546
34,34,ΣΕΡΙΦΟΣ,ΠΑΡΑΛΊΑ ΣΚΆΛΑ,ΣΈΡΙΦΟΣ ΠΑΡΑΛΊΑ 6,2019-09-17,2024-04-24,high,canonical_high,ok,4,logistic_C1_unweighted,0.1201665675193337,1,0.09130628052515201
63,63,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,ΠΑΡΑΛΊΑ ΔΈΤΗΣ,ΚΆΤΩ ΚΟΥΦΟΝΉΣΙ ΠΑΡΑΛΊΑ 2,2019-09-24,2024-05-27,high,canonical_high,multiple_regions,4,logistic_C1_unweighted,0.0,0,0.040002913796768236
78,78,ΑΝΑΦΗ,ΠΑΡΑΛΊΑ ΛΙΒΌΣΚΟΠΟΣ,ΑΝΆΦΗ ΠΑΡΑΛΊΑ 11,2019-09-28,2024-05-31,high,canonical_high,multiple_special_numbers,4,logistic_C1_unweighted,0.0,0,0.041034515854623255
