site_id,canonical_site_id,region,beach_name,beaches,previous_visit_start_date,next_visit_start_date,site_confidence,match_quality,site_review_reason,split_id,model,actual_repollution_kg_per_day,actual_top25,predicted_top25_score
3,3,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 295,2023-08-25,2024-04-12,high,canonical_high,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.2586535789890193
6,6,ΠΑΤΡΟΚΛΟΣ,,ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 5,2019-08-08,2023-08-25,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.390551265032312
6,6,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 296,2023-08-25,2024-04-12,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.2586535789890193
9,9,ΔΟΚΟΣ,,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 1 (1) | ΔΟΚΌΣ ΠΑΡΑΛΊΑ 1 (2) | ΔΟΚΌΣ ΠΑΡΑΛΊΑ 1 (3),2019-08-11,2020-01-26,medium,canonical_medium,multiple_regions,1,logistic_C1_unweighted,0.2409638554216867,1,0.9896986999670556
9,9,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 32,2020-01-26,2023-06-09,medium,canonical_medium,multiple_regions,1,logistic_C1_unweighted,0.1739837398373983,1,0.22333751812679675
9,9,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 128 (1) | ΔΟΚΌΣ ΠΑΡΑΛΊΑ 128 (2),2023-06-09,2025-10-14,medium,canonical_medium,multiple_regions,1,logistic_C1_unweighted,0.1225204200700116,1,0.31431354492066993
23,23,ΑΝΑΤΟΛΙΚΗ ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 11,2019-09-06,2023-08-02,high,canonical_high,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0610098176718092,0,0.5261293724878024
24,24,ΑΝΑΤΟΛΙΚΗ ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 12,2019-09-07,2023-08-06,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,0.0146955913226032,0,0.10969892926182476
79,79,ΑΜΟΡΓΟΣ,ΠΑΡΑΛΊΑ ΜΟΝΑΣΤΉΡΙ,ΑΜΟΡΓΌΣ ΠΑΡΑΛΊΑ 1,2019-09-30,2024-06-03,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.006639588475087449
89,89,ΣΙΚΙΝΟΣ,ΠΑΡΑΛΊΑ ΜΆΛΤΑ,ΣΊΚΙΝΟΣ ΠΑΡΑΛΊΑ 1,2019-10-02,2024-05-14,high,canonical_high,multiple_special_numbers,1,logistic_C1_unweighted,0.0658362989323843,0,0.05054950676548883
92,92,ΦΟΛΕΓΑΝΔΡΟΣ,ΠΑΡΑΛΊΑ ΛΙΒΑΔΆΚΙ,ΦΟΛΈΓΑΝΔΡΟΣ ΠΑΡΑΛΊΑ 2,2019-10-03,2024-05-13,high,canonical_high,multiple_special_numbers,1,logistic_C1_unweighted,0.0362232779097387,0,0.05303135807494767
93,93,ΦΟΛΕΓΑΝΔΡΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΝΙΚΌΛΑΟΣ,ΦΟΛΈΓΑΝΔΡΟΣ ΠΑΡΑΛΊΑ 3,2019-10-03,2024-05-13,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.034013812415778076
95,95,ΦΟΛΕΓΑΝΔΡΟΣ,ΠΑΡΑΛΊΑ ΚΆΤΕΡΓΟ,ΦΟΛΈΓΑΝΔΡΟΣ ΠΑΡΑΛΊΑ 7,2019-10-03,2024-05-13,high,canonical_high,multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.013217063531593434
97,97,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΕΡΆΣ,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 2,2019-10-11,2023-04-03,high,canonical_high,ok,1,logistic_C1_unweighted,0.0566929133858267,0,0.03308850671724274
98,98,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΑΛΥΒΙΑΝΉ,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 3,2019-10-12,2023-04-16,high,canonical_high,ok,1,logistic_C1_unweighted,0.0686427457098284,0,0.10066075585217238
126,126,ΚΡΗΤΗ,,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 31,2019-10-19,2023-02-16,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.032061928581438824
132,132,ΚΡΗΤΗ,,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 37,2019-10-19,2023-02-16,high,canonical_high,multiple_special_numbers,1,logistic_C1_unweighted,0.09375,1,0.04263566566943892
135,135,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΡΙΌΣ,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 41,2019-10-20,2023-02-16,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.05043551511792408
155,155,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΑΛΌΓΕΡΟΣ,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 61,2019-10-27,2023-02-15,high,canonical_high,multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.06534183146679653
160,160,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΠΑΎΛΟΣ,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 66,2019-10-27,2023-02-13,high,canonical_high,ok,1,logistic_C1_unweighted,0.4589211618257261,1,0.7628636097063838
183,183,ΚΡΗΤΗ,,ΓΑΎΔΟΣ ΠΑΡΑΛΊΑ 89,2019-10-29,2023-04-21,high,canonical_high,ok,1,logistic_C1_unweighted,0.0393700787401574,0,0.03271533611987576
193,193,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΒΙΓΛΙΣΤΉΡΙ,ΧΑΝΊΑ ΠΑΡΑΛΊΑ 99,2019-10-30,2023-02-14,high,canonical_high,multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.016439014469235336
237,237,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΌΚΚΙΝΕΣ ΠΛΆΚΕΣ,ΗΡΆΚΛΕΙΟ ΠΑΡΑΛΊΑ 142,2019-11-04,2023-02-11,high,canonical_high,ok,1,logistic_C1_unweighted,0.0,0,0.021087854298707354
239,239,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΠΛΑΤΕΊΑ ΠΕΡΆΜΑΤΑ,ΗΡΆΚΛΕΙΟ ΠΑΡΑΛΊΑ 144,2019-11-04,2023-02-11,high,canonical_high,ok,1,logistic_C1_unweighted,0.0,0,0.03577662883135826
241,241,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΟΝΟΎΦΡΙΟΣ,ΗΡΆΚΛΕΙΟ ΠΑΡΑΛΊΑ 146,2019-11-04,2023-02-11,high,canonical_high,ok,1,logistic_C1_unweighted,0.0,0,0.02672263523725236
246,246,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΚΑΝΤΟΎΝΙ,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 11,2019-12-21,2023-05-07,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.3032592258739705
246,246,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΚΟΥΤΣΟΎΝΙ,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 168,2023-05-07,2024-06-30,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.29795912695124277
252,252,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΛΕΠΡΙΆΣ,ΗΡΆΚΛΕΙΟ ΠΑΡΑΛΊΑ 158,2019-11-05,2023-02-11,high,canonical_high,multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.040358110607827874
255,255,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΣΑΛΑΜΙΆΣ,ΗΡΆΚΛΕΙΟ ΠΑΡΑΛΊΑ 161,2019-11-05,2023-02-11,medium,canonical_medium,coordinate_spread_100_250m,1,logistic_C1_unweighted,0.0,0,0.029529232174376478
257,257,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΕΛΥΓΙΆΣ,ΗΡΆΚΛΕΙΟ ΠΑΡΑΛΊΑ 164,2019-11-05,2023-02-10,high,canonical_high,ok,1,logistic_C1_unweighted,0.0,0,0.08780073465918938
277,277,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΣΑΡΑΚΗΝΌΣ,ΗΡΆΚΛΕΙΟ ΠΑΡΑΛΊΑ 187,2019-11-07,2023-02-10,medium,canonical_medium,coordinate_spread_100_250m,1,logistic_C1_unweighted,0.0,0,0.018238519210477026
298,298,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΧΑΤΖΗΒΌΛΑΚΑΣ,ΧΡΥΣΉ ΠΑΡΑΛΊΑ 208,2019-11-11,2023-02-18,medium,canonical_medium,coordinate_spread_100_250m,1,logistic_C1_unweighted,0.3573221757322176,1,0.4033923815648277
302,302,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΒΟΥΓΙΟΎ ΜΆΤΙ | ΠΑΡΑΛΊΑ ΦΡΆΓΚΟΥ ΜΝΉΜΑ,ΧΡΥΣΉ ΠΑΡΑΛΊΑ 212 | ΧΡΥΣΉ ΠΑΡΑΛΊΑ 213,2019-11-11,2023-02-09,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.26095323448068014
316,316,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΠΗΓΆΔΙ,ΛΑΣΊΘΙ ΠΑΡΑΛΊΑ 228,2019-11-13,2023-02-03,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.1190343448248171
318,318,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΑΡΑΜΈΛΕΣ,ΛΑΣΊΘΙ ΠΑΡΑΛΊΑ 230,2019-11-13,2023-02-03,high,canonical_high,ok,1,logistic_C1_unweighted,0.0,0,0.15611054660532528
330,330,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΜΑΥΡΟΜΟΥΡΊ,ΛΑΣΊΘΙ ΠΑΡΑΛΊΑ 246,2019-11-16,2023-02-04,high,canonical_high,multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.017796124325515573
331,331,ΚΡΗΤΗ,,ΛΑΣΊΘΙ ΠΑΡΑΛΊΑ 247,2019-11-16,2023-02-04,high,canonical_high,ok,1,logistic_C1_unweighted,0.0,0,0.031690946284476086
342,342,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΒΟΥΛΊΣΜΑΤΑ,ΛΑΣΊΘΙ ΠΑΡΑΛΊΑ 260 | ΛΑΣΊΘΙ ΠΑΡΑΛΊΑ 261,2019-11-17,2023-02-04,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.016514956720499414
349,349,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΑΧΙΜΑΔΑ,ΛΑΣΊΘΙ ΠΑΡΑΛΊΑ 268 | ΛΑΣΊΘΙ ΠΑΡΑΛΊΑ 269,2019-11-21,2023-03-08,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.0778173256379913
350,350,ΚΡΗΤΗ,,ΛΑΣΊΘΙ ΠΑΡΑΛΊΑ 270,2019-11-21,2023-03-08,high,canonical_high,ok,1,logistic_C1_unweighted,0.0399002493765586,0,0.02544973235610429
382,382,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΑΝΤΏΝΙΟΣ | ΠΑΡΑΛΊΑ ΛΑΓΚΑΔΆΚΙ,ΛΑΣΊΘΙ ΠΑΡΑΛΊΑ 306 | ΛΑΣΊΘΙ ΠΑΡΑΛΊΑ 307,2019-11-28,2023-03-21,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.015561900850283559
390,390,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΣΠΗΛΙΆ,ΛΑΣΊΘΙ ΠΑΡΑΛΊΑ 318,2019-11-30,2023-03-21,high,canonical_high,ok,1,logistic_C1_unweighted,0.0,0,0.04044358811781312
418,418,ΚΡΗΤΗ,,ΡΈΘΥΜΝΟ ΠΑΡΑΛΊΑ 353,2019-12-04,2023-03-30,high,canonical_high,ok,1,logistic_C1_unweighted,0.1039603960396039,1,0.08945949957980646
422,422,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΑΡΑΒΟΣΤΆΣΙ,ΡΈΘΥΜΝΟ ΠΑΡΑΛΊΑ 357,2019-12-05,2023-03-27,high,canonical_high,multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.024424690626885542
425,425,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΟΥΚΊΣΤΡΕΣ,ΡΈΘΥΜΝΟ ΠΑΡΑΛΊΑ 362,2019-12-06,2023-04-02,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.008033704501967985
432,432,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΑΜΑΡΌΛΑ,ΡΈΘΥΜΝΟ ΠΑΡΑΛΊΑ 370,2019-12-08,2023-03-30,high,canonical_high,ok,1,logistic_C1_unweighted,0.2144039735099338,1,0.03370330961128078
451,451,ΚΥΘΗΡΑ,ΠΑΡΑΛΊΑ ΚΥΡΙΑΚΟΥΛΟΎ,ΚΎΘΗΡΑ ΠΑΡΑΛΊΑ 5,2019-12-17,2023-04-24,high,canonical_high,multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.16171924555951434
456,456,ΚΥΘΗΡΑ,ΠΑΡΑΛΊΑ ΦΥΡΉ ΆΜΜΟΣ,ΚΎΘΗΡΑ ΠΑΡΑΛΊΑ 10,2019-12-18,2023-04-22,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.17992787027333865
529,529,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΚΙΠΑΡΙΣΣΟΎ | ΠΑΡΑΛΊΑ ΣΑΡΑΛΙΜΑΝΉ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 59 | ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 60,2019-12-31,2023-05-01,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.028759244042728,0,0.022264136475436666
530,530,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΈΞΩ ΚΑΠΊ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 61,2019-12-31,2023-05-01,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0345110928512736,0,0.04860914770588726
530,530,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΈΞΩ ΚΑΠΟΊ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 110,2023-05-01,2024-06-22,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.06162542768265378
532,532,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 63,2019-12-31,2023-05-01,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.2235004108463434,1,0.08013110277321389
532,532,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 109,2023-05-01,2024-06-22,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.2607655502392344,1,0.416634928114879
534,534,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΜΙΚΡΌ ΜΑΡΜΆΡΙ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 65,2019-12-31,2023-04-30,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.21832886588925032
534,534,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΜΙΚΡΌ ΜΑΜΆΡΙ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 104,2023-04-30,2024-06-22,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.17030821931964124
536,536,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΒΑΘΉ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 67,2020-01-01,2023-04-26,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.06523534269199,0,0.049740622631585275
536,536,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΒΑΘΎ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 4 | ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 5,2023-04-26,2024-06-25,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.16339344209717066
540,540,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΑΝΤΡΌΓΥΑΛΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 71,2020-01-01,2023-04-26,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.03362001887438006
540,540,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΑΝΤΡΌΓΙΑΛΟΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 10,2023-04-26,2024-06-25,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.14055336449383804
573,573,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΆΣΠΕΣ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 106,2020-01-10,2023-04-29,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,0.0,0,0.08183796854827775
579,579,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΑΜΠΕΛΆΚΙΑ,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 112,2020-01-11,2023-05-09,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.027205142070544502
637,637,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΒΡΕΛΛΌΣ,ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 3,2020-01-22,2023-05-24,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.10264502354531775
668,668,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΆΓΙΟΥ ΚΥΠΡΙΑΝΟΎ,ΎΔΡΑ ΠΑΡΑΛΊΑ 37,2020-01-28,2023-05-31,medium,canonical_medium,multiple_regions,1,logistic_C1_unweighted,0.1148482362592288,1,0.317693796847542
668,668,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΚΥΠΡΙΑΝΌΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 82,2023-05-31,2025-10-17,medium,canonical_medium,multiple_regions,1,logistic_C1_unweighted,0.0,0,0.3460530113317325
690,690,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΑΙΓΙΝΉΤΙΣΣΑ,ΑΊΓΙΝΑ ΠΑΡΑΛΊΑ 59,2020-02-01,2023-08-18,high,canonical_high,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0309119010819165,0,0.0642405665602602
722,722,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,ΠΑΡΑΛΊΑ ΛΙΜΝΙΏΝΑΣ,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 22,2020-02-14,2026-01-28,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.04987672011147839
931,931,ΑΝΔΡΟΣ,ΠΑΡΑΛΊΑ ΣΤΕΝΌ,ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 25,2020-04-01,2025-12-04,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,1,logistic_C1_unweighted,0.0,0,0.09977638324286232
940,940,ΚΕΑ,ΠΑΡΑΛΊΑ ΆΒΥΘΟΥ,ΚΈΑ ΠΑΡΑΛΊΑ 2,2020-04-11,2020-05-19,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,0.6578947368421053,1,0.7445856836037352
944,944,ΚΕΑ,ΠΑΡΑΛΊΑ ΦΡΈΑΣ,ΚΈΑ ΠΑΡΑΛΊΑ 6,2020-04-11,2020-05-18,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,0.2972972972972973,1,0.5619551791607859
946,946,ΚΕΑ,ΠΑΡΑΛΊΑ ΚΑΣΤΕΛΆΚΙΑ,ΚΈΑ ΠΑΡΑΛΊΑ 10 | ΚΈΑ ΠΑΡΑΛΊΑ 11,2020-04-12,2020-05-18,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.25,1,0.639503374854921
947,947,ΚΕΑ,ΠΑΡΑΛΊΑ ΠΙΣΣΈΣ,ΚΈΑ ΠΑΡΑΛΊΑ 12,2020-04-12,2020-05-17,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,0.0,0,0.632310418410152
949,949,ΚΕΑ,ΠΑΡΑΛΊΑ ΚΑΛΌΓΙΡΟΣ,ΚΈΑ ΠΑΡΑΛΊΑ 14,2020-04-12,2020-05-17,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.3142857142857143,1,0.6348510872932379
949,949,ΚΕΑ 2η ΦΟΡΑ,ΠΑΡΑΛΊΑ ΚΑΛΟΓΊΡΟΣ,ΚΈΑ ΠΑΡΑΛΊΑ 39,2020-05-17,2024-04-23,medium,canonical_medium,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.08008359316777872
959,959,ΚΕΑ,ΠΑΡΑΛΊΑ ΚΑΣΤΡΙΑΝΊ,ΚΈΑ ΠΑΡΑΛΊΑ 24,2020-04-13,2020-05-12,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,5.689655172413793,1,0.740908629460219
959,959,ΚΕΑ 2η ΦΟΡΑ,ΠΑΡΑΛΊΑ ΚΑΣΤΡΙΑΝΉ,ΚΈΑ ΠΑΡΑΛΊΑ 11,2020-05-12,2024-04-21,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,0.1118055555555555,1,0.3252561176149412
970,970,ΚΕΑ,ΠΑΡΑΛΊΑ ΣΤΕΦΆ,ΚΈΑ ΠΑΡΑΛΊΑ 35,2020-04-17,2020-05-10,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,3.608695652173913,1,0.7262985395649559
979,979,ΚΥΘΝΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΑ ΕΙΡΉΝΗ,ΚΎΘΝΟΣ ΠΑΡΑΛΊΑ 8,2020-04-17,2020-05-01,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,10.214285714285714,1,0.8962988195722698
980,980,ΚΥΘΝΟΣ,ΠΑΡΑΛΊΑ ΛΙΒΑΔΆΚΗ,ΚΎΘΝΟΣ ΠΑΡΑΛΊΑ 9,2020-04-18,2020-05-02,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,10.5,1,0.6735875665914915
980,980,ΚΥΘΝΟΣ 2η ΦΟΡΑ,ΠΑΡΑΛΊΑ ΛΙΒΑΔΆΚΙ,ΚΎΘΝΟΣ ΠΑΡΑΛΊΑ 13,2020-05-02,2024-04-18,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,0.0,0,0.11159464068134449
982,982,ΚΥΘΝΟΣ,ΠΑΡΑΛΊΑ ΛΑΝΚΟΎΣΙ,ΚΎΘΝΟΣ ΠΑΡΑΛΊΑ 12,2020-04-18,2020-05-03,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,0.0,0,0.7391521927857115
982,982,ΚΥΘΝΟΣ 2η ΦΟΡΑ,ΠΑΡΑΛΊΑ ΛΑΝΚΟΎΣΙ,ΚΎΘΝΟΣ ΠΑΡΑΛΊΑ 19,2020-05-03,2024-04-18,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,0.0,0,0.04415510590435511
984,984,ΚΥΘΝΟΣ,ΠΑΡΑΛΊΑ ΖΑΓΚΆΚΙ,ΚΎΘΝΟΣ ΠΑΡΑΛΊΑ 14,2020-04-18,2020-05-03,high,canonical_high,multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.5333333333333333,1,0.7391521620753236
987,987,ΚΥΘΝΟΣ,ΠΑΡΑΛΊΑ ΛΕΦΚΈΣ,ΚΎΘΝΟΣ ΠΑΡΑΛΊΑ 17,2020-04-18,2020-05-03,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.845703067474681
987,987,ΚΥΘΝΟΣ 2η ΦΟΡΑ,ΠΑΡΑΛΊΑ ΛΕΦΚΈΣ,ΚΎΘΝΟΣ ΠΑΡΑΛΊΑ 23,2020-05-03,2024-04-18,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,1,logistic_C1_unweighted,0.0,0,0.04415510737493428
988,988,ΚΥΘΝΟΣ,ΠΑΡΑΛΊΑ ΛΙΟΤΡΊΒΙ,ΚΎΘΝΟΣ ΠΑΡΑΛΊΑ 18,2020-04-18,2020-05-03,high,canonical_high,multiple_regions,1,logistic_C1_unweighted,3.066666666666667,1,0.7391522160652216
