scope,split_id,task,model,rows_test,mae_raw_kg_per_day,rmse_raw_kg_per_day,rmse_log1p,r2_log1p,positive_rate_test,threshold,f1,precision,recall,balanced_accuracy,roc_auc,average_precision
strict,3,classification_positive_rate,baseline_all_negative,377,,,,,0.32625994694960214,,0.0,0.0,0.0,0.5,0.5,0.32625994694960214
strict,3,classification_positive_rate,logistic_balanced,377,,,,,0.32625994694960214,,0.689922480620155,0.6592592592592592,0.7235772357723578,0.7712374367838166,0.8454964470904552,0.7455967484432567
strict,3,classification_positive_rate,random_forest_balanced,377,,,,,0.32625994694960214,,0.7286821705426356,0.6962962962962963,0.7642276422764228,0.8014051597208885,0.8648934127136547,0.7458748844280128
strict,3,classification_positive_rate,extra_trees_balanced,377,,,,,0.32625994694960214,,0.6593406593406593,0.6,0.7317073170731707,0.7477434223161129,0.8181294411369311,0.6719280395652331
strict,3,classification_high_rate_top25_train_threshold,baseline_all_negative,377,,,,,0.2493368700265252,0.08086093914398546,0.0,0.0,0.0,0.5,0.5,0.2493368700265252
strict,3,classification_high_rate_top25_train_threshold,logistic_balanced,377,,,,,0.2493368700265252,0.08086093914398546,0.7236180904522613,0.6857142857142857,0.7659574468085106,0.8246748364784602,0.903127584392151,0.7933943343948999
strict,3,classification_high_rate_top25_train_threshold,random_forest_balanced,377,,,,,0.2493368700265252,0.08086093914398546,0.7373737373737373,0.7019230769230769,0.776595744680851,0.8335275543192241,0.9030711976543118,0.7666030322898071
strict,3,classification_high_rate_top25_train_threshold,extra_trees_balanced,377,,,,,0.2493368700265252,0.08086093914398546,0.6571428571428571,0.5948275862068966,0.7340425531914894,0.7839824073377941,0.8547477633260656,0.6836564199397224
strict,4,regression_log_rate,baseline_zero,373,1.4042774813435963,12.353987261748696,0.6292676175129561,-0.08211773557411339,,,,,,,,
strict,4,regression_log_rate,baseline_train_median,373,1.4042774813435963,12.353987261748696,0.6292676175129561,-0.08211773557411339,,,,,,,,
strict,4,regression_log_rate,ridge_log,373,1.3638326882827994,11.183265153914107,0.4387655402810256,0.47389943058169126,,,,,,,,
strict,4,regression_log_rate,random_forest_log,373,1.0662944308420053,9.083109903080691,0.3447141793245114,0.67527027539103,,,,,,,,
strict,4,regression_log_rate,extra_trees_log,373,1.2996373589369914,10.227328192414745,0.3954206784576863,0.5727102229867171,,,,,,,,
strict,4,classification_positive_rate,baseline_all_negative,373,,,,,0.3002680965147453,,0.0,0.0,0.0,0.5,0.5,0.3002680965147453
strict,4,classification_positive_rate,logistic_balanced,373,,,,,0.3002680965147453,,0.6935483870967742,0.6323529411764706,0.7678571428571429,0.7881431308155447,0.8533456486042692,0.7549723787783923
strict,4,classification_positive_rate,random_forest_balanced,373,,,,,0.3002680965147453,,0.680672268907563,0.6428571428571429,0.7232142857142857,0.7754002463054187,0.8607519157088123,0.7271090589376651
strict,4,classification_positive_rate,extra_trees_balanced,373,,,,,0.3002680965147453,,0.6564885496183206,0.5733333333333334,0.7678571428571429,0.7613232074438971,0.8298953201970443,0.6692435908988571
strict,4,classification_high_rate_top25_train_threshold,baseline_all_negative,373,,,,,0.20911528150134048,0.08965532467628037,0.0,0.0,0.0,0.5,0.5,0.20911528150134048
strict,4,classification_high_rate_top25_train_threshold,logistic_balanced,373,,,,,0.20911528150134048,0.08965532467628037,0.6971428571428572,0.6288659793814433,0.782051282051282,0.8300086918730987,0.8899608865710561,0.7794698693853064
strict,4,classification_high_rate_top25_train_threshold,random_forest_balanced,373,,,,,0.20911528150134048,0.08965532467628037,0.6309523809523809,0.5888888888888889,0.6794871794871795,0.7770317253368101,0.8820295523685354,0.7028385505114776
strict,4,classification_high_rate_top25_train_threshold,extra_trees_balanced,373,,,,,0.20911528150134048,0.08965532467628037,0.6373626373626373,0.5576923076923077,0.7435897435897436,0.7938287700999566,0.868122555410691,0.6618728258438876
strict,5,regression_log_rate,baseline_zero,370,1.0481328411373874,8.731608569172703,0.595677597936124,-0.09164155845791044,,,,,,,,
strict,5,regression_log_rate,baseline_train_median,370,1.0481328411373874,8.731608569172703,0.595677597936124,-0.09164155845791044,,,,,,,,
strict,5,regression_log_rate,ridge_log,370,1.023388608231162,8.295536339220995,0.40570727019223535,0.493612349184665,,,,,,,,
