Days of Operations,Special Number,Date,Beaches,Total Weight,Recycle,Non-Recycle,Blue Net,Coordinates,Orientation,WindDirection,WindSpeed,Sediment,WidthLength,Coastline cleaned,Road Network,Tourist Business,Region,Duration
[838],13149,2025-11-03,Μέθανα Παραλία 30,123,34,76,13,"37°38'25.70""N, 023°22'37.20""E",North,NW,3.0,Pebbles,854,175,0,0,ΜΕΘΑΝΑ,0.027777777777777776
[838],13150,2025-11-03,Μέθανα Παραλία 32,0,0,0,0,"37°38'16.70""N, 023°22'03.00""E",North,NW,3.0,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.027777777777777776
[838],13151,2025-11-03,Μέθανα Παραλία 33,237,36,201,0,"37°38'14.70""N, 023°21'47.50""E",North,NW,3.0,Mixed,1168,300,0,0,ΜΕΘΑΝΑ,0.027777777777777776
[838],13152,2025-11-03,Μέθανα Παραλία 35 (1),78,22,56,0,"37°37'53.60""N, 023°20'11.80""E",North,NW,3.0,Pebbles,1568,370,0,0,ΜΕΘΑΝΑ,0.027777777777777776
[839],13153,2025-11-04,Μέθανα Παραλία 29 (2),43,7,36,0,"37°32'06.80""N, 023°24'08.20""E",East,NE,2.0,Pebbles,879,280,0,0,ΜΕΘΑΝΑ,0.07142857142857142
[839],13154,2025-11-04,Μέθανα Παραλία 35(2),38,0,38,0,"37°37'53.60""N, 023°20'11.80""E",North,NE,2.0,Pebbles,1568,370,0,0,ΜΕΘΑΝΑ,0.07142857142857142
[839],13155,2025-11-04,Μέθανα Παραλία 37,0,0,0,0,"37°37'25.10""N, 023°19'20.40""E",North,NE,2.0,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.07142857142857142
[839],13156,2025-11-04,Μέθανα Παραλία 38,0,0,0,0,"37°37'07.10""N, 023°18'40.40""E",East,NE,2.0,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.07142857142857142
[840],13157,2025-11-05,Μέθανα Παραλία 40,0,0,0,0,"37°37'02.80""N, 023°18'27.50""E",West,NE,4.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.024390243902439025
[840],13158,2025-11-05,Μέθανα Παραλία 41,0,0,0,0,"37°37'00.60""N, 023°18'28.30""E",West,NE,4.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.024390243902439025
[840],13159,2025-11-05,Μέθανα Παραλία 42,0,0,0,0,"37°36'59.60""N, 023°18'28.80""E",West,NE,4.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.024390243902439025
[840],13160,2025-11-05,Μέθανα Παραλία 43,0,0,0,0,"37°36'58.60""N, 023°18'28.90""E",West,NE,4.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.024390243902439025
[840],13161,2025-11-05,Μέθανα Παραλία 44,0,0,0,0,"37°36'56.60""N, 023°18'28.90""E",West,NE,4.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.024390243902439025
[840],13162,2025-11-05,Μέθανα Παραλία 45,0,0,0,0,"37°36'55.80""N, 023°18'28.70""E",West,NE,4.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.024390243902439025
[840],13163,2025-11-05,Μέθανα Παραλία 46,0,0,0,0,"37°36'54.90""N, 023°18'28.60""E",West,NE,4.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.024390243902439025
[840],13164,2025-11-05,Μέθανα Παραλία 47,0,0,0,0,"37°36'53.80""N, 023°18'27.90""E",West,NE,4.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.024390243902439025
[840],13165,2025-11-05,Μέθανα Παραλία 48,0,0,0,0,"37°36'51.30""N, 023°18'26.40""E",West,NE,4.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.024390243902439025
[840],13166,2025-11-05,Μέθανα Παραλία 49,0,0,0,0,"37°36'31.30""N, 023°19'27.50""E",South,NE,4.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.024390243902439025
[840],13167,2025-11-05,Μέθανα Παραλία 53,0,0,0,0,"37°34'44.50""N, 023°21'09.30""E",South,NE,4.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.024390243902439025
[841],13168,2025-11-06,Μέθανα Παραλία 54,376,131,245,0,"37°34'39.20""N, 023°21'20.60""E",West,NE,3.5,Pebbles,4678,190,0,0,ΜΕΘΑΝΑ,0.030303030303030304
[841],13169,2025-11-06,Μέθανα Παραλία 55,0,0,0,0,"37°34'37.10""N, 023°21'26.80""E",South,NE,3.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.030303030303030304
[841],13170,2025-11-06,Μέθανα Παραλία 56,0,0,0,0,"37°34'37.20""N, 023°21'28.40""E",South,NE,3.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.030303030303030304
[841],13171,2025-11-06,Μέθανα Παραλία 57,0,0,0,0,"37°34'36.00""N, 023°21'32.10""E",West,NE,3.5,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.030303030303030304
[841],13172,2025-11-06,Μέθανα Παραλία 60,142,29,113,0,"37°33'42.90""N, 023°21'30.50""E",West,NE,3.5,Mixed,487,70,0,0,ΜΕΘΑΝΑ,0.030303030303030304
[842],13173,2025-11-07,Μέθανα Παραλία 63,0,0,0,0,"37°31'55.90""N, 023°24'51.20""E",East,S,2.0,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.02040816326530612
[842],13174,2025-11-07,Μέθανα Παραλία 64,0,0,0,0,"37°31'56.60""N, 023°24'51.70""E",East,S,2.0,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.02040816326530612
[842],13175,2025-11-07,Μέθανα Παραλία 65,0,0,0,0,"37°31'57.00""N, 023°24'52.20""E",East,S,2.0,Mixed,1,1,0,0,ΜΕΘΑΝΑ,0.02040816326530612
[842],13176,2025-11-07,Μέθανα Παραλία 66,129,18,111,0,"37°31'52.90""N, 023°24'56.00""E",North,S,2.0,Pebbles,308,35,0,0,ΜΕΘΑΝΑ,0.02040816326530612
[847],13177,2025-11-13,Τήνος Παραλια 40,0,0,0,0,"37°32'51.20""N, 025°08'53.30""E",West,N,5.5,Mixed,1,1,0,0,ΤΗΝΟΣ,0.03125
[847],13178,2025-11-13,Τήνος Παραλια 41,0,0,0,0,"37°32'46.70""N, 025°08'53.80""E",West,N,5.5,Mixed,1,1,0,0,ΤΗΝΟΣ,0.03125
[847],13179,2025-11-13,Τήνος Παραλια 42,0,0,0,0,"37°32'45.90""N, 025°08'54.40""E",West,N,5.5,Mixed,1,1,0,0,ΤΗΝΟΣ,0.03125
[847],13180,2025-11-13,Τήνος Παραλια 43,0,0,0,0,"37°32'45.20""N, 025°08'55.40""E",West,N,5.5,Mixed,1,1,0,0,ΤΗΝΟΣ,0.03125
[847],13181,2025-11-13,Τήνος Παραλια 44,0,0,0,0,"37°32'36.70""N, 025°08'55.80""E",West,N,5.5,Mixed,1,1,0,0,ΤΗΝΟΣ,0.03125
[847],13182,2025-11-13,Άνδρος Παραλία 85,0,0,0,0,"37°43'22.00""N, 024°54'48.90""E",West,N,5.5,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.03125
[847],13184,2025-11-13,Άνδρος Παραλία 87,0,0,0,0,"37°43'24.50""N, 024°54'47.30""E",West,N,5.5,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.03125
[847],13185,2025-11-13,Άνδρος Παραλία 88,0,0,0,0,"37°43'26.20""N, 024°54'46.90""E",West,N,5.5,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.03125
[847],13186,2025-11-13,Άνδρος Παραλία 89,0,0,0,0,"37°43'27.40""N, 024°54'48.10""E",West,N,5.5,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.03125
[847],13187,2025-11-13,Άνδρος Παραλία 90,0,0,0,0,"37°43'29.30""N, 024°54'49.20""E",West,N,5.5,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.03125
[848],13188,2025-11-14,Άνδρος Παραλία 91,0,0,0,0,"37°43'31.90""N, 024°54'49.40""E",West,NE,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.16666666666666666
[848],13189,2025-11-14,Άνδρος Παραλία 92,0,0,0,0,"37°45'11.50""N, 024°53'46.30""E",West,NE,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.16666666666666666
[848],13190,2025-11-14,Άνδρος Παραλία 93,248,32,149,67,"37°46'02.70""N, 024°52'54.00""E",South,NE,2.0,Mixed,959,80,0,0,ΑΝΔΡΟΣ,0.16666666666666666
[848],13191,2025-11-14,Άνδρος Παραλία 94,0,0,0,0,"37°46'04.70""N, 024°52'47.80""E",South,NE,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.16666666666666666
[849],13192,2025-11-15,Άνδρος Παραλία 95,0,0,0,0,"37°49'24.10""N, 024°48'32.10""E",South,SE,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.14285714285714285
[849],13193,2025-11-15,Άνδρος Παραλία 96,52,13,36,3,"37°50'06.50""N, 024°47'55.40""E",West,SE,2.0,Mixed,5363,190,0,0,ΑΝΔΡΟΣ,0.14285714285714285
[849],13194,2025-11-15,Άνδρος Παραλία 97,0,0,0,0,"37°50'00.90""N, 024°47'57.80""E",West,SE,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.14285714285714285
[849],13195,2025-11-15,Άνδρος Παραλία 98,0,0,0,0,"37°50'00.00""N, 024°47'58.40""E",West,SE,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.14285714285714285
[849],13196,2025-11-15,Άνδρος Παραλία 99,0,0,0,0,"37°49'57.50""N, 024°47'58.70""E",West,SE,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.14285714285714285
[858],13202,2025-11-24,Άνδρος Παραλία 107,274,121,79,74,"37°49'47.00""N, 024°57'17.50""E",East,W,4.0,Pebbles,1033,25,0,0,ΑΝΔΡΟΣ,0.045454545454545456
[858],13203,2025-11-24,Άνδρος Παραλία 108,100,0,80,20,"37°50'32.60""N, 024°56'05.10""E",East,W,4.0,Sand,10084,675,0,0,ΑΝΔΡΟΣ,0.045454545454545456
"[859, 860, 861]",13206,2025-11-25,Άνδρος Παραλία 112 (1),1777,277,344,1156,"37°54'20.30""N, 024°52'11.30""E",North,W,4.0,Pebbles,371,15,0,0,ΑΝΔΡΟΣ,0.16454212454212455
[864],13208,2025-11-30,Άνδρος Παραλία 114,892,209,619,64,"37°57'54.00""N, 024°41'51.00""E",North,NW,4.0,Pebbles,8750,90,0,0,ΑΝΔΡΟΣ,0.1111111111111111
[865],13210,2025-12-01,Άνδρος Παραλία 116,0,0,0,0,"37°51'24.00""N, 024°46'45.80""E",East,E,1.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.06666666666666667
[866],13212,2025-12-02,Άνδρος Παραλία 117,0,0,0,0,"37°56'41.90""N, 024°41'17.30""E",South,S,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.0625
[866],13213,2025-12-02,Άνδρος Παραλία 118,0,0,0,0,"37°56'41.30""N, 024°41'18.00""E",South,S,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.0625
[866],13214,2025-12-02,Άνδρος Παραλία 119,0,0,0,0,"37°56'37.10""N, 024°41'24.50""E",South,S,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.0625
[866],13215,2025-12-02,Άνδρος Παραλία 120,0,0,0,0,"37°56'26.00""N, 024°41'32.80""E",North,S,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.0625
[866],13216,2025-12-02,Άνδρος Παραλία 121,0,0,0,0,"37°56'15.60""N, 024°41'38.60""E",West,S,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.0625
[866],13217,2025-12-02,Άνδρος Παραλία 122,0,0,0,0,"37°56'11.50""N, 024°41'37.40""E",West,S,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.0625
[866],13218,2025-12-02,Άνδρος Παραλία 123,0,0,0,0,"37°56'05.50""N, 024°41'37.70""E",South,S,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.0625
[866],13219,2025-12-02,Άνδρος Παραλία 124,0,0,0,0,"37°55'51.70""N, 024°41'32.50""E",West,S,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.0625
[866],13220,2025-12-02,Άνδρος Παραλία 125,0,0,0,0,"37°55'48.70""N, 024°41'30.00""E",North,S,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.0625
[866],13221,2025-12-02,Άνδρος Παραλία 126,0,0,0,0,"37°55'44.90""N, 024°41'30.60""E",West,S,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.0625
[866],13222,2025-12-02,Άνδρος Παραλία 127,0,0,0,0,"37°55'39.50""N, 024°41'31.90""E",West,S,2.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.0625
[866],13223,2025-12-02,Άνδρος Παραλία 128,104,59,19,26,"37°55'29.20""N, 024°41'32.30""E",West,S,2.0,Sand,1618,45,0,0,ΑΝΔΡΟΣ,0.0625
[868],13225,2025-12-04,Άνδρος Παραλία 129,0,0,0,0,"37°45'14.80""N, 024°59'18.50""E",South,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13226,2025-12-04,Άνδρος Παραλία 130,0,0,0,0,"37°44'43.60""N, 024°59'03.50""E",East,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13227,2025-12-04,Άνδρος Παραλία 131,0,0,0,0,"37°43'05.80""N, 024°58'10.20""E",South,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13228,2025-12-04,Άνδρος Παραλία 132,0,0,0,0,"37°42'52.20""N, 024°57'54.90""E",South,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13229,2025-12-04,Άνδρος Παραλία 133,0,0,0,0,"37°42'43.50""N, 024°57'50.90""E",South,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13230,2025-12-04,Άνδρος Παραλία 134,0,0,0,0,"37°42'26.10""N, 024°57'37.40""E",West,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13231,2025-12-04,Άνδρος Παραλία 135,0,0,0,0,"37°42'28.20""N, 024°57'34.10""E",South,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13232,2025-12-04,Άνδρος Παραλία 136,0,0,0,0,"37°42'27.70""N, 024°57'30.90""E",South,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13233,2025-12-04,Άνδρος Παραλία 137,0,0,0,0,"37°42'26.80""N, 024°57'29.70""E",South,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13234,2025-12-04,Άνδρος Παραλία 138,0,0,0,0,"37°42'25.50""N, 024°57'23.60""E",South,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13235,2025-12-04,Άνδρος Παραλία 139,0,0,0,0,"37°42'20.50""N, 024°57'12.00""E",South,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13236,2025-12-04,Άνδρος Παραλία 140,489,162,117,210,"37°41'52.40""N, 024°57'12.40""E",East,SE,4.0,Mixed,928,20,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13237,2025-12-04,Άνδρος Παραλία 141,0,0,0,0,"37°41'33.10""N, 024°57'29.10""E",South,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13238,2025-12-04,Άνδρος Παραλία 142,0,0,0,0,"37°41'33.70""N, 024°57'33.00""E",East,SE,4.0,Mixed,1,1,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[868],13239,2025-12-04,Άνδρος Παραλία 143,301,84,166,51,"37°41'20.30""N, 024°57'17.60""E",East,SE,4.0,Sand,6198,150,0,0,ΑΝΔΡΟΣ,0.05555555555555555
[872],13242,2025-12-08,Εύβοια Παραλία 1,0,0,0,0,"38°07'44.40""N, 024°10'49.00""E",South,N,6.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.06666666666666667
[872],13243,2025-12-08,Εύβοια Παραλία 2,0,0,0,0,"38°08'34.70""N, 024°11'21.80""E",West,N,6.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.06666666666666667
[872],13244,2025-12-08,Εύβοια Παραλία 3,0,0,0,0,"38°08'33.20""N, 024°11'20.20""E",North,N,6.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.06666666666666667
[872],13245,2025-12-08,Εύβοια Παραλία 4,0,0,0,0,"38°08'29.70""N, 024°11'08.40""E",North,N,6.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.06666666666666667
[872],13246,2025-12-08,Εύβοια Παραλία 5,188,87,89,12,"38°08'52.10""N, 024°11'48.90""E",East,N,6.5,Mixed,221,65,0,0,ΕΥΒΟΙΑ,0.06666666666666667
[872],13247,2025-12-08,Εύβοια Παραλία 6,107,92,15,0,"38°08'45.50""N, 024°11'36.90""E",West,N,6.5,Sand,714,60,0,0,ΕΥΒΟΙΑ,0.06666666666666667
[872],13248,2025-12-08,Εύβοια Παραλία 7,126,27,99,0,"38°07'41.70""N, 024°12'02.20""E",South,N,6.5,Pebbles,1182,85,0,0,ΕΥΒΟΙΑ,0.06666666666666667
[872],13249,2025-12-08,Εύβοια Παραλία 8,50,12,38,0,"38°07'41.10""N, 024°12'20.50""E",South,N,6.5,Pebbles,954,115,0,0,ΕΥΒΟΙΑ,0.06666666666666667
[873],13250,2025-12-09,Εύβοια Παραλία 9,0,0,0,0,"38°07'05.60""N, 024°12'45.90""E",North,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13251,2025-12-09,Εύβοια Παραλία 10,0,0,0,0,"38°07'03.70""N, 024°12'43.20""E",North,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13252,2025-12-09,Εύβοια Παραλία 11,0,0,0,0,"38°06'51.30""N, 024°12'29.40""E",West,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13253,2025-12-09,Εύβοια Παραλία 12,0,0,0,0,"38°06'41.30""N, 024°12'27.60""E",West,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13254,2025-12-09,Εύβοια Παραλία 13,0,0,0,0,"38°06'38.10""N, 024°12'24.10""E",West,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13255,2025-12-09,Εύβοια Παραλία 14,0,0,0,0,"38°06'37.10""N, 024°12'24.10""E",West,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13256,2025-12-09,Εύβοια Παραλία 15,0,0,0,0,"38°06'34.40""N, 024°12'23.10""E",West,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13257,2025-12-09,Εύβοια Παραλία 16,0,0,0,0,"38°06'24.00""N, 024°12'22.10""E",West,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13258,2025-12-09,Εύβοια Παραλία 17,0,0,0,0,"38°06'16.80""N, 024°12'24.90""E",West,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13259,2025-12-09,Εύβοια Παραλία 18,273,35,219,19,"38°05'29.10""N, 024°12'34.90""E",South,N,7.0,Mixed,248,20,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13260,2025-12-09,Εύβοια Παραλία 19,0,0,0,0,"38°05'40.90""N, 024°14'30.20""E",South,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13261,2025-12-09,Εύβοια Παραλία 20,0,0,0,0,"38°05'40.50""N, 024°14'29.50""E",South,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13262,2025-12-09,Εύβοια Παραλία 21,0,0,0,0,"38°05'40.20""N, 024°14'28.90""E",South,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13263,2025-12-09,Εύβοια Παραλία 22,0,0,0,0,"38°05'42.80""N, 024°14'57.60""E",West,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13264,2025-12-09,Εύβοια Παραλία 23,0,0,0,0,"38°05'31.90""N, 024°15'16.80""E",South,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[873],13265,2025-12-09,Εύβοια Παραλία 24,0,0,0,0,"38°05'39.50""N, 024°15'27.80""E",South,N,7.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.058823529411764705
[874],13266,2025-12-10,Εύβοια Παραλία 25,127,35,92,0,"38°05'23.00""N, 024°13'13.60""E",South,NE,4.5,Pebbles,234,12,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13267,2025-12-10,Εύβοια Παραλία 26,262,6,155,101,"38°05'38.70""N, 024°15'25.70""E",South,NE,4.5,Sand,183,35,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13268,2025-12-10,Εύβοια Παραλία 27,0,0,0,0,"38°05'17.50""N, 024°16'29.20""E",South,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13269,2025-12-10,Εύβοια Παραλία 28,0,0,0,0,"38°05'12.00""N, 024°16'44.50""E",South,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13270,2025-12-10,Εύβοια Παραλία 29,0,0,0,0,"38°05'03.40""N, 024°16'57.60""E",West,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13271,2025-12-10,Εύβοια Παραλία 30,0,0,0,0,"38°04'20.50""N, 024°17'12.60""E",West,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13272,2025-12-10,Εύβοια Παραλία 31,0,0,0,0,"38°04'09.20""N, 024°17'31.60""E",South,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13273,2025-12-10,Εύβοια Παραλία 32,0,0,0,0,"38°04'01.40""N, 024°18'31.90""E",West,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13274,2025-12-10,Εύβοια Παραλία 33,0,0,0,0,"38°03'59.90""N, 024°18'31.90""E",West,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13276,2025-12-10,Εύβοια Παραλία 35,0,0,0,0,"38°03'56.00""N, 024°18'30.90""E",West,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13277,2025-12-10,Εύβοια Παραλία 36,0,0,0,0,"38°03'56.60""N, 024°18'30.40""E",West,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13278,2025-12-10,Εύβοια Παραλία 37,0,0,0,0,"38°03'32.80""N, 024°18'46.60""E",West,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13279,2025-12-10,Εύβοια Παραλία 38,0,0,0,0,"38°03'26.10""N, 024°18'45.70""E",West,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13281,2025-12-10,Εύβοια Παραλία 40,0,0,0,0,"38°02'12.60""N, 024°18'45.50""E",North,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13284,2025-12-10,Εύβοια Παραλία 43,0,0,0,0,"38°02'04.30""N, 024°18'27.80""E",North,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13285,2025-12-10,Εύβοια Παραλία 44,0,0,0,0,"38°02'03.30""N, 024°18'27.10""E",North,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13286,2025-12-10,Εύβοια Παραλία 45,0,0,0,0,"38°02'02.50""N, 024°18'25.80""E",North,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13288,2025-12-10,Εύβοια Παραλία 47,0,0,0,0,"38°01'53.60""N, 024°18'19.20""E",West,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13290,2025-12-10,Εύβοια Παραλία 49,0,0,0,0,"38°01'49.60""N, 024°18'17.70""E",West,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13291,2025-12-10,Εύβοια Παραλία 50,0,0,0,0,"38°01'48.90""N, 024°18'17.20""E",West,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[874],13292,2025-12-10,Εύβοια Παραλία 51,0,0,0,0,"38°05'39.50""N, 024°15'27.80""E",West,NE,4.5,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.03225806451612903
[875],13293,2025-12-11,Εύβοια Παραλία 52,0,0,0,0,"38°01'60.00""N, 024°17'44.00""E",East,NE,5.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.030303030303030304
[875],13294,2025-12-11,Εύβοια Παραλία 53,0,0,0,0,"38°02'03.00""N, 024°17'45.40""E",East,NE,5.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.030303030303030304
[875],13295,2025-12-11,Εύβοια Παραλία 54,0,0,0,0,"38°01'54.30""N, 024°17'44.10""E",East,NE,5.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.030303030303030304
[875],13296,2025-12-11,Εύβοια Παραλία 55,0,0,0,0,"38°01'51.20""N, 024°17'45.90""E",East,NE,5.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.030303030303030304
[875],13297,2025-12-11,Εύβοια Παραλία 56,0,0,0,0,"38°01'55.90""N, 024°17'44.60""E",East,NE,5.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.030303030303030304
[875],13298,2025-12-11,Εύβοια Παραλία 57,0,0,0,0,"38°01'40.90""N, 024°17'45.00""E",East,NE,5.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.030303030303030304
[875],13299,2025-12-11,Εύβοια Παραλία 58,0,0,0,0,"38°01'50.80""N, 024°17'48.00""E",North,NE,5.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.030303030303030304
[875],13300,2025-12-11,Εύβοια Παραλία 59,0,0,0,0,"38°00'43.40""N, 024°17'29.70""E",South,NE,5.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.030303030303030304
[875],13306,2025-12-11,Εύβοια Παραλία 65,0,0,0,0,"38°01'05.60""N, 024°16'40.10""E",West,NE,5.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.030303030303030304
[875],13307,2025-12-11,Εύβοια Παραλία 66,0,0,0,0,"38°01'29.80""N, 024°16'40.80""E",West,NE,5.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.030303030303030304
[875],13308,2025-12-11,Εύβοια Παραλία 67,0,0,0,0,"38°01'30.40""N, 024°16'41.70""E",West,NE,5.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.030303030303030304
[875],13309,2025-12-11,Εύβοια Παραλία 68,0,0,0,0,"38°01'40.40""N, 024°16'59.70""E",West,NE,5.0,Mixed,1,1,0,0,ΕΥΒΟΙΑ,0.030303030303030304
