analysis_type,feature_set,detail,split_id,n_features,features,top25_threshold_train,positive_rate_test,average_precision,roc_auc,f1,precision,recall,balanced_accuracy
leave_one_out,minus_previous_total_weight,previous_total_weight,5,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, days_between_visits, coastline_cleaned, width_length",0.083669936526255,0.23513513513513515,0.6734955407343284,0.843670037772633,0.6161137440758294,0.5241935483870968,0.7471264367816092,0.7693229357052922
leave_one_out,minus_days_between_visits,days_between_visits,1,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, coastline_cleaned, width_length",0.081999739786625,0.23872679045092837,0.766577682694455,0.8789005032907472,0.7195767195767195,0.6868686868686869,0.7555555555555555,0.8237708091366628
leave_one_out,minus_days_between_visits,days_between_visits,2,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, coastline_cleaned, width_length",0.0816462571597866,0.2418478260869565,0.7651442140391288,0.8688333131972131,0.6528497409326425,0.6057692307692307,0.7078651685393258,0.7804558817607024
leave_one_out,minus_days_between_visits,days_between_visits,3,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, coastline_cleaned, width_length",0.08086093914398546,0.2493368700265252,0.7608553304153783,0.8838057288925645,0.7087378640776699,0.6517857142857143,0.776595744680851,0.8193932787008495
leave_one_out,minus_days_between_visits,days_between_visits,4,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, coastline_cleaned, width_length",0.08965532467628037,0.20911528150134048,0.7445125167398173,0.8835723598435463,0.644808743169399,0.5619047619047619,0.7564102564102564,0.800239026510213
leave_one_out,minus_days_between_visits,days_between_visits,5,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, coastline_cleaned, width_length",0.083669936526255,0.23513513513513515,0.7591699037010209,0.8767718614191137,0.7064676616915423,0.6228070175438597,0.8160919540229885,0.832074245562731
leave_one_out,minus_coastline_cleaned,coastline_cleaned,1,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, days_between_visits, width_length",0.081999739786625,0.23872679045092837,0.7862733827242269,0.8962833914053426,0.7407407407407407,0.7070707070707071,0.7777777777777778,0.8383662408052652
leave_one_out,minus_coastline_cleaned,coastline_cleaned,2,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, days_between_visits, width_length",0.0816462571597866,0.2418478260869565,0.8021309302061765,0.8543755789134548,0.7015706806282722,0.6568627450980392,0.7528089887640449,0.813680480045105
leave_one_out,minus_coastline_cleaned,coastline_cleaned,3,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, days_between_visits, width_length",0.08086093914398546,0.2493368700265252,0.7979103931770639,0.9049695511615669,0.729064039408867,0.6788990825688074,0.7872340425531915,0.831779565446207
leave_one_out,minus_coastline_cleaned,coastline_cleaned,4,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, days_between_visits, width_length",0.08965532467628037,0.20911528150134048,0.7880785112171858,0.8773576705780096,0.6666666666666666,0.580952380952381,0.782051282051282,0.8164493698392004
leave_one_out,minus_coastline_cleaned,coastline_cleaned,5,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, days_between_visits, width_length",0.083669936526255,0.23513513513513515,0.8066243231557308,0.9106047682872345,0.7487179487179487,0.6759259259259259,0.8390804597701149,0.8577027740546688
leave_one_out,minus_width_length,width_length,1,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, days_between_visits, coastline_cleaned",0.081999739786625,0.23872679045092837,0.7893679890188418,0.894618660472319,0.7619047619047619,0.7272727272727273,0.8,0.8529616724738676
leave_one_out,minus_width_length,width_length,2,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, days_between_visits, coastline_cleaned",0.0816462571597866,0.2418478260869565,0.8104453589632534,0.8615037654544722,0.7083333333333334,0.6601941747572816,0.7640449438202247,0.8192984575731947
leave_one_out,minus_width_length,width_length,3,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, days_between_visits, coastline_cleaned",0.08086093914398546,0.2493368700265252,0.8003673259900839,0.90624765055259,0.7254901960784313,0.6727272727272727,0.7872340425531915,0.8300127809939102
leave_one_out,minus_width_length,width_length,4,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, days_between_visits, coastline_cleaned",0.08965532467628037,0.20911528150134048,0.7898098495925525,0.8777053455019556,0.6594594594594595,0.5700934579439252,0.782051282051282,0.8130595393307258
leave_one_out,minus_width_length,width_length,5,20,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure, previous_total_weight, days_between_visits, coastline_cleaned",0.083669936526255,0.23513513513513515,0.8063997981814941,0.9110515413671256,0.7487179487179487,0.6759259259259259,0.8390804597701149,0.8577027740546688
demographics_subset,no_demographics,none,1,15,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length",0.081999739786625,0.23872679045092837,0.7938264857787114,0.8991482771970577,0.7411167512690355,0.6822429906542056,0.8111111111111111,0.8463221060782036
demographics_subset,no_demographics,none,2,15,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length",0.0816462571597866,0.2418478260869565,0.8063934866867897,0.8580403527848254,0.6732673267326733,0.6017699115044248,0.7640449438202247,0.8013773106197898
demographics_subset,no_demographics,none,3,15,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length",0.08086093914398546,0.2493368700265252,0.8079246718835194,0.909142169761672,0.746268656716418,0.7009345794392523,0.7978723404255319,0.8423990677392676
demographics_subset,no_demographics,none,4,15,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length",0.08965532467628037,0.20911528150134048,0.7773426493018714,0.8783137766188613,0.6737967914438503,0.5779816513761468,0.8076923076923077,0.8258800521512386
demographics_subset,no_demographics,none,5,15,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length",0.083669936526255,0.23513513513513515,0.81168145990437,0.9100767637382722,0.7564766839378239,0.6886792452830188,0.8390804597701149,0.8612363429592624
demographics_subset,demo_Pct_Age_15_34,Pct_Age_15_34,1,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34",0.081999739786625,0.23872679045092837,0.7987131238889683,0.9031358885017422,0.7461139896373057,0.6990291262135923,0.8,0.845993031358885
demographics_subset,demo_Pct_Age_15_34,Pct_Age_15_34,2,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34",0.0816462571597866,0.2418478260869565,0.8132628952472052,0.8614232209737828,0.6903553299492385,0.6296296296296297,0.7640449438202247,0.8103378840964923
demographics_subset,demo_Pct_Age_15_34,Pct_Age_15_34,3,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34",0.08086093914398546,0.2493368700265252,0.8104385576720854,0.9094804901887078,0.736318407960199,0.6915887850467289,0.7872340425531915,0.8353131343508007
demographics_subset,demo_Pct_Age_15_34,Pct_Age_15_34,4,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34",0.08965532467628037,0.20911528150134048,0.7821197216266107,0.8804432855280313,0.656084656084656,0.5585585585585585,0.7948717948717948,0.8143850499782703
demographics_subset,demo_Pct_Age_15_34,Pct_Age_15_34,5,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34",0.083669936526255,0.23513513513513515,0.8113287567284221,0.9117013931196947,0.75,0.6857142857142857,0.8275862068965517,0.8554892165224808
demographics_subset,demo_Youth_Dependency,Youth_Dependency,1,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency",0.081999739786625,0.23872679045092837,0.7909617558559159,0.9003484320557491,0.7346938775510204,0.6792452830188679,0.8,0.840766550522648
demographics_subset,demo_Youth_Dependency,Youth_Dependency,2,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency",0.0816462571597866,0.2418478260869565,0.8103079545881062,0.8607788651282671,0.6865671641791045,0.6160714285714286,0.7752808988764045,0.8105795175385606
demographics_subset,demo_Youth_Dependency,Youth_Dependency,3,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency",0.08086093914398546,0.2493368700265252,0.8102220889232034,0.9107961807382903,0.736318407960199,0.6915887850467289,0.7872340425531915,0.8353131343508007
demographics_subset,demo_Youth_Dependency,Youth_Dependency,4,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency",0.08965532467628037,0.20911528150134048,0.7801977313839478,0.8794871794871795,0.6774193548387096,0.5833333333333334,0.8076923076923077,0.8275749674054759
demographics_subset,demo_Youth_Dependency,Youth_Dependency,5,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Youth_Dependency",0.083669936526255,0.23513513513513515,0.8124273224299067,0.9117420088542301,0.75,0.6857142857142857,0.8275862068965517,0.8554892165224808
demographics_subset,demo_Avg_Household_Size,Avg_Household_Size,1,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size",0.081999739786625,0.23872679045092837,0.7946321957906806,0.8990321331784746,0.7373737373737373,0.6759259259259259,0.8111111111111111,0.844579945799458
demographics_subset,demo_Avg_Household_Size,Avg_Household_Size,2,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size",0.0816462571597866,0.2418478260869565,0.8075830623025897,0.8583222584672384,0.6699507389162561,0.5964912280701754,0.7640449438202247,0.7995851959244493
demographics_subset,demo_Avg_Household_Size,Avg_Household_Size,3,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size",0.08086093914398546,0.2493368700265252,0.8042717862908398,0.908315164273363,0.74,0.6981132075471698,0.7872340425531915,0.8370799188030975
demographics_subset,demo_Avg_Household_Size,Avg_Household_Size,4,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size",0.08965532467628037,0.20911528150134048,0.7761462524382882,0.8774011299435028,0.6774193548387096,0.5833333333333334,0.8076923076923077,0.8275749674054759
demographics_subset,demo_Avg_Household_Size,Avg_Household_Size,5,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Avg_Household_Size",0.083669936526255,0.23513513513513515,0.8091569203862686,0.90918321757849,0.7461139896373057,0.6792452830188679,0.8275862068965517,0.853722432070184
demographics_subset,demo_Unemployment_Rate,Unemployment_Rate,1,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Unemployment_Rate",0.081999739786625,0.23872679045092837,0.7875724050250825,0.8976771196283392,0.7411167512690355,0.6822429906542056,0.8111111111111111,0.8463221060782036
demographics_subset,demo_Unemployment_Rate,Unemployment_Rate,2,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Unemployment_Rate",0.0816462571597866,0.2418478260869565,0.8068312096138349,0.8596512423986145,0.6836734693877551,0.6261682242990654,0.7528089887640449,0.8047199065684023
demographics_subset,demo_Unemployment_Rate,Unemployment_Rate,3,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Unemployment_Rate",0.08086093914398546,0.2493368700265252,0.8019028888701728,0.9066235621381851,0.7171717171717171,0.6826923076923077,0.7553191489361702,0.81935568754229
demographics_subset,demo_Unemployment_Rate,Unemployment_Rate,4,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Unemployment_Rate",0.08965532467628037,0.20911528150134048,0.7791095907133281,0.8763581051716645,0.6594594594594595,0.5700934579439252,0.782051282051282,0.8130595393307258
demographics_subset,demo_Unemployment_Rate,Unemployment_Rate,5,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Unemployment_Rate",0.083669936526255,0.23513513513513515,0.8064160031477503,0.9073148937898543,0.75,0.6857142857142857,0.8275862068965517,0.8554892165224808
demographics_subset,demo_UrbanRural_Class,UrbanRural_Class,1,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, UrbanRural_Class",0.081999739786625,0.23872679045092837,0.8011213967989401,0.8996515679442508,0.7564766839378239,0.7087378640776699,0.8111111111111111,0.8532907471931862
demographics_subset,demo_UrbanRural_Class,UrbanRural_Class,2,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, UrbanRural_Class",0.0816462571597866,0.2418478260869565,0.8069443330541033,0.8592485199951674,0.68,0.6126126126126126,0.7640449438202247,0.8049615400104708
demographics_subset,demo_UrbanRural_Class,UrbanRural_Class,3,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, UrbanRural_Class",0.08086093914398546,0.2493368700265252,0.8032836910406143,0.9069994737237802,0.746268656716418,0.7009345794392523,0.7978723404255319,0.8423990677392676
demographics_subset,demo_UrbanRural_Class,UrbanRural_Class,4,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, UrbanRural_Class",0.08965532467628037,0.20911528150134048,0.7816697199164967,0.8795740982181661,0.6810810810810811,0.5887850467289719,0.8076923076923077,0.8292698826597131
demographics_subset,demo_UrbanRural_Class,UrbanRural_Class,5,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, UrbanRural_Class",0.083669936526255,0.23513513513513515,0.8152934042528779,0.9134478697047237,0.7653061224489796,0.6880733944954128,0.8620689655172413,0.8709638113805288
demographics_subset,demo_Daytime_Population_Pressure,Daytime_Population_Pressure,1,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Daytime_Population_Pressure",0.081999739786625,0.23872679045092837,0.7948705067678123,0.8994192799070847,0.7346938775510204,0.6792452830188679,0.8,0.840766550522648
demographics_subset,demo_Daytime_Population_Pressure,Daytime_Population_Pressure,2,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Daytime_Population_Pressure",0.0816462571597866,0.2418478260869565,0.8065716566963658,0.8582014417462042,0.6732673267326733,0.6017699115044248,0.7640449438202247,0.8013773106197898
demographics_subset,demo_Daytime_Population_Pressure,Daytime_Population_Pressure,3,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Daytime_Population_Pressure",0.08086093914398546,0.2493368700265252,0.8072613204869592,0.9092549432373506,0.75,0.7075471698113207,0.7978723404255319,0.8441658521915645
demographics_subset,demo_Daytime_Population_Pressure,Daytime_Population_Pressure,4,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Daytime_Population_Pressure",0.08965532467628037,0.20911528150134048,0.7771671329970536,0.8781399391568881,0.6737967914438503,0.5779816513761468,0.8076923076923077,0.8258800521512386
demographics_subset,demo_Daytime_Population_Pressure,Daytime_Population_Pressure,5,16,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Daytime_Population_Pressure",0.083669936526255,0.23513513513513515,0.8114571499324192,0.9099143008001299,0.7564766839378239,0.6886792452830188,0.8390804597701149,0.8612363429592624
demographics_subset,demo_Pct_Age_15_34_Youth_Dependency,"Pct_Age_15_34, Youth_Dependency",1,17,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency",0.081999739786625,0.23872679045092837,0.7965534426641808,0.9030971738288811,0.7422680412371134,0.6923076923076923,0.8,0.8442508710801394
demographics_subset,demo_Pct_Age_15_34_Youth_Dependency,"Pct_Age_15_34, Youth_Dependency",2,17,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency",0.0816462571597866,0.2418478260869565,0.8130530990932938,0.8618662156175748,0.6903553299492385,0.6296296296296297,0.7640449438202247,0.8103378840964923
demographics_subset,demo_Pct_Age_15_34_Youth_Dependency,"Pct_Age_15_34, Youth_Dependency",3,17,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency",0.08086093914398546,0.2493368700265252,0.8118093877587307,0.9104954514698144,0.73,0.6886792452830188,0.776595744680851,0.8299939854146304
demographics_subset,demo_Pct_Age_15_34_Youth_Dependency,"Pct_Age_15_34, Youth_Dependency",4,17,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency",0.08965532467628037,0.20911528150134048,0.7823566767789971,0.8804867448935245,0.6595744680851063,0.5636363636363636,0.7948717948717948,0.8160799652325076
demographics_subset,demo_Pct_Age_15_34_Youth_Dependency,"Pct_Age_15_34, Youth_Dependency",5,17,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency",0.083669936526255,0.23513513513513515,0.8126081089925512,0.9121887819341212,0.75,0.6857142857142857,0.8275862068965517,0.8554892165224808
demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size,"Pct_Age_15_34, Avg_Household_Size",1,17,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size",0.081999739786625,0.23872679045092837,0.7996984553645539,0.9032133178474642,0.7461139896373057,0.6990291262135923,0.8,0.845993031358885
demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size,"Pct_Age_15_34, Avg_Household_Size",2,17,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size",0.0816462571597866,0.2418478260869565,0.8129538516491407,0.8615037654544723,0.6903553299492385,0.6296296296296297,0.7640449438202247,0.8103378840964923
demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size,"Pct_Age_15_34, Avg_Household_Size",3,17,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size",0.08086093914398546,0.2493368700265252,0.8076849639847824,0.9091421697616721,0.73,0.6886792452830188,0.776595744680851,0.8299939854146304
demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size,"Pct_Age_15_34, Avg_Household_Size",4,17,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size",0.08965532467628037,0.20911528150134048,0.7824887504129189,0.880399826162538,0.6666666666666666,0.5740740740740741,0.7948717948717948,0.8194697957409822
demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size,"Pct_Age_15_34, Avg_Household_Size",5,17,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size",0.083669936526255,0.23513513513513515,0.8085829789847551,0.9103204581454856,0.7539267015706806,0.6923076923076923,0.8275862068965517,0.8572560009747776
demographics_subset,demo_Pct_Age_15_34_Unemployment_Rate,"Pct_Age_15_34, Unemployment_Rate",1,17,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Unemployment_Rate",0.081999739786625,0.23872679045092837,0.7933047362529554,0.9012775842044134,0.7578947368421053,0.72,0.8,0.851219512195122
demographics_subset,demo_Pct_Age_15_34_Unemployment_Rate,"Pct_Age_15_34, Unemployment_Rate",2,17,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Unemployment_Rate",0.0816462571597866,0.2418478260869565,0.8115018041490906,0.8622689380210222,0.6868686868686869,0.6238532110091743,0.7640449438202247,0.8085457694011517
