scope,split_id,feature_set,model,n_features,rows_test,top25_threshold_train,positive_rate_test,average_precision,roc_auc,f1,precision,recall,balanced_accuracy
strict,1,base_11_plus_demographics,logistic_balanced,17,377,0.081999739786625,0.23872679045092837,0.5461745246639352,0.7613240418118467,0.5333333333333333,0.4444444444444444,0.6666666666666666,0.70267131242741
strict,1,base_11_plus_demographics,random_forest_balanced,17,377,0.081999739786625,0.23872679045092837,0.6141270947374834,0.7950445218737902,0.5586592178770949,0.5617977528089888,0.5555555555555556,0.7098335269066977
strict,1,base_11_plus_demographics,extra_trees_balanced,17,377,0.081999739786625,0.23872679045092837,0.5915757351658453,0.7801780874951607,0.5076142131979695,0.4672897196261682,0.5555555555555556,0.678474641889276
strict,2,base_11_plus_demographics,baseline_all_negative,17,368,0.0816462571597866,0.2418478260869565,0.2418478260869565,0.5,0.0,0.0,0.0,0.5
strict,2,base_11_plus_demographics,logistic_balanced,17,368,0.0816462571597866,0.2418478260869565,0.5259557351501681,0.7504731988240506,0.5507246376811594,0.4830508474576271,0.6404494382022472,0.710905722685353
strict,2,base_11_plus_demographics,random_forest_balanced,17,368,0.0816462571597866,0.2418478260869565,0.6139044429920226,0.8058676654182273,0.5698324022346368,0.5666666666666667,0.5730337078651685,0.7166243808143047
strict,2,base_11_plus_demographics,extra_trees_balanced,17,368,0.0816462571597866,0.2418478260869565,0.6147791939075709,0.810378156336837,0.5846153846153846,0.5377358490566038,0.6404494382022472,0.732411099029439
strict,3,base_11_plus_demographics,baseline_all_negative,17,377,0.08086093914398546,0.2493368700265252,0.2493368700265252,0.5,0.0,0.0,0.0,0.5
strict,3,base_11_plus_demographics,logistic_balanced,17,377,0.08086093914398546,0.2493368700265252,0.5611158366962423,0.7953161416434854,0.5739910313901345,0.49612403100775193,0.6808510638297872,0.7255845425156003
strict,3,base_11_plus_demographics,random_forest_balanced,17,377,0.08086093914398546,0.2493368700265252,0.6314221220076491,0.8250695436433352,0.6210526315789474,0.6145833333333334,0.6276595744680851,0.7484587624990602
strict,3,base_11_plus_demographics,extra_trees_balanced,17,377,0.08086093914398546,0.2493368700265252,0.5929880612072607,0.8108036989700023,0.6,0.5431034482758621,0.6702127659574468,0.741466807006992
strict,4,base_11_plus_demographics,baseline_all_negative,17,373,0.08965532467628037,0.20911528150134048,0.20911528150134048,0.5,0.0,0.0,0.0,0.5
strict,4,base_11_plus_demographics,logistic_balanced,17,373,0.08965532467628037,0.20911528150134048,0.5562992643970983,0.8086918730986528,0.5603864734299517,0.4496124031007752,0.7435897435897436,0.7514558887440244
strict,4,base_11_plus_demographics,random_forest_balanced,17,373,0.08965532467628037,0.20911528150134048,0.5806174904005983,0.8294654498044328,0.5882352941176471,0.5434782608695652,0.6410256410256411,0.7493263798348544
strict,4,base_11_plus_demographics,extra_trees_balanced,17,373,0.08965532467628037,0.20911528150134048,0.5871093246663203,0.8140373750543243,0.53,0.4344262295081967,0.6794871794871795,0.7227944372012169
strict,5,base_11_plus_demographics,baseline_all_negative,17,370,0.083669936526255,0.23513513513513515,0.23513513513513515,0.5,0.0,0.0,0.0,0.5
strict,5,base_11_plus_demographics,logistic_balanced,17,370,0.083669936526255,0.23513513513513515,0.5648903415446515,0.7979773364201292,0.5603448275862069,0.4482758620689655,0.7471264367816092,0.7322204622070589
strict,5,base_11_plus_demographics,random_forest_balanced,17,370,0.083669936526255,0.23513513513513515,0.6660885461320705,0.8480362292352056,0.5989847715736041,0.5363636363636364,0.6781609195402298,0.7489744527029771
strict,5,base_11_plus_demographics,extra_trees_balanced,17,370,0.083669936526255,0.23513513513513515,0.6451337388728557,0.8276877462328907,0.5779816513761468,0.48091603053435117,0.7241379310344828,0.7419276227610576
strict,1,base_11_plus_repollution_core,baseline_all_negative,13,377,0.081999739786625,0.23872679045092837,0.23872679045092837,0.5,0.0,0.0,0.0,0.5
strict,1,base_11_plus_repollution_core,logistic_balanced,13,377,0.081999739786625,0.23872679045092837,0.784430779169339,0.8954316686024003,0.7373737373737373,0.6759259259259259,0.8111111111111111,0.844579945799458
strict,1,base_11_plus_repollution_core,random_forest_balanced,13,377,0.081999739786625,0.23872679045092837,0.7559489299000145,0.8842044134727062,0.7142857142857143,0.7065217391304348,0.7222222222222222,0.8140727835849787
strict,1,base_11_plus_repollution_core,extra_trees_balanced,13,377,0.081999739786625,0.23872679045092837,0.6639923481196558,0.8356562137049942,0.592964824120603,0.5412844036697247,0.6555555555555556,0.7406697638404955
strict,2,base_11_plus_repollution_core,baseline_all_negative,13,368,0.0816462571597866,0.2418478260869565,0.2418478260869565,0.5,0.0,0.0,0.0,0.5
strict,2,base_11_plus_repollution_core,logistic_balanced,13,368,0.0816462571597866,0.2418478260869565,0.8041572951746087,0.8602553260037855,0.6834170854271356,0.6181818181818182,0.7640449438202247,0.8067536547058113
strict,2,base_11_plus_repollution_core,random_forest_balanced,13,368,0.0816462571597866,0.2418478260869565,0.7661338413518506,0.8817405662276993,0.6989247311827957,0.6701030927835051,0.7303370786516854,0.8078208690749467
strict,2,base_11_plus_repollution_core,extra_trees_balanced,13,368,0.0816462571597866,0.2418478260869565,0.7040456308080845,0.8520599250936329,0.6458333333333334,0.6019417475728155,0.6966292134831461,0.7748379042326125
strict,3,base_11_plus_repollution_core,baseline_all_negative,13,377,0.08086093914398546,0.2493368700265252,0.2493368700265252,0.5,0.0,0.0,0.0,0.5
strict,3,base_11_plus_repollution_core,logistic_balanced,13,377,0.08086093914398546,0.2493368700265252,0.813384010436761,0.9107585895797309,0.746268656716418,0.7009345794392523,0.7978723404255319,0.8423990677392676
strict,3,base_11_plus_repollution_core,random_forest_balanced,13,377,0.08086093914398546,0.2493368700265252,0.7812131846810829,0.9098376061950231,0.7450980392156863,0.6909090909090909,0.8085106382978723,0.8441846477708443
strict,3,base_11_plus_repollution_core,extra_trees_balanced,13,377,0.08086093914398546,0.2493368700265252,0.668619162501211,0.8478309901511165,0.6060606060606061,0.5769230769230769,0.6382978723404256,0.7414104202691527
strict,4,base_11_plus_repollution_core,baseline_all_negative,13,373,0.08965532467628037,0.20911528150134048,0.20911528150134048,0.5,0.0,0.0,0.0,0.5
