site_id,canonical_site_id,region,beach_name,beaches,previous_visit_start_date,previous_visit_end_date,next_visit_start_date,next_visit_end_date,site_confidence,match_quality,site_review_reason,repollution_kg_per_day,previous_total_weight,days_between_visits,repollution_risk_score,actual_top25_training_label,priority_rank,priority_percentile,priority_band
1829,1829,ΧΑΛΚΙΔΙΚΗ,,ΆΘΩΣ ΠΑΡΑΛΊΑ 86,2024-11-09,2024-11-09,2025-03-20,2025-03-20,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0,0.0,131,0.3715865257375839,0,349,0.23282188125416944,top_25_percent
3722,3722,ΠΑΡΟΣ,ΠΑΡΑΛΊΑ ΠΑΝΤΕΡΟΝΉΣΙΟΥ,ΠΆΡΟΣ ΠΑΡΑΛΊΑ 50,2022-12-04,2022-12-04,2024-06-07,2024-06-07,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,78.0,551,0.36839004948335174,0,350,0.2334889926617745,top_25_percent
2033,2033,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 26,2021-10-15,2021-10-15,2024-03-23,2024-03-23,high,canonical_high,multiple_special_numbers; multiple_regions,0.0235955056179775,0.0,890,0.3681886391362351,0,351,0.2341561040693796,top_25_percent
2034,2034,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 27,2021-10-15,2021-10-15,2024-03-23,2024-03-23,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,0.0,890,0.368188635027819,0,352,0.23482321547698465,top_25_percent
2039,2039,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),ΠΑΡΑΛΊΑ ΆΡΚΟΣ,ΆΡΚΟΣ ΠΑΡΑΛΊΑ 37 | ΆΡΚΟΣ ΠΑΡΑΛΊΑ 38,2021-10-15,2021-10-15,2024-03-25,2024-03-26,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.147982062780269,0.0,892,0.36696165446182116,1,353,0.23549032688458973,top_25_percent
2038,2038,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),ΠΑΡΑΛΊΑ ΆΡΚΟΣ,ΆΡΚΟΣ ΠΑΡΑΛΊΑ 36,2021-10-15,2021-10-15,2024-03-25,2024-03-25,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,0.0,892,0.3669616511729116,0,354,0.2361574382921948,top_25_percent
1622,1622,Άγιος Ευστράτιος,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΑΝΤΏΝΙΟΣ,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 16,2020-12-22,2020-12-22,2025-04-17,2025-04-17,high,canonical_high,multiple_regions,0.010145846544071,215.0,1577,0.3637869367494298,0,355,0.23682454969979988,top_25_percent
7,7,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ ΠΑΡΑΛΊΑ 297,2023-08-25,2023-08-25,2024-04-12,2024-04-12,high,canonical_high,multiple_regions,0.0,19.0,231,0.36333211581502434,0,356,0.23749166110740494,top_25_percent
23,23,ΑΝΑΤΟΛΙΚΗ ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 11,2019-09-06,2019-09-06,2023-08-02,2023-08-05,high,canonical_high,multiple_special_numbers; multiple_regions,0.0610098176718092,217.0,1426,0.3629097579634887,0,357,0.23815877251501,top_25_percent
2048,2048,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 70,2021-10-25,2021-10-25,2024-03-26,2024-03-26,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,0.0,883,0.35991481493645744,0,358,0.23882588392261508,top_25_percent
4024,4024,ΣΑΝΤΟΡΙΝΗ - ΘΗΡΑΣΙΑ - ΠΑΛΙΑ ΚΑΜΜΕΝΗ - ΝΕΑ ΚΑΜΜΕΝΗ,,ΝΈΑ ΚΑΜΈΝΗ ΠΑΡΑΛΊΑ 12,2023-01-09,2023-01-09,2024-05-17,2024-05-17,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,78.0,494,0.35970040642711426,0,359,0.23949299533022014,top_25_percent
1320,1320,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 42,2021-10-16,2021-10-16,2024-03-24,2024-03-24,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,0.0,890,0.3570450255289651,0,360,0.24016010673782523,top_25_percent
676,676,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,ΠΑΡΑΛΊΑ ΛΙΜΝΙΌΝΙΖΑ,ΎΔΡΑ ΠΑΡΑΛΊΑ 45,2023-05-28,2023-05-28,2025-10-23,2025-10-23,medium,canonical_medium,multiple_special_numbers; multiple_regions; many_name_variants,0.0,158.0,879,0.3564835710311095,0,361,0.2408272181454303,top_25_percent
3366,3366,ΘΕΣΠΡΩΤΙΑ,,ΘΕΣΠΡΩΤΊΑ ΠΑΡΑΛΊΑ 12,2022-08-27,2022-08-27,2024-09-24,2024-09-24,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,79.0,759,0.35166817567235903,0,362,0.24149432955303535,top_25_percent
2876,2876,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 27,2022-06-25,2022-06-25,2024-07-22,2024-07-22,high,canonical_high,ok,0.1266490765171504,148.0,758,0.3516677679163307,1,363,0.24216144096064043,top_25_percent
668,668,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΚΥΠΡΙΑΝΌΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 82,2023-05-31,2023-05-31,2025-10-17,2025-10-17,medium,canonical_medium,multiple_regions,0.0,140.0,870,0.34981826832632884,0,364,0.2428285523682455,top_25_percent
482,482,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΜΑΡΆΘΙ,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 167,2023-05-07,2023-05-07,2024-06-30,2024-06-30,medium,canonical_medium,multiple_regions,0.0,112.0,420,0.347997863756901,0,365,0.24349566377585058,top_25_percent
298,298,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΧΑΤΖΗΒΌΛΑΚΑΣ,ΧΡΥΣΉ ΠΑΡΑΛΊΑ 208,2019-11-11,2019-11-11,2023-02-18,2023-02-19,medium,canonical_medium,coordinate_spread_100_250m,0.3573221757322176,51.0,1195,0.34091428609648183,1,366,0.24416277518345564,top_25_percent
1634,1634,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 31,2020-12-24,2020-12-24,2025-04-18,2025-04-18,high,canonical_high,multiple_regions,0.0,55.0,1576,0.3396261963946249,0,367,0.2448298865910607,top_25_percent
663,663,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 29 | ΔΟΚΌΣ ΠΑΡΑΛΊΑ 30,2020-01-25,2020-01-25,2023-06-05,2023-06-05,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0651996740016299,56.0,1227,0.3345103611051347,0,368,0.24549699799866578,top_25_percent
6158,6158,ΜΕΘΑΝΑ,,ΜΈΘΑΝΑ ΠΑΡΑΛΊΑ 19,2025-10-25,2025-10-25,2025-11-01,2025-11-04,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,60.714285714285715,0.0,7,0.3336896720331378,1,369,0.24616410940627084,top_25_percent
4557,4557,ΜΕΘΑΝΑ,,ΜΈΘΑΝΑ ΠΑΡΑΛΊΑ 50,2025-11-05,2025-11-05,2026-02-03,2026-02-03,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0,0.0,90,0.3330965074333958,0,370,0.24683122081387593,top_25_percent
4558,4558,ΜΕΘΑΝΑ,,ΜΈΘΑΝΑ ΠΑΡΑΛΊΑ 51,2025-11-05,2025-11-05,2026-02-03,2026-02-03,medium,canonical_medium,multiple_regions,0.9222222222222224,0.0,90,0.33309645591496023,1,371,0.247498332221481,top_25_percent
4556,4556,ΜΕΘΑΝΑ,,ΜΈΘΑΝΑ ΠΑΡΑΛΊΑ 49,2025-11-05,2025-11-05,2026-02-03,2026-02-03,medium,canonical_medium,multiple_special_numbers; multiple_regions,0.0,0.0,90,0.33309644279172246,0,372,0.24816544362908605,top_25_percent
1623,1623,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 17,2020-12-22,2020-12-22,2025-04-17,2025-04-17,high,canonical_high,multiple_regions,0.0,145.0,1577,0.33293268546421834,0,373,0.24883255503669113,top_25_percent
1669,1669,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 18,2025-02-06,2025-02-06,2025-03-28,2025-03-28,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.48,0.0,50,0.3325024029071003,1,374,0.2494996664442962,top_25_percent
1670,1670,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 19,2025-02-06,2025-02-06,2025-03-28,2025-03-28,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,0.0,50,0.332502344508887,0,375,0.2501667778519013,top_30_percent
1631,1631,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 28,2020-12-24,2020-12-24,2025-04-18,2025-04-18,high,canonical_high,multiple_regions,0.0,50.0,1576,0.3322409943841786,0,376,0.25083388925950634,top_30_percent
1708,1708,ΛΗΜΝΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΠΑΎΛΟΣ,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 56,2021-02-05,2021-02-05,2025-02-06,2025-02-06,high,canonical_high,ok,0.0,515.0,1462,0.3315639373265316,0,377,0.2515010006671114,top_30_percent
1039,1039,ΚΥΘΝΟΣ 2η ΦΟΡΑ,ΠΑΡΑΛΊΑ ΜΙΚΡΌ ΛΙΒΑΔΆΚΙ,ΚΎΘΝΟΣ ΠΑΡΑΛΊΑ 14,2020-05-02,2020-05-02,2024-04-18,2024-04-18,high,canonical_high,multiple_regions,0.1976503109882515,275.0,1447,0.32644876158162406,1,378,0.25216811207471646,top_30_percent
4635,4635,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΎΔΡΑ ΠΑΡΑΛΊΑ 106,2023-06-04,2023-06-04,2025-10-19,2025-10-19,high,canonical_high,multiple_regions,0.0852534562211981,220.0,868,0.32575618079723284,1,379,0.25283522348232157,top_30_percent
3051,3051,ΙΘΑΚΗ,,ΙΘΆΚΗ ΠΑΡΑΛΊΑ 110,2022-07-07,2022-07-07,2024-07-29,2024-07-29,high,canonical_high,ok,0.0,279.0,753,0.32560937824540437,0,380,0.25350233488992663,top_30_percent
4359,4359,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 105 | ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 106,2023-04-30,2023-04-30,2024-06-22,2024-06-22,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.3412887828162291,141.0,419,0.3251860430491009,1,381,0.2541694462975317,top_30_percent
482,482,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΜΑΡΆΘΗ,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 12,2019-12-21,2019-12-21,2023-05-07,2023-05-07,medium,canonical_medium,multiple_regions,0.0908353609083536,23.0,1233,0.3243245440364256,1,382,0.25483655770513675,top_30_percent
3295,3295,ΚΕΡΚΥΡΑ,,ΚΈΡΚΥΡΑ ΠΑΡΑΛΊΑ 117,2022-08-09,2022-08-09,2024-09-27,2024-09-27,high,canonical_high,multiple_special_numbers,0.0,187.0,780,0.322746390512291,0,383,0.2555036691127418,top_30_percent
1633,1633,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 30,2020-12-24,2020-12-24,2025-04-18,2025-04-18,high,canonical_high,multiple_regions,0.0,20.0,1576,0.3205361984292065,0,384,0.2561707805203469,top_30_percent
2013,2013,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 174 (2),2021-11-09,2021-11-09,2024-12-13,2024-12-14,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.95929203539823,265.0,1130,0.3186484106853568,1,385,0.256837891927952,top_30_percent
1310,1310,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 35,2020-08-03,2020-08-03,2021-10-14,2021-10-14,high,canonical_high,multiple_regions,0.0,2.0,437,0.31812929666051903,0,386,0.25750500333555704,top_30_percent
3246,3246,ΚΕΡΚΥΡΑ,,ΚΈΡΚΥΡΑ ΠΑΡΑΛΊΑ 19,2022-08-02,2022-08-02,2024-09-11,2024-09-11,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,159.0,771,0.31210899063897546,0,387,0.2581721147431621,top_30_percent
9,9,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 32,2020-01-26,2020-01-26,2023-06-09,2023-06-10,medium,canonical_medium,multiple_regions,0.1739837398373983,40.0,1230,0.3116752376916253,1,388,0.25883922615076715,top_30_percent
676,676,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΛΗΜΝΙΟΝΊΖΑ,ΎΔΡΑ ΠΑΡΑΛΊΑ 44,2020-01-29,2020-01-29,2023-05-28,2023-05-28,medium,canonical_medium,multiple_special_numbers; multiple_regions; many_name_variants,0.1300411522633744,47.0,1215,0.31012458506120216,1,389,0.25950633755837227,top_30_percent
1743,1743,ΣΑΜΟΘΡΑΚΗ,,ΣΑΜΟΘΡΆΚΗ ΠΑΡΑΛΊΑ 17,2021-07-15,2021-07-15,2025-05-01,2025-05-02,medium,canonical_medium,coordinate_spread_100_250m,0.6457431457431457,166.0,1386,0.3085476525434283,1,390,0.2601734489659773,top_30_percent
1314,1314,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 40,2020-08-03,2020-08-03,2021-10-15,2021-10-15,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0182648401826484,0.0,438,0.306627430665105,0,391,0.2608405603735824,top_30_percent
1313,1313,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 39,2020-08-03,2020-08-03,2021-10-15,2021-10-15,high,canonical_high,ok,0.0,0.0,438,0.30662742595590137,0,392,0.26150767178118745,top_30_percent
3904,3904,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,ΠΑΡΑΛΊΑ ΚΡΟΤΗΡΆΚΙ,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 34 | ΜΉΛΟΣ ΠΑΡΑΛΊΑ 35,2022-12-26,2022-12-26,2024-04-27,2024-04-28,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.3627049180327868,109.0,488,0.30492006920103426,1,393,0.2621747831887925,top_30_percent
3852,3852,ΚΕΡΟΣ - ΑΝΤΙΚΕΡΟΣ,,ΚΈΡΟΣ ΠΑΡΑΛΊΑ 3,2022-12-19,2022-12-19,2024-06-08,2024-06-08,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,86.0,537,0.3045820399775554,0,394,0.2628418945963976,top_30_percent
1958,1958,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 121 (1),2021-08-25,2021-08-25,2021-09-05,2021-09-05,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,11.181818181818182,43.0,11,0.30365623115058166,1,395,0.2635090060040027,top_30_percent
16,16,ΜΕΘΑΝΑ,,ΜΈΘΑΝΑ ΠΑΡΑΛΊΑ 34,2025-11-03,2025-11-03,2026-02-06,2026-02-06,medium,canonical_medium,multiple_special_numbers; multiple_regions,0.0,0.0,95,0.3027719361206355,0,396,0.26417611741160774,top_30_percent
4550,4550,ΜΕΘΑΝΑ,,ΜΈΘΑΝΑ ΠΑΡΑΛΊΑ 31 | ΜΈΘΑΝΑ ΠΑΡΑΛΊΑ 32,2025-11-03,2025-11-03,2026-02-07,2026-02-07,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.78125,0.0,96,0.3016089200952787,1,397,0.2648432288192128,top_30_percent
4023,4023,ΣΑΝΤΟΡΙΝΗ - ΘΗΡΑΣΙΑ - ΠΑΛΙΑ ΚΑΜΜΕΝΗ - ΝΕΑ ΚΑΜΜΕΝΗ,,ΝΈΑ ΚΑΜΈΝΗ ΠΑΡΑΛΊΑ 11,2023-01-09,2023-01-09,2024-05-17,2024-05-17,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,45.0,494,0.2992054951780896,0,398,0.26551034022681785,top_30_percent
246,246,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΚΑΝΤΟΎΝΙ,ΜΕΣΣΗΝΊΑ ΠΑΡΑΛΊΑ 11,2019-12-21,2019-12-21,2023-05-07,2023-05-07,medium,canonical_medium,multiple_special_numbers; multiple_regions,0.0,30.0,1233,0.2986978445868999,0,399,0.26617745163442297,top_30_percent
2921,2921,ΚΕΦΑΛΟΝΙΑ,ΠΑΡΑΛΊΑ ΚΑΜΊΝΙ,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 93 | ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 94,2022-06-28,2022-06-28,2024-07-27,2024-07-27,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,195.0,760,0.29849037568788,0,400,0.266844563042028,top_30_percent
1637,1637,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 34,2020-12-24,2020-12-24,2025-04-19,2025-04-19,high,canonical_high,multiple_regions,0.0,25.0,1577,0.29790872716607175,0,401,0.2675116744496331,top_30_percent
1314,1314,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 30,2021-10-15,2021-10-15,2024-03-23,2024-03-23,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0,8.0,890,0.29756189657191046,0,402,0.26817878585723814,top_30_percent
1778,1778,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 110 (1) | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 110 (2),2021-05-06,2021-05-07,2025-04-08,2025-04-08,high,canonical_high,multiple_special_numbers,0.164804469273743,120.0,1432,0.29684130780440143,1,403,0.2688458972648432,top_30_percent
3058,3058,ΚΑΣΤΟΣ,,ΚΆΣΤΟΣ ΠΑΡΑΛΊΑ 1 (1) | ΚΆΣΤΟΣ ΠΑΡΑΛΊΑ 1 (2),2022-07-08,2022-07-10,2024-08-19,2024-08-19,high,canonical_high,multiple_special_numbers,0.2127107652399481,177.0,771,0.29617934268106605,1,404,0.2695130086724483,top_30_percent
2915,2915,ΚΕΦΑΛΟΝΙΑ,ΠΑΡΑΛΊΑ ΑΥΛΆΚΙ,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 87 (1) | ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 87 (2),2022-06-27,2022-06-28,2024-07-29,2024-07-29,high,canonical_high,ok,0.2152230971128609,193.0,762,0.2959840790994773,1,405,0.2701801200800534,top_30_percent
3361,3361,ΘΕΣΠΡΩΤΙΑ,,ΘΕΣΠΡΩΤΊΑ ΠΑΡΑΛΊΑ 5,2022-08-27,2022-08-27,2024-09-25,2024-09-25,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.1881578947368421,49.0,760,0.2958649038148343,1,406,0.27084723148765844,top_30_percent
1441,1441,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,ΚΥΡΆ ΠΑΝΑΓΙΆ ΠΑΡΑΛΊΑ 8,2020-08-26,2020-08-26,2024-04-02,2024-04-02,medium,canonical_medium,multiple_special_numbers; multiple_regions,0.1019011406844106,105.0,1315,0.29543344961769646,1,407,0.2715143428952635,top_30_percent
2820,2820,ΖΑΚΥΝΘΟΣ,,ΖΆΚΥΝΘΟΣ ΠΑΡΑΛΊΑ 10 | ΖΆΚΥΝΘΟΣ ΠΑΡΑΛΊΑ 11,2022-06-21,2022-06-21,2024-07-10,2024-07-10,high,canonical_high,multiple_special_numbers,0.3013333333333333,0.0,750,0.2917928392043603,1,408,0.27218145430286855,top_30_percent
400,400,ΚΡΗΤΗ,,ΗΡΆΚΛΕΙΟ ΠΑΡΑΛΊΑ 328,2019-12-01,2019-12-01,2023-03-25,2023-03-26,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.5710743801652892,0.0,1210,0.290560127306285,1,409,0.27284856571047367,top_30_percent
1077,1077,ΚΕΑ 2η ΦΟΡΑ,,ΚΈΑ ΠΑΡΑΛΊΑ 23,2020-05-15,2020-05-15,2024-04-23,2024-04-23,high,canonical_high,multiple_special_numbers; multiple_regions,0.1125781792911744,40.0,1439,0.2880157993871512,1,410,0.2735156771180787,top_30_percent
6160,6160,ΜΕΘΑΝΑ,,ΜΈΘΑΝΑ ΠΑΡΑΛΊΑ 37,2025-11-04,2025-11-04,2026-02-05,2026-02-05,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,0.0,93,0.2855607332999091,0,411,0.2741827885256838,top_30_percent
304,304,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΑΤΑΠΡΌΣΩΠΟ,ΧΡΥΣΉ ΠΑΡΑΛΊΑ 215,2019-11-11,2019-11-11,2023-02-18,2023-02-18,high,canonical_high,ok,0.0,43.0,1195,0.28509419253876167,0,412,0.27484989993328884,top_30_percent
1053,1053,ΚΥΘΝΟΣ 2η ΦΟΡΑ,,ΚΎΘΝΟΣ ΠΑΡΑΛΊΑ 49,2020-05-05,2020-05-05,2024-04-17,2024-04-17,high,canonical_high,multiple_regions,0.0,313.0,1443,0.28312278595216533,0,413,0.2755170113408939,top_30_percent
302,302,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΒΟΥΓΙΟΎ ΜΆΤΙ | ΠΑΡΑΛΊΑ ΦΡΆΓΚΟΥ ΜΝΉΜΑ,ΧΡΥΣΉ ΠΑΡΑΛΊΑ 212 | ΧΡΥΣΉ ΠΑΡΑΛΊΑ 213,2019-11-11,2019-11-11,2023-02-09,2023-02-09,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,0.0,1186,0.28255798870677346,0,414,0.276184122748499,top_30_percent
3931,3931,ΜΗΛΟΣ - ΑΝΤΙΜΗΛΟΣ - ΠΟΛΥΑΙΓΟΣ,,ΜΉΛΟΣ ΠΑΡΑΛΊΑ 69,2022-12-28,2022-12-28,2024-05-08,2024-05-08,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,193.0,497,0.28057145732628513,0,415,0.2768512341561041,top_30_percent
3153,3153,ΕΧΙΝΑΔΕΣ ΝΗΣΟΙ,,ΚΑΡΛΟΝΉΣΙ ΠΑΡΑΛΊΑ 1 | ΚΑΡΛΟΝΉΣΙ ΠΑΡΑΛΊΑ 2,2022-07-11,2022-07-11,2024-08-05,2024-08-05,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0,124.0,756,0.27940837280355707,0,416,0.27751834556370913,top_30_percent
297,297,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΜΠΕΛΕΓΡΊΝΑ,ΧΡΥΣΉ ΠΑΡΑΛΊΑ 207,2019-11-11,2019-11-11,2023-02-18,2023-02-18,medium,canonical_medium,coordinate_spread_100_250m,0.1104602510460251,0.0,1195,0.2783452718896705,1,417,0.2781854569713142,top_30_percent
3372,3372,ΘΕΣΠΡΩΤΙΑ,,ΘΕΣΠΡΩΤΊΑ ΠΑΡΑΛΊΑ 24 | ΘΕΣΠΡΩΤΊΑ ΠΑΡΑΛΊΑ 25,2022-08-29,2022-08-29,2024-09-21,2024-09-21,high,canonical_high,multiple_special_numbers,0.0,65.0,754,0.27831411178783777,0,418,0.27885256837891925,top_30_percent
3158,3158,ΕΧΙΝΑΔΕΣ ΝΗΣΟΙ,,ΠΟΝΤΙΚΌΣ ΠΑΡΑΛΊΑ 1,2022-07-12,2022-07-12,2024-08-05,2024-08-05,high,canonical_high,multiple_regions,0.0,66.0,755,0.2777159501415591,0,419,0.27951967978652437,top_30_percent
3367,3367,ΘΕΣΠΡΩΤΙΑ,,ΘΕΣΠΡΩΤΊΑ ΠΑΡΑΛΊΑ 13,2022-08-28,2022-08-28,2024-09-23,2024-09-24,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.6129458388375165,68.0,757,0.27682854717757727,1,420,0.2801867911941294,top_30_percent
2828,2828,ΖΑΚΥΝΘΟΣ,,ΖΆΚΥΝΘΟΣ ΠΑΡΑΛΊΑ 19,2022-06-22,2022-06-22,2024-07-19,2024-07-19,high,canonical_high,multiple_special_numbers,0.0,74.0,758,0.27665432551194624,0,421,0.2808539026017345,top_30_percent
1868,1868,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 30 | ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 31,2021-08-01,2021-08-01,2024-11-10,2024-11-10,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,256.0,1197,0.276355376421526,0,422,0.28152101400933954,top_30_percent
4331,4331,ΠΕΛΟΠΟΝΝΗΣΟΣ,,ΛΑΚΩΝΊΑ ΠΑΡΑΛΊΑ 46,2023-04-27,2023-04-27,2024-06-26,2024-06-26,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,119.0,426,0.27423733302713144,0,423,0.28218812541694466,top_30_percent
