site_id,canonical_site_id,region,beach_name,beaches,previous_visit_start_date,previous_visit_end_date,next_visit_start_date,next_visit_end_date,site_confidence,match_quality,site_review_reason,repollution_kg_per_day,previous_total_weight,days_between_visits,target_top25
1222,1222,ΤΗΝΟΣ,ΠΑΡΑΛΊΑ ΆΣΠΡΟΣ ΓΥΑΛΌΣ,ΤΉΝΟΣ ΠΑΡΑΛΊΑ 35,2020-06-30,2020-06-30,2025-11-12,2025-11-12,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,500.0,1961,0
1224,1224,ΤΗΝΟΣ,,ΤΉΝΟΣ ΠΑΡΑΛΊΑ 37,2020-06-30,2020-06-30,2025-11-12,2025-11-12,high,canonical_high,ok,0.0,185.0,1961,0
1225,1225,ΤΗΝΟΣ,,ΤΉΝΟΣ ΠΑΡΑΛΊΑ 38,2020-06-30,2020-06-30,2025-11-12,2025-11-12,high,canonical_high,ok,0.0,9.0,1961,0
1226,1226,ΤΗΝΟΣ,,ΤΉΝΟΣ ΠΑΡΑΛΊΑ 39,2020-06-30,2020-06-30,2025-11-12,2025-11-12,high,canonical_high,ok,0.0,9.0,1961,0
1228,1228,ΡΗΝΕΙΑ,ΠΑΡΑΛΊΑ ΆΓΙΑ ΤΡΙΆΔΑ,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 1,2020-07-01,2020-07-01,2020-11-18,2020-11-18,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.4785714285714286,168.0,140,1
1229,1229,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 2 | ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 12,2020-07-01,2020-07-02,2020-11-18,2020-11-18,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0,111.0,139,0
1229,1229,ΡΗΝΕΙΑ (2η Φορά),,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 73,2020-11-18,2020-11-18,2020-12-01,2020-12-01,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0,0.0,13,0
1230,1230,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 3,2020-07-01,2020-07-01,2020-11-04,2020-11-04,high,canonical_high,multiple_regions,0.6746031746031746,102.0,126,1
1231,1231,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 4,2020-07-01,2020-07-01,2020-11-04,2020-11-04,high,canonical_high,multiple_regions,0.0,12.0,126,0
1232,1232,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 5,2020-07-01,2020-07-01,2020-11-04,2020-11-04,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,7.0,126,0
1233,1233,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 6 | ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 7,2020-07-01,2020-07-01,2020-11-04,2020-11-04,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.119047619047619,0.0,126,1
1234,1234,ΡΗΝΕΙΑ,ΠΑΡΑΛΊΑ ΛΥΓΊΑΣ,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 8,2020-07-01,2020-07-01,2020-11-04,2020-11-04,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.5555555555555556,142.0,126,1
1236,1236,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 10 | ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 11,2020-07-02,2020-07-02,2020-12-01,2020-12-01,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0,208.0,152,0
1237,1237,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 13 | ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 14,2020-07-02,2020-07-02,2020-12-02,2020-12-02,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0,20.0,153,0
1238,1238,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 20 | ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 21 (1) | ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 21 (2),2020-07-02,2020-07-03,2020-11-09,2020-11-09,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.1937984496124031,85.0,129,1
1239,1239,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 22 | ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 23,2020-07-03,2020-07-03,2020-11-09,2020-11-13,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0,93.0,129,0
1240,1240,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 24 | ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 25,2020-07-03,2020-07-03,2020-11-13,2020-11-13,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.3759398496240601,87.0,133,1
1241,1241,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 26,2020-07-03,2020-07-03,2020-12-02,2020-12-02,high,canonical_high,multiple_regions,0.0,42.0,152,0
1243,1243,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 30,2020-07-03,2020-07-03,2020-12-02,2020-12-02,high,canonical_high,multiple_regions,1.2828947368421053,61.0,152,1
1244,1244,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 31,2020-07-04,2020-07-04,2020-12-02,2020-12-02,high,canonical_high,multiple_regions,0.4966887417218543,190.0,151,1
1246,1246,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 34,2020-07-04,2020-07-04,2020-11-16,2020-11-16,high,canonical_high,multiple_regions,0.0,5.0,135,0
1248,1248,ΡΗΝΕΙΑ,ΠΑΡΑΛΊΑ ΠΙΚΡΑΓΓΟΥΡΙΆ,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 41 | ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 42 | ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 43,2020-07-05,2020-07-05,2020-11-10,2020-11-10,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.171875,9.0,128,1
1249,1249,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 44 | ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 45,2020-07-05,2020-07-05,2020-11-08,2020-11-12,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.3809523809523809,80.0,126,1
1250,1250,ΡΗΝΕΙΑ,ΠΑΡΑΛΊΑ ΣΚΊΝΟΣ,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 46,2020-07-05,2020-07-05,2020-11-08,2020-11-08,high,canonical_high,multiple_regions,0.3253968253968254,175.0,126,1
1251,1251,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 47,2020-07-05,2020-07-05,2020-11-05,2020-11-05,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.4634146341463415,75.0,123,1
1253,1253,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 49,2020-07-06,2020-07-06,2020-11-10,2020-11-10,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.6456692913385826,0.0,127,1
1255,1255,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 52,2020-07-06,2020-07-06,2020-11-12,2020-11-12,high,canonical_high,multiple_regions,0.1937984496124031,157.0,129,1
1256,1256,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 55,2020-07-06,2020-07-06,2020-11-05,2020-11-05,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,0.0,122,0
1257,1257,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 56,2020-07-06,2020-07-06,2020-11-05,2020-11-05,high,canonical_high,multiple_special_numbers; multiple_regions,0.081967213114754,60.0,122,1
1260,1260,ΡΗΝΕΙΑ,,ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 67 | ΡΉΝΕΙΑ ΠΑΡΑΛΊΑ 68,2020-07-08,2020-07-08,2020-11-02,2020-11-02,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.3418803418803419,155.0,117,1
1292,1292,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 1,2020-07-31,2020-07-31,2024-03-28,2024-03-28,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.1893712574850299,80.0,1336,1
1294,1294,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 5 | ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 6,2020-07-31,2020-07-31,2021-10-20,2021-10-20,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.2825112107623318,190.0,446,1
1294,1294,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 64,2021-10-20,2021-10-20,2024-03-30,2024-03-30,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.1625560538116592,126.0,892,1
1296,1296,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 7 (4),2020-08-25,2020-08-25,2021-10-18,2021-10-19,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.3699284009546539,7.0,419,1
1296,1296,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 61 (1) | ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 61 (2),2021-10-18,2021-10-19,2024-03-29,2024-03-29,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.1345291479820627,155.0,892,1
1298,1298,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 11,2020-08-01,2020-08-01,2021-10-17,2021-10-17,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.2104072398190045,105.0,442,1
1298,1298,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),ΠΑΡΑΛΊΑ ΜΠΑΝΆΝΑ,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 47,2021-10-17,2021-10-17,2023-09-11,2023-09-11,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0936599423631124,93.0,694,1
1304,1304,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΤΣΟΥΓΡΙΆ ΠΑΡΑΛΊΑ 24,2020-08-02,2020-08-02,2021-10-13,2021-10-13,medium,canonical_medium,coordinate_spread_100_250m,0.0,17.0,437,0
1305,1305,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΤΣΟΥΓΡΙΆ ΠΑΡΑΛΊΑ 25,2020-08-02,2020-08-02,2021-10-13,2021-10-13,high,canonical_high,ok,0.0,0.0,437,0
1306,1306,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΤΣΟΥΓΡΙΆ ΠΑΡΑΛΊΑ 26,2020-08-02,2020-08-02,2021-10-13,2021-10-13,high,canonical_high,ok,0.0,5.0,437,0
1307,1307,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΤΣΟΥΓΡΙΆ ΠΑΡΑΛΊΑ 27,2020-08-02,2020-08-02,2021-10-13,2021-10-13,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.2883295194508009,23.0,437,1
1307,1307,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΤΣΟΥΓΚΡΙΆ ΠΑΡΑΛΊΑ 4,2021-10-13,2021-10-13,2024-03-26,2024-03-27,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0,126.0,895,0
1310,1310,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 35,2020-08-03,2020-08-03,2021-10-14,2021-10-14,high,canonical_high,multiple_regions,0.0,2.0,437,0
1310,1310,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 7,2021-10-14,2021-10-14,2023-09-11,2023-09-11,high,canonical_high,multiple_regions,0.0,0.0,697,0
1313,1313,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 39,2020-08-03,2020-08-03,2021-10-15,2021-10-15,high,canonical_high,ok,0.0,0.0,438,0
1314,1314,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 40,2020-08-03,2020-08-03,2021-10-15,2021-10-15,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0182648401826484,0.0,438,0
1314,1314,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 30,2021-10-15,2021-10-15,2024-03-23,2024-03-23,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0,8.0,890,0
1315,1315,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 41 | ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 42,2020-08-04,2020-08-04,2021-10-15,2021-10-15,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.3684210526315789,23.0,437,1
1315,1315,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 31 | ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 32,2021-10-15,2021-10-15,2024-03-23,2024-03-23,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.0898876404494382,161.0,890,1
1316,1316,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 43 | ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 44,2020-08-04,2020-08-04,2024-03-23,2024-03-23,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,1.0,1327,0
1318,1318,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 49,2020-08-04,2020-08-04,2021-10-16,2021-10-16,high,canonical_high,multiple_special_numbers; multiple_regions,0.2397260273972602,113.0,438,1
1318,1318,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 39,2021-10-16,2021-10-16,2024-03-24,2024-03-24,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,105.0,890,0
1320,1320,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 52,2020-08-04,2020-08-04,2021-10-16,2021-10-16,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,0.0,438,0
1320,1320,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 42,2021-10-16,2021-10-16,2024-03-24,2024-03-24,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,0.0,890,0
1321,1321,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 53,2020-08-04,2020-08-04,2021-10-16,2021-10-16,high,canonical_high,multiple_special_numbers; multiple_regions,0.2168949771689497,13.0,438,1
1321,1321,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 43,2021-10-16,2021-10-16,2024-03-24,2024-03-24,high,canonical_high,multiple_special_numbers; multiple_regions,0.1337078651685393,95.0,890,1
1322,1322,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),ΠΑΡΑΛΊΑ ΜΈΓΑΣ ΓΙΆΛΟΣ,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 54 (1) | ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 54 (2) | ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 54 (3),2020-08-04,2020-08-06,2021-10-16,2021-10-18,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.2591743119266055,427.0,436,1
1322,1322,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),ΠΑΡΑΛΊΑ ΜΕΓΆΛΟ ΓΥΑΛΌΣ,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 44 (1) | ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 44 (2),2021-10-16,2021-10-18,2024-03-24,2024-03-26,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,0.5427927927927928,113.0,888,1
1323,1323,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),ΠΑΡΑΛΊΑ ΛΑΛΆΡΙΑ,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 55,2020-08-05,2020-08-05,2021-11-02,2021-11-02,high,canonical_high,multiple_special_numbers; multiple_regions,0.1475770925110132,0.0,454,1
1323,1323,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),ΠΑΡΑΛΊΑ ΛΑΛΆΡΙΑ,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 83,2021-11-02,2021-11-02,2024-03-26,2024-03-26,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,67.0,875,0
1324,1324,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 56,2020-08-05,2020-08-05,2024-03-26,2024-03-26,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,0.0,1329,0
1326,1326,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 58,2020-08-06,2020-08-06,2021-11-02,2021-11-02,high,canonical_high,ok,0.2251655629139073,0.0,453,1
1329,1329,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 62,2020-08-06,2020-08-06,2021-10-27,2021-10-27,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,0.0,447,0
1329,1329,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 72,2021-10-27,2021-10-27,2024-03-28,2024-03-28,high,canonical_high,multiple_special_numbers; multiple_regions,0.2083805209513023,0.0,883,1
1332,1332,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 1,2020-08-07,2020-08-07,2025-09-13,2025-09-13,high,canonical_high,multiple_special_numbers,0.0,50.0,1863,0
1334,1334,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 3,2020-08-07,2020-08-07,2025-09-13,2025-09-13,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,0.0,1863,0
1335,1335,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΑΓΡΙΟΣΥΚΙΆ,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 4,2020-08-07,2020-08-07,2025-09-13,2025-09-13,high,canonical_high,multiple_special_numbers,0.0,0.0,1863,0
1336,1336,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 5,2020-08-07,2020-08-07,2025-09-13,2025-09-13,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,0.0,1863,0
1337,1337,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 6,2020-08-07,2020-08-07,2025-09-13,2025-09-13,high,canonical_high,multiple_special_numbers,0.0,7.0,1863,0
1338,1338,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 7,2020-08-07,2020-08-07,2025-09-13,2025-09-13,high,canonical_high,multiple_special_numbers,0.0,33.0,1863,0
1339,1339,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 8,2020-08-19,2020-08-19,2025-09-15,2025-09-15,high,canonical_high,multiple_special_numbers,0.0,35.0,1853,0
1342,1342,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 13,2020-08-19,2020-08-19,2025-09-17,2025-09-17,high,canonical_high,multiple_special_numbers,0.1153638814016172,128.0,1855,1
1343,1343,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 14 | ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 15,2020-08-19,2020-08-19,2025-09-17,2025-09-17,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,124.0,1855,0
1344,1344,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 16 (1) | ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 16 (2) | ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 17,2020-08-19,2020-08-20,2025-09-17,2025-09-17,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0711974110032362,49.0,1854,0
1348,1348,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 21,2020-08-20,2020-08-20,2025-09-17,2025-09-17,high,canonical_high,multiple_special_numbers,0.1790722761596548,75.0,1854,1
1350,1350,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 23,2020-08-21,2020-08-21,2025-09-17,2025-09-17,high,canonical_high,multiple_special_numbers,0.0,22.0,1853,0
1351,1351,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΧΙΛΙΆ ΣΤΕΦΆΝΙ,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 24,2020-08-21,2020-08-21,2025-09-17,2025-09-17,high,canonical_high,multiple_special_numbers,0.059363194819212,63.0,1853,0
1352,1352,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΥ ΙΩΆΝΝΗ,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 25 | ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 26,2020-08-22,2020-08-22,2025-09-17,2025-09-17,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,16.0,1852,0
1353,1353,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΣΠΗΛΙΆΣ,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 27 | ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 28,2020-08-22,2020-08-22,2025-09-17,2025-09-17,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,52.0,1852,0
1354,1354,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΜΑΒΡΆΚΙ,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 29,2020-08-22,2020-08-22,2025-09-17,2025-09-17,high,canonical_high,multiple_special_numbers,0.0,10.0,1852,0
1356,1356,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΜΑΡΊ,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 32,2020-08-22,2020-08-22,2025-09-17,2025-09-17,high,canonical_high,multiple_special_numbers,0.0,0.0,1852,0
1359,1359,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 37,2020-08-22,2020-08-22,2025-09-13,2025-09-13,high,canonical_high,multiple_special_numbers,0.0,0.0,1848,0
1360,1360,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 38,2020-08-22,2020-08-22,2025-09-13,2025-09-13,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,0.0,1848,0
1373,1373,ΣΚΟΠΕΛΟΣ,,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 72 | ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 73,2020-08-23,2020-08-23,2024-03-31,2024-03-31,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,5.0,1316,0
1374,1374,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΤΡΑΧΊΛΙ,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 74 (1) | ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 74 (2),2020-08-23,2020-08-24,2024-03-31,2024-03-31,high,canonical_high,multiple_special_numbers,0.2357414448669201,1140.0,1315,1
1374,1374,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΤΡΑΧΊΛΙ,ΣΚΌΠΕΛΟΣ ΠΑΡΑΛΊΑ 14,2024-03-31,2024-03-31,2025-09-13,2025-09-13,high,canonical_high,multiple_special_numbers,1.0075329566854991,310.0,531,1
1375,1375,ΑΛΟΝΝΗΣΟΣ,,ΑΛΌΝΝΗΣΟΣ ΠΑΡΑΛΊΑ 1,2020-08-08,2020-08-08,2025-08-28,2025-08-28,high,canonical_high,multiple_special_numbers,0.0,42.0,1846,0
1376,1376,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΒΑΛΛΊΤΣΑ,ΑΛΌΝΝΗΣΟΣ ΠΑΡΑΛΊΑ 2 | ΑΛΌΝΝΗΣΟΣ ΠΑΡΑΛΊΑ 3,2020-08-08,2020-08-08,2025-08-28,2025-08-28,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,0.0,3.0,1846,0
