row_id,site_id,canonical_site_id,previous_visit_start_date,region,latitude,longitude,tourism_nuts2_id,tourism_nuts2_name,tourism_assignment_method,tourism_source_year,yacht_coord_method,TourismArrivals_YoY_Pct_NUTS2,AvgStay_NightsPerArrival_NUTS2,YachtPressureIndex_10km,TourismNights_NUTS2,Accommodation_Establishments_NUTS2
79,71,71,2019-09-28,ΑΝΑΦΗ,36.3542015,25.825599,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.006366197723675813,39150147,9395.0
80,73,73,2019-09-28,ΑΝΑΦΗ,36.3528795,25.813836,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.006366197723675813,39150147,9395.0
81,76,76,2019-09-28,ΑΝΑΦΗ,36.351169,25.751558,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.006366197723675813,39150147,9395.0
82,77,77,2019-09-28,ΑΝΑΦΗ,36.373417,25.735111,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.006366197723675813,39150147,9395.0
83,78,78,2019-09-28,ΑΝΑΦΗ,36.395122,25.776814,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.006366197723675813,39150147,9395.0
84,79,79,2019-09-30,ΑΜΟΡΓΟΣ,36.834056,25.912831,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.0477464829275686,39150147,9395.0
85,82,82,2019-09-30,ΑΜΟΡΓΟΣ,36.786261,25.826972,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.03501408748021698,39150147,9395.0
86,84,84,2019-09-30,ΑΜΟΡΓΟΣ,36.803967,25.748547,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.00954929658551372,39150147,9395.0
87,85,85,2019-09-30,ΑΜΟΡΓΟΣ,36.802292,25.746372,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.00954929658551372,39150147,9395.0
88,86,86,2019-10-01,ΑΜΟΡΓΟΣ,36.80585,25.784328,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.03501408748021698,39150147,9395.0
89,88,88,2019-10-01,ΑΜΟΡΓΟΣ,36.807972,25.800144,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.03501408748021698,39150147,9395.0
90,89,89,2019-10-02,ΣΙΚΙΝΟΣ,36.708653,25.175542,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.07639437268410976,39150147,9395.0
91,92,92,2019-10-03,ΦΟΛΕΓΑΝΔΡΟΣ,36.636436,24.859836,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.0031830988618379067,39150147,9395.0
92,93,93,2019-10-03,ΦΟΛΕΓΑΝΔΡΟΣ,36.630297,24.884514,EL42,Notio Aigaio,nearest_polygon,2019,original,4.7930803388421594,5.079597183617213,0.0031830988618379067,39150147,9395.0
93,94,94,2019-10-03,ΦΟΛΕΓΑΝΔΡΟΣ,36.62963533333333,24.89486266666667,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.0031830988618379067,39150147,9395.0
94,95,95,2019-10-03,ΦΟΛΕΓΑΝΔΡΟΣ,36.59495,24.949386,EL42,Notio Aigaio,polygon,2019,original,4.7930803388421594,5.079597183617213,0.0031830988618379067,39150147,9395.0
95,97,97,2019-10-11,ΚΡΗΤΗ,35.450756,24.181858,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.025464790894703253,33598845,5016.0
96,98,98,2019-10-12,ΚΡΗΤΗ,35.519222,23.612733,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.03819718634205488,33598845,5016.0
