site_id,canonical_site_id,region,beach_name,beaches,previous_visit_start_date,previous_visit_end_date,next_visit_start_date,next_visit_end_date,site_confidence,match_quality,site_review_reason,canonical_max_coordinate_spread_m,demographic_coordinate_source,is_strong_or_probable_match,has_all_selected_demographics,is_recommended_for_initial_model,next_total_weight,repollution_kg_per_day,repollution_kg_per_30_days,repollution_kg_per_90_days,repollution_positive,log1p_repollution_kg_per_day,previous_total_weight,days_between_visits,previous_visit_month,previous_visit_season,latitude,longitude,coastline_cleaned,width_length,road_network,tourist_business,orientation,sediment,wind_direction_previous,wind_speed_previous,Pct_Age_15_34,Youth_Dependency,Avg_Household_Size,Unemployment_Rate,UrbanRural_Class,Daytime_Population_Pressure
1639,1639,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 35 (7) | ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 36 (9),2021-04-03,2021-04-03,2025-04-21,2025-04-21,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions,368.03489860062155,interval_coordinate,0,1,0,200.0,0.1352265043948614,4.056795131845842,12.170385395537526,1,0.126832194366741,405.0,1479,4,Spring,39.548458499999995,25.0304445,1874.0,11614.0,0.0,0.0,North,Mixed,SE,3.0,0.2401865999223507,0.2213735319467576,2.4659255295959417,13.9,Rural,0.0232558139534883
1643,1643,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 59,2021-02-06,2021-02-06,2025-03-30,2025-03-30,high,canonical_high,multiple_special_numbers,37.133108113878464,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,15.0,1513,2,Winter,39.844231,25.172039,100.0,500.0,1.0,0.0,South,Mixed,WSW,2.0,0.2401866319919004,0.2213734856033643,2.4659255295959417,13.9,Rural,0.0232558139534883
1649,1649,ΠΑΛΑΙΑ ΦΩΚΑΙΑ - ΛΕΓΡΑΙΝΑ- ΛΑΥΡΙΟ,ΠΑΡΑΛΊΑ ΛΕΓΡΑΙΝΏΝ,ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 20 (1) | ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 20 (2) | ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 20 (3) | ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 20 (4) | ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 20 (5) | ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 20 (6),2021-03-14,2021-03-20,2024-04-09,2024-04-09,medium,canonical_medium,coordinate_spread_100_250m; multiple_regions,213.12362968506255,interval_coordinate,1,1,1,213.0,0.1908602150537634,5.725806451612903,17.177419354838708,1,0.17467591577198904,889.0,1116,3,Spring,37.66238,23.994953,2715.0,75000.0,1.0,0.0,South,Sand,SW,2.0,0.1932596978124878,0.2079245362255855,2.370506321254478,11.9,Town_Suburb,0.0160358768770809
1652,1652,ΠΑΛΑΙΑ ΦΩΚΑΙΑ - ΛΕΓΡΑΙΝΑ- ΛΑΥΡΙΟ,,ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 23,2021-03-22,2021-03-22,2024-04-14,2024-04-14,high,canonical_high,multiple_regions,9.55242464711153,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1119,3,Spring,37.684583,24.071194,,,,,South,,N,3.5,0.1934444192414202,0.2067916071301787,2.370506321254478,11.9,Town_Suburb,0.0160358768770809
1654,1654,ΠΑΛΑΙΑ ΦΩΚΑΙΑ - ΛΕΓΡΑΙΝΑ- ΛΑΥΡΙΟ,,ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 25 | ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 26 | ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 27 | ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 28 | ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 29,2021-03-23,2021-03-23,2024-04-13,2024-04-13,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions,292.5355152387698,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1117,3,Spring,37.6758002,24.0576056,,,,,South,,N,3.5,0.1934365154516777,0.2067413207380755,2.370506321254478,11.9,Town_Suburb,0.0160358768770809
1655,1655,ΠΑΛΑΙΑ ΦΩΚΑΙΑ - ΛΕΓΡΑΙΝΑ- ΛΑΥΡΙΟ,,ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 30,2021-03-23,2021-03-23,2024-04-14,2024-04-14,high,canonical_high,multiple_special_numbers; multiple_regions,57.906428785039736,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,30.0,1118,3,Spring,37.676972,24.066583,20.0,60.0,1.0,1.0,East,Sand,N,3.5,0.1934440653919948,0.2067893762583865,2.370506321254478,11.9,Town_Suburb,0.0160358768770809
1662,1662,ΚΕΑ,,ΚΈΑ ΠΑΡΑΛΊΑ 1,2021-03-19,2021-03-19,2024-04-21,2024-04-21,high,canonical_high,multiple_special_numbers,13.438375057657357,interval_coordinate,1,1,1,66.0,0.0584588131089459,1.753764393268379,5.261293179805137,1,0.05681390021594896,205.0,1129,3,Spring,37.683861,24.360889,35.0,,0.0,0.0,North,,NNW,4.0,0.2045715796730714,0.280751875163709,2.365675806111061,18.8,Rural,0.0154885894524145
1664,1664,ΛΗΜΝΟΣ,ΠΑΡΑΛΊΑ ΜΟΥΡΤΖΈΦΛΟΣ,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 2 (1) | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 2 (2),2020-12-26,2020-12-27,2021-04-02,2021-04-02,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,121.17581422780812,interval_coordinate,1,1,1,440.0,4.583333333333333,137.5,412.5,1,1.7197859696029656,1250.0,96,12,Winter,39.9845,25.045944,250.0,10000.0,1.0,0.0,North,Mixed,S,3.5,0.2409653727057434,0.2237359347423365,2.4659255295959417,16.5,Rural,0.0232558139534883
1664,1664,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 2 (3),2021-04-02,2021-04-02,2021-05-13,2021-05-16,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,121.17581422780812,interval_coordinate,1,1,1,995.0,24.26829268292683,728.048780487805,2184.146341463415,1,3.2295503561151206,440.0,41,4,Spring,39.984639,25.045944,152.0,6232.0,0.0,0.0,North,Pebbles,SE,2.0,0.2401865340148271,0.2213738121590112,2.4659255295959417,13.9,Rural,0.0232558139534883
1664,1664,ΛΗΜΝΟΣ,ΠΑΡΑΛΊΑ ΜΟΎΡΤΖΕΦΛΟΣ,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 2 (4) | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 2 (5) | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 2 (6) | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 2 (7),2021-05-13,2021-05-16,2025-03-23,2025-03-26,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,121.17581422780812,interval_coordinate,1,1,1,917.0,0.6517412935323383,19.55223880597015,58.65671641791045,1,0.5018300608574128,995.0,1407,5,Spring,39.984639,25.045944,390.0,15600.0,0.0,0.0,North,Mixed,Calm,0.0,0.2401865340148271,0.2213738121590112,2.4659255295959417,13.9,Rural,0.0232558139534883
1665,1665,ΛΗΜΝΟΣ,ΠΑΡΑΛΊΑ ΓΟΜΆΤΙ,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 3 (1) | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 3 (2) | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 3 (3),2020-12-28,2020-12-31,2021-01-23,2021-01-26,high,canonical_high,ok,0.0,interval_coordinate,1,1,1,1160.0,50.43478260869565,1513.0434782608695,4539.130434782608,1,3.940314648049237,955.0,23,12,Winter,39.992167,25.149917,1200.0,67200.0,1.0,0.0,North,Mixed,SW,4.0,0.2409653393464131,0.223736099644596,2.4659255295959417,16.5,Rural,0.0232558139534883
1666,1666,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 4 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 5 (1) | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 6,2020-12-29,2020-12-30,2021-04-04,2021-04-04,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers,778.5590611689435,interval_coordinate,0,1,0,45.0,0.4736842105263157,14.210526315789473,42.63157894736842,1,0.38776553100876343,765.0,95,12,Winter,39.98943499999999,25.158277666666667,502.0,4412.0,0.0,0.0,North,Rocky,SW,4.5,0.2409654167446155,0.223736050461164,2.4659255295959417,16.5,Rural,0.0232558139534883
1666,1666,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 5 (2),2021-04-04,2021-04-04,2021-05-17,2021-05-17,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers,778.5590611689435,interval_coordinate,0,1,0,67.0,1.558139534883721,46.74418604651163,140.2325581395349,1,0.9392802500988539,45.0,43,4,Spring,39.988944,25.156,69.0,621.0,1.0,0.0,North,Mixed,SE,4.0,0.2401864943297559,0.2213737294840669,2.4659255295959417,13.9,Rural,0.0232558139534883
1666,1666,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 139,2021-05-17,2021-05-17,2025-05-05,2025-05-05,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers,778.5590611689435,interval_coordinate,0,1,0,169.0,0.1166321601104209,3.4989648033126293,10.496894409937887,1,0.11031715529775454,67.0,1449,5,Spring,39.992,25.163472,486.0,7290.0,0.0,0.0,North,Pebbles,S,2.0,0.2401864803685081,0.2213737149362142,2.4659255295959417,13.9,Rural,0.0232558139534883
1667,1667,ΛΗΜΝΟΣ,ΠΑΡΑΛΊΑ ΔΙΠΛΉ,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 7 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 8 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 9 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 10 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 11 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 12 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 13,2021-01-10,2021-01-10,2025-03-29,2025-04-03,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers,1507.8611261922626,interval_coordinate,0,1,0,201.0,0.1306042884990253,3.91812865497076,11.75438596491228,1,0.12275225836969546,345.0,1539,1,Winter,39.81319057142857,25.14560685714286,388.0,12833.0,0.0,0.0,South,Mixed,NE,3.5,0.2401866930230256,0.2213733146567121,2.4659255295959417,13.9,Rural,0.0232558139534883
1668,1668,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 14 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 15,2021-01-10,2021-01-10,2025-03-29,2025-03-29,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers,492.903815250132,interval_coordinate,0,1,0,26.0,0.0168940870695256,0.50682261208577,1.52046783625731,1,0.0167529691353743,0.0,1539,1,Winter,39.826139,25.148333,,,,,South,,NE,3.5,0.2401865986223747,0.2213734271589207,2.4659255295959417,13.9,Rural,0.0232558139534883
1668,1668,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 152 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 151 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 153 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 154,2025-03-29,2025-03-29,2025-04-15,2025-04-15,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers,492.903815250132,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,26.0,17,3,Spring,39.82516675,25.148139,,,0.0,0.0,ΔΥΤΙΚΗ,Pebbles,S,3.0,0.2311698294582184,0.2064979312864241,2.4659255295959417,6.4,Rural,0.0232558139534883
1669,1669,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 16 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 17,2021-01-10,2021-01-14,2025-02-06,2025-02-06,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,150.6164272285613,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,300.0,1484,1,Winter,39.836722,25.138889,355.0,2950.0,0.0,0.0,South,Sand,NE,3.5,0.2401866190089888,0.2213735094857431,2.4659255295959417,13.9,Rural,0.0232558139534883
1669,1669,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 18,2025-02-06,2025-02-06,2025-03-28,2025-03-28,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,150.6164272285613,interval_coordinate,1,1,1,24.0,0.48,14.4,43.2,1,0.3920420877760237,0.0,50,2,Winter,39.837111,25.138167,,,0.0,0.0,ΑΝΑΤΟΛΙΚΗ,Mixed,NE,5.5,0.2311699624721846,0.2064975712475295,2.4659255295959417,6.4,Rural,0.0232558139534883
1670,1670,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 18 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 21,2021-01-14,2021-01-14,2025-02-06,2025-02-06,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,161.9610780061583,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,220.0,1484,1,Winter,39.840611499999994,25.143972,120.0,960.0,0.0,0.0,South,Mixed,NE,3.5,0.2401866094235084,0.2213734888872565,2.4659255295959417,13.9,Rural,0.0232558139534883
1670,1670,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 19,2025-02-06,2025-02-06,2025-03-28,2025-03-28,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,161.9610780061583,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,50,2,Winter,39.840917,25.143028,,,0.0,0.0,ΑΝΑΤΟΛΙΚΗ,Mixed,NE,5.5,0.2311699405039576,0.2064975767008394,2.4659255295959417,6.4,Rural,0.0232558139534883
1671,1671,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 19,2021-01-14,2021-01-14,2025-03-28,2025-03-28,high,canonical_high,ok,3.113457946087794,interval_coordinate,1,1,1,26.0,0.0169491525423728,0.5084745762711864,1.5254237288135593,1,0.016807118316381157,60.0,1534,1,Winter,39.846194,25.150444,200.0,1400.0,1.0,0.0,South,Mixed,NE,3.5,0.2401866275043095,0.2213734935896089,2.4659255295959417,13.9,Rural,0.0232558139534883
1672,1672,ΛΗΜΝΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΙΩΆΝΝΗΣ,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 20 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 22 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 23 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 24,2021-01-14,2021-01-15,2025-03-28,2025-03-30,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers,1044.4856503840604,interval_coordinate,0,1,0,158.0,0.1030658838878016,3.091976516634051,9.275929549902152,1,0.09809347002676608,225.0,1533,1,Winter,39.85087475,25.153347250000003,421.0,4191.0,0.0,0.0,South,Mixed,NE,3.5,0.2401866337350664,0.2213734851246439,2.4659255295959417,13.9,Rural,0.0232558139534883
1673,1673,ΛΗΜΝΟΣ,ΠΑΡΑΛΊΑ ΔΙΑΠΌΡΙ,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 25,2021-01-15,2021-01-15,2025-03-30,2025-03-30,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers,282.519755356015,interval_coordinate,0,1,0,242.0,0.1576547231270358,4.729641693811074,14.188925081433224,1,0.14639616813335377,460.0,1535,1,Winter,39.855194,25.169556,635.0,4445.0,0.0,0.0,South,Mixed,NE,4.5,0.2401866293546067,0.221373485274195,2.4659255295959417,13.9,Rural,0.0232558139534883
1675,1675,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 27,2021-01-16,2021-01-16,2025-03-28,2025-03-28,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,156.26239890524013,interval_coordinate,1,1,1,29.0,0.018929503916449,0.5678851174934726,1.703655352480418,1,0.018752570214895372,68.0,1532,1,Winter,39.849333,25.172361,125.0,750.0,0.0,0.0,South,Mixed,NE,4.5,0.2401866315936073,0.2213734815516108,2.4659255295959417,13.9,Rural,0.0232558139534883
1675,1675,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 139 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 140,2025-03-28,2025-03-28,2025-04-15,2025-04-15,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,156.26239890524013,interval_coordinate,1,1,1,12.0,0.6666666666666666,20.0,60.0,1,0.5108256237659906,29.0,18,3,Spring,39.8494445,25.172361,,,0.0,0.0,ΔΥΤΙΚΗ,Pebbles,S,2.0,0.2311699784549182,0.2064975452203806,2.4659255295959417,6.4,Rural,0.0232558139534883
1676,1676,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 28,2021-01-17,2021-01-17,2025-03-29,2025-03-29,medium,canonical_medium,coordinate_spread_100_250m,132.82675024793886,interval_coordinate,1,1,1,26.0,0.0169712793733681,0.5091383812010444,1.5274151436031334,1,0.01682887613015692,215.0,1532,1,Winter,39.845556,25.162083,810.0,25920.0,0.0,0.0,South,Mixed,NE,4.5,0.2401866208828132,0.221373476158424,2.4659255295959417,13.9,Rural,0.0232558139534883
1677,1677,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 29,2021-01-18,2021-01-18,2025-03-29,2025-03-29,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers,329.8406717414704,interval_coordinate,0,1,0,24.0,0.015676028739386,0.4702808621815806,1.410842586544742,1,0.01555442895565073,215.0,1531,1,Winter,39.828028,25.155306,330.0,3960.0,0.0,0.0,South,Mixed,NE,4.0,0.2401866405157565,0.2213734129654703,2.4659255295959417,13.9,Rural,0.0232558139534883
1678,1678,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 30,2021-01-18,2021-01-18,2025-03-29,2025-03-29,high,canonical_high,ok,24.792682991680515,interval_coordinate,1,1,1,27.0,0.0176355323318092,0.5290659699542782,1.5871979098628346,1,0.017481830773009747,135.0,1531,1,Winter,39.838417,25.159917,410.0,3280.0,0.0,0.0,South,Mixed,NE,4.0,0.2401866224308709,0.2213734911713419,2.4659255295959417,13.9,Rural,0.0232558139534883
1679,1679,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 31,2021-01-27,2021-01-27,2025-02-08,2025-02-08,high,canonical_high,multiple_special_numbers,11.340581668706244,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1473,1,Winter,39.833,25.266306,,,,,South,,N,5.0,0.2401866999693978,0.2213738557298575,2.4659255295959417,13.9,Rural,0.0232558139534883
1680,1680,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 32,2021-01-28,2021-01-28,2025-04-14,2025-04-14,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers,115.41499932043035,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1537,1,Winter,39.830889,25.273833,,,,,South,,SSE,3.5,0.2401866161948088,0.221374059181217,2.4659255295959417,13.9,Rural,0.0232558139534883
1681,1681,ΛΗΜΝΟΣ,ΠΑΡΑΛΊΑ ΠΑΡΘΕΝΌΜΥΤΟΣ,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 33 (1),2021-01-28,2021-01-28,2021-07-13,2021-07-13,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers,550.6364073582787,interval_coordinate,0,1,0,259.0,1.5602409638554218,46.807228915662655,140.42168674698797,1,0.9401013805678736,305.0,166,1,Winter,39.829389,25.283806,513.0,10260.0,1.0,0.0,South,Mixed,SSE,3.5,0.240186547453316,0.2213737194845598,2.4659255295959417,13.9,Rural,0.0232558139534883
1681,1681,ΛΗΜΝΟΣ,ΠΑΡΑΛΊΑ ΠΑΡΘΕΝΌΜΥΤΟΣ,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 33 (2),2021-07-13,2021-07-13,2025-02-09,2025-02-09,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers,550.6364073582787,interval_coordinate,0,1,0,237.0,0.1813312930374904,5.439938791124713,16.319816373374138,1,0.16664201696049952,259.0,1307,7,Summer,39.828667,25.285944,195.0,10374.0,1.0,0.0,South,Rocky,NE,5.0,0.2401865625909375,0.2213735564253158,2.4659255295959417,13.9,Rural,0.0232558139534883
1682,1682,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 34 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 35 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 36 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 37 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 38,2021-01-29,2021-01-29,2025-04-13,2025-04-13,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers,1078.649720913439,interval_coordinate,0,1,0,283.0,0.1843648208469055,5.530944625407166,16.592833876221498,1,0.16920661471612658,380.0,1535,1,Winter,39.80201100000001,25.226238799999997,785.0,16225.0,0.0,0.0,South,Sand,NW,3.5,0.2401869533838319,0.2213723617713826,2.4659255295959417,13.9,Rural,0.0232558139534883
1684,1684,ΣΙΘΩΝΙΑ,ΜΥΣΤΙΚΉ ΠΑΡΑΛΊΑ,ΣΙΘΩΝΊΑ ΠΑΡΑΛΊΑ 2 | ΣΙΘΩΝΊΑ ΠΑΡΑΛΊΑ 3,2021-07-09,2021-07-09,2025-09-18,2025-09-18,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions,374.44437199722097,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1532,7,Summer,39.943541499999995,23.9349585,,,,,South,Pebbles,NE,4.0,0.1921717845379155,0.2345253642285108,2.395813146296616,16.1,Rural,0.0079617834394904
1685,1685,ΣΙΘΩΝΙΑ,,ΣΙΘΩΝΊΑ ΠΑΡΑΛΊΑ 4 | ΣΙΘΩΝΊΑ ΠΑΡΑΛΊΑ 5,2021-07-09,2021-07-09,2025-09-18,2025-09-18,high,canonical_high,multiple_special_numbers; multiple_regions,12.251419052446105,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,110.0,1532,7,Summer,39.947194,23.929083,206.0,7476.0,0.0,0.0,South,Pebbles,NE,4.0,0.1921717694331987,0.2345253896279064,2.395813146296616,16.1,Rural,0.0079617834394904
1686,1686,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 39 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 40,2021-01-29,2021-01-30,2025-04-13,2025-04-13,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers,1326.685811571418,interval_coordinate,0,1,0,106.0,0.0691003911342894,2.0730117340286833,6.219035202086049,1,0.06681753889104257,340.0,1534,1,Winter,39.8158055,25.2119725,2130.0,13810.0,1.0,0.0,South,Mixed,NW,3.5,0.2401866695200089,0.2213732881220129,2.4659255295959417,13.9,Rural,0.0232558139534883
1687,1687,ΣΙΘΩΝΙΑ,,ΣΙΘΩΝΊΑ ΠΑΡΑΛΊΑ 6,2021-07-09,2021-07-09,2025-09-18,2025-09-18,high,canonical_high,multiple_special_numbers; multiple_regions,5.627265591718277,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1532,7,Summer,39.962556,23.917944,,,,,South,Pebbles,NE,4.0,0.192171807236055,0.2345252956052138,2.395813146296616,16.1,Rural,0.0079617834394904
1688,1688,ΣΙΘΩΝΙΑ,,ΣΙΘΩΝΊΑ ΠΑΡΑΛΊΑ 7 (1) | ΣΙΘΩΝΊΑ ΠΑΡΑΛΊΑ 7 (2),2021-07-09,2021-07-10,2025-09-18,2025-09-18,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,194.539160085055,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,925.0,1531,7,Summer,39.966694,23.917417,236.0,1418.0,0.0,0.0,South,Pebbles,NE,4.0,0.1921718104069304,0.2345252627051622,2.395813146296616,16.1,Rural,0.0079617834394904
1689,1689,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 41,2021-01-31,2021-01-31,2025-04-13,2025-04-13,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers,594.173004171374,interval_coordinate,0,1,0,48.0,0.0313111545988258,0.9393346379647748,2.8180039138943247,1,0.030830958337657862,0.0,1533,1,Winter,39.825694,25.206472,,,,,South,,S,5.0,0.2401865560499134,0.2213731321128185,2.4659255295959417,13.9,Rural,0.0232558139534883
1690,1690,ΣΙΘΩΝΙΑ,ΠΑΡΑΛΊΑ ΑΝΤΊΚΟΥΦΟΣ,ΣΙΘΩΝΊΑ ΠΑΡΑΛΊΑ 8,2021-07-10,2021-07-10,2025-09-18,2025-09-18,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,127.77952036584084,interval_coordinate,1,1,1,113.0,0.0738079686479425,2.2142390594382757,6.642717178314827,1,0.07121117995844146,14.0,1531,7,Summer,39.962472,23.908639,108.0,,0.0,0.0,South,Pebbles,ENE,4.0,0.1921718048571072,0.2345252889384716,2.395813146296616,16.1,Rural,0.0079617834394904
1691,1691,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 42 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 43 | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 44,2021-01-31,2021-01-31,2025-04-06,2025-04-13,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers,596.3121687427004,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,10.0,1526,1,Winter,39.833083333333335,25.20509266666667,66.0,528.0,1.0,0.0,South,Pebbles,S,5.0,0.2401865861677256,0.2213731491760307,2.4659255295959417,13.9,Rural,0.0232558139534883
