site_id,canonical_site_id,region,beach_name,beaches,previous_visit_start_date,previous_visit_end_date,next_visit_start_date,next_visit_end_date,site_confidence,match_quality,site_review_reason,canonical_max_coordinate_spread_m,demographic_coordinate_source,is_strong_or_probable_match,has_all_selected_demographics,is_recommended_for_initial_model,next_total_weight,repollution_kg_per_day,repollution_kg_per_30_days,repollution_kg_per_90_days,repollution_positive,log1p_repollution_kg_per_day,previous_total_weight,days_between_visits,previous_visit_month,previous_visit_season,latitude,longitude,coastline_cleaned,width_length,road_network,tourist_business,orientation,sediment,wind_direction_previous,wind_speed_previous,Pct_Age_15_34,Youth_Dependency,Avg_Household_Size,Unemployment_Rate,UrbanRural_Class,Daytime_Population_Pressure
641,641,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΆΓΙΑ ΠΑΡΑΚΕΥΉ,ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 7,2020-01-22,2020-01-22,2023-05-24,2023-05-24,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,148.61799996113382,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,14.0,1218,1,Winter,37.260706,23.110283,155.0,3433.0,1.0,1.0,South,Pebbles,N,3.0,0.1912803520980202,0.2135319403343868,2.370506321254478,14.1,Rural,0.0170174341876779
643,643,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΞΙΛΟΚΈΡΙΖΑ,ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 9,2020-01-23,2020-01-23,2023-05-24,2023-05-24,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions,268.6561686946226,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,14.0,1217,1,Winter,37.239631,23.131669,123.0,2830.0,1.0,1.0,South,Sand,N,3.0,0.1912803498599982,0.213531914937134,2.370506321254478,14.1,Rural,0.0170174341876779
644,644,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΚΟΥΖΟΥΝΌΣ,ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 10,2020-01-23,2020-01-23,2023-05-24,2023-05-24,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions,287.39049663589407,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,12.0,1217,1,Winter,37.240969,23.161467,179.0,876.0,1.0,0.0,South,Sand,N,3.0,0.1912803477679548,0.2135319184834943,2.370506321254478,14.1,Rural,0.0170174341876779
652,652,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΚΟΥΝΟΎΠΙ,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 18,2020-01-24,2020-01-24,2023-05-23,2023-05-23,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions,665.0941225582716,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,3.0,1215,1,Winter,37.308978,23.195078,178.0,2809.0,1.0,0.0,East,Mixed,NE,2.0,0.1894485725561664,0.23199122768721,2.370506321254478,11.4,Rural,0.0067763794772507
659,659,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΚΟΥΒΈΡΤΑ,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 25,2020-01-25,2020-01-25,2023-07-15,2023-07-15,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions,653.6939052378677,interval_coordinate,0,1,0,54.0,0.042620363062352,1.2786108918705603,3.835832675611681,1,0.041737124201186256,0.0,1267,1,Winter,37.353597,23.248444,,,,,East,,Calm,0.0,0.1894485989928801,0.2319911958679046,2.370506321254478,11.4,Rural,0.0067763794772507
663,663,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 29 | ΔΟΚΌΣ ΠΑΡΑΛΊΑ 30,2020-01-25,2020-01-25,2023-06-05,2023-06-05,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,176.44315618157214,interval_coordinate,1,1,1,80.0,0.0651996740016299,1.9559902200488997,5.867970660146699,1,0.06316226891331042,56.0,1227,1,Winter,37.343954,23.3554155,40.0,357.0,0.0,0.0,North,Pebbles,Calm,0.0,0.1889049758664469,0.167610382180262,2.370506321254478,14.1,Rural,0.0170174341876779
663,663,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 109 | ΔΟΚΌΣ ΠΑΡΑΛΊΑ 110,2023-06-05,2023-06-05,2025-10-15,2025-10-15,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,176.44315618157214,interval_coordinate,1,1,1,108.0,0.1251448435689455,3.754345307068366,11.263035921205098,1,0.11791177720789693,80.0,863,6,Summer,37.343958,23.3554445,35.0,604.0,0.0,0.0,North,Pebbles,N,5.0,0.1812720219622231,0.162842677036394,2.370506321254478,9.4,Rural,0.0127601099332548
666,666,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΚΑΜΊΝΙΑ,ΎΔΡΑ ΠΑΡΑΛΊΑ 35,2020-01-26,2020-01-26,2025-10-16,2025-10-17,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,229.448361267904,interval_coordinate,1,1,1,52.0,0.0248803827751196,0.7464114832535885,2.2392344497607657,1,0.024575906048837373,15.0,2090,1,Winter,37.346472,23.455242,43.0,302.0,1.0,1.0,North,Mixed,Calm,0.0,0.1889054093642552,0.1676088721760674,2.370506321254478,14.1,Rural,0.0170174341876779
667,667,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΒΛΊΧΟΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 36,2020-01-26,2020-01-26,2023-06-01,2023-06-01,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions,1001.0897028841724,interval_coordinate,0,1,0,67.0,0.0548281505728314,1.6448445171849428,4.9345335515548285,1,0.05337786320764673,20.0,1222,1,Winter,37.344192,23.447086,71.0,1674.0,1.0,1.0,North,Pebbles,Calm,0.0,0.1889054058658381,0.1676088742522243,2.370506321254478,14.1,Rural,0.0170174341876779
667,667,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΎΔΡΑ ΠΑΡΑΛΊΑ 93 | ΎΔΡΑ ΠΑΡΑΛΊΑ 94 | ΎΔΡΑ ΠΑΡΑΛΊΑ 95 | ΎΔΡΑ ΠΑΡΑΛΊΑ 96 | ΎΔΡΑ ΠΑΡΑΛΊΑ 97 | ΎΔΡΑ ΠΑΡΑΛΊΑ 98 | ΎΔΡΑ ΠΑΡΑΛΊΑ 99 | ΎΔΡΑ ΠΑΡΑΛΊΑ 100 | ΎΔΡΑ ΠΑΡΑΛΊΑ 101,2023-06-01,2023-06-01,2025-10-17,2025-10-17,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions,1001.0897028841724,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,67.0,869,6,Summer,37.34179644444444,23.444404333333335,15.0,52.0,0.0,1.0,North,Pebbles,NE,4.0,0.1812725388183551,0.1628437756687921,2.370506321254478,9.4,Rural,0.0127601099332548
668,668,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΆΓΙΟΥ ΚΥΠΡΙΑΝΟΎ,ΎΔΡΑ ΠΑΡΑΛΊΑ 37,2020-01-28,2020-01-28,2023-05-31,2023-05-31,medium,canonical_medium,multiple_regions,3.8357455863035783,interval_coordinate,1,1,1,140.0,0.1148482362592288,3.4454470877768664,10.3363412633306,1,0.10871828466987211,43.0,1219,1,Winter,37.327928,23.421297,29.0,281.0,0.0,0.0,North,Pebbles,S,2.0,0.1889053306875774,0.1676088132813468,2.370506321254478,14.1,Rural,0.0170174341876779
668,668,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΚΥΠΡΙΑΝΌΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 82,2023-05-31,2023-05-31,2025-10-17,2025-10-17,medium,canonical_medium,multiple_regions,3.8357455863035783,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,140.0,870,5,Spring,37.327944,23.421306,24.0,257.0,0.0,0.0,North,Pebbles,NE,4.0,0.1812725685648523,0.1628438472758188,2.370506321254478,9.4,Rural,0.0127601099332548
669,669,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΜΌΛΟΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 38,2020-01-28,2020-01-28,2023-05-31,2023-05-31,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,207.01567865224152,interval_coordinate,1,1,1,111.0,0.0910582444626743,2.7317473338802296,8.19524200164069,1,0.08714809173452791,133.0,1219,1,Winter,37.324928,23.414442,395.0,3662.0,0.0,0.0,North,Pebbles,S,2.0,0.1889052638683566,0.1676088138838304,2.370506321254478,14.1,Rural,0.0170174341876779
669,669,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,ΠΑΡΑΛΊΑ ΜΌΛΟΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 80 | ΎΔΡΑ ΠΑΡΑΛΊΑ 81,2023-05-31,2023-05-31,2025-10-16,2025-10-16,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,207.01567865224152,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,111.0,869,5,Spring,37.3258615,23.414847,395.0,3915.0,0.0,0.0,North,Sand,NE,4.0,0.1812725362314826,0.1628439858572468,2.370506321254478,9.4,Rural,0.0127601099332548
671,671,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,,ΎΔΡΑ ΠΑΡΑΛΊΑ 40,2020-01-28,2020-01-28,2025-10-15,2025-10-15,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,129.55460342070765,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,2087,1,Winter,37.313308,23.376342,,,,,North,,S,2.0,0.1889050695482479,0.1676086650828968,2.370506321254478,14.1,Rural,0.0170174341876779
672,672,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΜΠΊΣΤΙ,ΎΔΡΑ ΠΑΡΑΛΊΑ 41,2020-01-28,2020-01-28,2025-10-15,2025-10-15,high,canonical_high,multiple_special_numbers; multiple_regions,36.646954277407445,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,49.0,2087,1,Winter,37.304961,23.377497,69.0,426.0,0.0,0.0,West,Mixed,S,2.0,0.1889052349066911,0.1676085305517623,2.370506321254478,14.1,Rural,0.0170174341876779
673,673,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΝΙΚΌΛΑΟΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 42,2020-01-28,2020-01-28,2023-05-29,2023-05-29,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,204.72355705663537,interval_coordinate,1,1,1,97.0,0.0797041906327033,2.391125718981101,7.173377156943303,1,0.07668710605702858,100.0,1217,1,Winter,37.301139,23.395444,187.0,3108.0,0.0,1.0,South,Pebbles,S,2.0,0.1889053097272914,0.1676088060046094,2.370506321254478,14.1,Rural,0.0170174341876779
673,673,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΝΙΚΌΛΑΟΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 57 | ΎΔΡΑ ΠΑΡΑΛΊΑ 58 | ΎΔΡΑ ΠΑΡΑΛΊΑ 59 | ΎΔΡΑ ΠΑΡΑΛΊΑ 60,2023-05-29,2023-05-29,2025-10-16,2025-10-16,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,204.72355705663537,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,97.0,871,5,Spring,37.300875,23.39414575,159.0,3687.0,0.0,0.0,South,Pebbles,NW,3.0,0.18127260361092,0.1628439735868775,2.370506321254478,9.4,Rural,0.0127601099332548
674,674,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΎΔΡΑ ΠΑΡΑΛΊΑ 84 | ΎΔΡΑ ΠΑΡΑΛΊΑ 85 | ΎΔΡΑ ΠΑΡΑΛΊΑ 86 | ΎΔΡΑ ΠΑΡΑΛΊΑ 87 | ΎΔΡΑ ΠΑΡΑΛΊΑ 88 | ΎΔΡΑ ΠΑΡΑΛΊΑ 89 | ΎΔΡΑ ΠΑΡΑΛΊΑ 90 | ΎΔΡΑ ΠΑΡΑΛΊΑ 91 | ΎΔΡΑ ΠΑΡΑΛΊΑ 92,2023-06-01,2023-06-01,2025-10-17,2025-10-17,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions,768.3848344281392,interval_coordinate,0,1,0,118.0,0.1357882623705408,4.073647871116226,12.220943613348677,1,0.1273269141680895,0.0,869,6,Summer,37.33565755555557,23.435543333333335,,,0.0,0.0,North,Pebbles,NE,4.0,0.1812725413994987,0.1628437697452159,2.370506321254478,9.4,Rural,0.0127601099332548
675,675,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΚΛΙΜΆΚΙ,ΎΔΡΑ ΠΑΡΑΛΊΑ 43,2020-01-29,2020-01-29,2023-05-28,2023-05-28,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,224.8459905095376,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,11.0,1215,1,Winter,37.326614,23.498828,115.0,2218.0,0.0,0.0,East,Mixed,SW,4.0,0.1889054114876665,0.1676088907414152,2.370506321254478,14.1,Rural,0.0170174341876779
676,676,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΛΗΜΝΙΟΝΊΖΑ,ΎΔΡΑ ΠΑΡΑΛΊΑ 44,2020-01-29,2020-01-29,2023-05-28,2023-05-28,medium,canonical_medium,multiple_special_numbers; multiple_regions; many_name_variants,13.43724127055942,interval_coordinate,1,1,1,158.0,0.1300411522633744,3.9012345679012346,11.703703703703704,1,0.12225404999332214,47.0,1215,1,Winter,37.34225,23.502681,108.0,1752.0,0.0,0.0,East,Pebbles,SW,4.0,0.1889054113831761,0.1676088822650504,2.370506321254478,14.1,Rural,0.0170174341876779
676,676,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,ΠΑΡΑΛΊΑ ΛΙΜΝΙΌΝΙΖΑ,ΎΔΡΑ ΠΑΡΑΛΊΑ 45,2023-05-28,2023-05-28,2025-10-23,2025-10-23,medium,canonical_medium,multiple_special_numbers; multiple_regions; many_name_variants,13.43724127055942,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,158.0,879,5,Spring,37.342222,23.502722,96.0,2034.0,0.0,0.0,ΑΝΑΤΟΛΙΚΗ,Pebbles,NW,3.0,0.1812725459377212,0.1628437551051969,2.370506321254478,9.4,Rural,0.0127601099332548
682,682,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΑΠΌΝΗΣΟΣ,ΑΓΚΊΣΤΡΙ ΠΑΡΑΛΊΑ 50,2020-01-31,2020-01-31,2023-08-14,2023-08-17,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions,493.49300339564246,interval_coordinate,0,1,0,267.0,0.2068164213787761,6.204492641363284,18.613477924089853,1,0.18798583558405102,23.0,1291,1,Winter,37.684192,23.323314,10.0,52.0,1.0,1.0,West,Mixed,W,2.0,0.1887751445014874,0.2095405377729691,2.370506321254478,14.1,Rural,0.0170174341876779
686,686,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΧΑΛΙΚΙΆΔΑ,ΑΓΚΊΣΤΡΙ ΠΑΡΑΛΊΑ 54,2020-01-31,2020-01-31,2023-08-17,2023-08-17,medium,canonical_medium,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions,203.30250418302757,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1294,1,Winter,37.700867,23.372783,,,,,North,,W,2.0,0.1887751514248828,0.2095405343098783,2.370506321254478,14.1,Rural,0.0170174341876779
690,690,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΑΙΓΙΝΉΤΙΣΣΑ,ΑΊΓΙΝΑ ΠΑΡΑΛΊΑ 59,2020-02-01,2020-02-01,2023-08-18,2023-08-18,high,canonical_high,multiple_special_numbers; multiple_regions,42.38751648216153,interval_coordinate,1,1,1,40.0,0.0309119010819165,0.927357032457496,2.7820710973724885,1,0.030443751414723115,46.0,1294,2,Winter,37.698806,23.46835,46.0,247.0,1.0,1.0,West,Mixed,NW,4.0,0.1799350332644929,0.2025411349450343,2.370506321254478,14.1,Rural,0.0170174341876779
700,700,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,,ΝΉΣΙΣ ΥΨΗΛΉ ΠΑΡΑΛΊΑ 67,2020-02-02,2020-02-02,2023-08-13,2023-08-13,high,canonical_high,multiple_special_numbers; multiple_regions,6.691348738428128,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,12.0,1288,2,Winter,37.800961,23.335775,25.0,135.0,0.0,0.0,North,Pebbles,E,2.0,0.1799366984307465,0.2025403017010972,2.370506321254478,14.1,Town_Suburb,0.0170174341876779
701,701,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,,ΆΓΙΟΣ ΙΩΆΝΝΗΣ ΑΊΓΙΝΑ ΠΑΡΑΛΊΑ 68,2020-02-03,2020-02-03,2023-08-12,2023-08-13,high,canonical_high,multiple_special_numbers; multiple_regions,0.6152619461611125,interval_coordinate,1,1,1,456.0,0.3545878693623639,10.637636080870918,31.91290824261275,1,0.3034972526148834,31.0,1286,2,Winter,37.819606,23.263358,19.0,154.0,0.0,0.0,East,Rocky,NE,3.0,0.1799375260987041,0.2025323141122025,2.370506321254478,14.1,Town_Suburb,0.0170174341876779
704,704,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,ΠΑΡΑΛΊΑ ΚΟΛΏΝΑ ΠΑΞΙΜΆΔΑΣ | Ά ΠΑΡΑΛΊΑ ΆΓΙΑΣ ΠΑΡΑΣΚΕΥΉΣ | ΠΑΡΑΛΊΑ ΆΓΙΑΣ ΠΑΡΑΣΚΕΥΉΣ,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 1 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 2 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 3,2020-02-11,2020-02-11,2020-05-29,2020-05-29,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions; many_name_variants,1137.6009398054375,interval_coordinate,0,1,0,126.0,1.1666666666666667,35.0,105.0,1,0.7731898882334818,11.0,108,2,Winter,37.96549066666666,24.385684999999995,123.0,1547.0,0.0,0.0,South,Mixed,SW,3.0,0.173256574811351,0.2211991166117524,2.370506321254478,19.3,Rural,0.0092341118957088
704,704,ΕΥΒΟΙΑ 2η ΦΟΡΑ,ΠΑΡΑΛΊΑ ΆΓΙΑ ΠΑΡΑΣΚΥΕΉ | ΠΑΡΑΛΊΑ ΆΓΙΑ ΠΑΡΑΣΚΕΥΉ Α΄ | ΠΑΡΑΛΊΑ ΚΟΛΏΝΑ ΠΑΞΙΜΆΔΑΣ,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 49 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 50 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 51 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 52 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 53 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 54 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 55 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 56,2020-05-29,2020-05-29,2026-01-18,2026-01-23,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions; many_name_variants,1137.6009398054375,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,126.0,2060,5,Spring,37.964581499999994,24.385948624999997,405.0,5208.0,1.0,0.0,South,Mixed,S,2.0,0.1732565640889742,0.2211991246034681,2.370506321254478,19.3,Rural,0.0092341118957088
705,705,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,ΠΑΡΑΛΊΑ ΚΑΤΣΟΎΛΙ,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 4,2020-02-11,2020-02-11,2020-05-28,2020-05-28,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions,330.78621320770765,interval_coordinate,0,1,0,23.0,0.2149532710280373,6.4485981308411215,19.345794392523363,1,0.19470561599367617,43.0,107,2,Winter,37.995019,24.386169,301.0,6150.0,1.0,0.0,South,Sand,SW,3.0,0.1732566367720963,0.2211986563703381,2.370506321254478,19.3,Rural,0.0092341118957088
705,705,ΕΥΒΟΙΑ 2η ΦΟΡΑ,ΠΑΡΑΛΊΑ ΚΑΤΣΟΎΛΙ,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 36 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 37,2020-05-28,2020-05-28,2026-01-17,2026-01-17,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions,330.78621320770765,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,23.0,2060,5,Spring,37.9962805,24.387169,336.0,8397.0,1.0,0.0,South,Mixed,W,4.0,0.1732566398151345,0.2211986506595747,2.370506321254478,19.3,Rural,0.0092341118957088
706,706,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,ΠΑΡΑΛΊΑ ΛΙΒΑΔΆΚΙ,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 5,2020-02-11,2020-02-11,2020-05-27,2020-05-27,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,interval_coordinate,1,1,1,195.0,1.839622641509434,55.18867924528302,165.56603773584905,1,1.0436711706368087,62.0,106,2,Winter,38.003994,24.391558,492.0,15744.0,1.0,0.0,South,Sand,SW,3.0,0.1732566415247127,0.2211986538505716,2.370506321254478,19.3,Rural,0.0092341118957088
707,707,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,ΠΑΡΑΛΊΑ ΓΑΛΊΔΑ,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 6,2020-02-11,2020-02-11,2020-05-27,2020-05-27,high,canonical_high,multiple_special_numbers; multiple_regions,0.0,interval_coordinate,1,1,1,81.0,0.7641509433962265,22.924528301886795,68.77358490566039,1,0.5676695227425195,103.0,106,2,Winter,38.009544,24.402564,1275.0,36163.0,1.0,1.0,South,Mixed,SW,3.0,0.1732566394786756,0.2211986413933245,2.370506321254478,19.3,Rural,0.0092341118957088
708,708,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,ΠΑΡΑΛΊΑ ΨΙΛΉ ΆΜΜΟΣ,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 7,2020-02-11,2020-02-11,2020-05-26,2020-05-27,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions,937.5515796212876,interval_coordinate,0,1,0,105.0,1.0,30.0,90.0,1,0.6931471805599453,16.0,105,2,Winter,38.012694,24.426911,219.0,3942.0,1.0,1.0,South,Mixed,SW,3.0,0.1732566348376821,0.2211986462515794,2.370506321254478,19.3,Rural,0.0092341118957088
708,708,ΕΥΒΟΙΑ 2η ΦΟΡΑ,ΠΑΡΑΛΊΑ ΨΙΛΉ ΆΜΜΟΣ,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 25 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 26 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 27 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 28 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 29,2020-05-26,2020-05-27,2026-01-17,2026-01-17,review,canonical_review,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions,937.5515796212876,interval_coordinate,0,1,0,139.0,0.0674429888403687,2.023289665211063,6.069868995633188,1,0.06526605845594814,105.0,2061,5,Spring,38.0121546,24.42544,457.0,7541.0,1.0,0.0,South,Mixed,Calm,0.0,0.1732566346244436,0.2211986475502992,2.370506321254478,19.3,Rural,0.0092341118957088
709,709,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,ΠΑΡΑΛΊΑ ΜΑΡΜΑΡΆ,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 8,2020-02-11,2020-02-11,2020-05-26,2020-05-26,review,canonical_review,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions,465.57113939260574,interval_coordinate,0,1,0,11.0,0.1047619047619047,3.142857142857143,9.428571428571429,1,0.09962984094884121,17.0,105,2,Winter,38.005828,24.444447,420.0,9757.0,1.0,1.0,South,Mixed,SW,3.0,0.1732566350940874,0.2211986573972052,2.370506321254478,19.3,Rural,0.0092341118957088
