canonical_site_id,region,beach_name,beaches,latitude,longitude,previous_visit_start_date,previous_visit_end_date,next_visit_start_date,next_visit_end_date,days_between_visits,previous_total_weight,next_total_weight,repollution_kg_per_day,repollution_kg_per_30_days,repollution_kg_per_90_days,previous_recycle,previous_non_recycle,previous_blue_net,next_recycle,next_non_recycle,next_blue_net,orientation,sediment,wind_direction_previous,wind_speed_previous,road_network,tourist_business,coastline_cleaned,width_length,previous_source_files,next_source_files,original_site_ids_previous,original_site_ids_next,site_confidence,match_quality,canonical_max_coordinate_spread_m,site_review_reason
626,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΒΡΟΧΊΤΣΑΣ | ΠΑΡΑΛΊΑ ΠΑΝΑΓΊΤΣΑ,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 162 | ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 163,37.3933485,23.104380499999998,2020-01-20,2020-01-20,2023-05-19,2023-05-19,1215,88.0,0.0,0.0,0.0,0.0,11.0,77.0,0.0,0.0,0.0,0.0,East,Sand,NE,4.0,1.0,1.0,367.0,2213.0,Typhoon1,Typhoon2,676 | 677,6755 | 6756 | 6757 | 6758 | 6759,review,canonical_review,680.9648186280797,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions
627,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΜΠΟΎΚΑ,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 164,37.387711,23.088014,2020-01-20,2020-01-20,2023-05-19,2023-05-19,1215,66.0,0.0,0.0,0.0,0.0,11.0,55.0,0.0,0.0,0.0,0.0,East,Mixed,NE,4.0,1.0,1.0,291.0,2037.0,Typhoon1,Typhoon2,678,6767,medium,canonical_medium,182.79693085911146,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
628,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΘΥΝΉ,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 165,37.388261,23.080953,2020-01-20,2020-01-20,2023-05-19,2023-05-19,1215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,East,,NE,4.0,,,,,Typhoon1,Typhoon2,679,6768,high,canonical_high,94.21003105124596,multiple_special_numbers; multiple_regions
631,ΝΟΤΙΑ ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΒΕΡΒΈΡΟΝΤΑ,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 168,37.351133,23.109761,2020-01-21,2020-01-21,2023-05-22,2023-05-22,1217,0.0,57.0,0.04683648315529992,1.4050944946589976,4.215283483976992,0.0,0.0,0.0,0.0,57.0,0.0,East,,N,4.0,,,,,Typhoon1,Typhoon2,682,682,high,canonical_high,1.1792011246915475,multiple_regions
636,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΛΙΓΟΝΈΡΙ | ΠΑΡΑΛΊΑ ΣΠΈΤΣΕΣ,ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 1 | ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 2,37.2785705,23.129247,2020-01-22,2020-01-22,2023-05-24,2023-05-24,1218,29.0,0.0,0.0,0.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,North,Mixed,N,3.0,1.0,0.0,97.0,1390.0,Typhoon1,Typhoon2,687 | 688,688 | 7059 | 7060 | 7061,review,canonical_review,467.35558341602336,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions
637,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΒΡΕΛΛΌΣ,ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 3,37.279567,23.122869,2020-01-22,2020-01-22,2023-05-24,2023-05-24,1218,18.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,North,Pebbles,N,3.0,1.0,1.0,91.0,1299.0,Typhoon1,Typhoon2,689,7062,medium,canonical_medium,189.9411448387224,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
638,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,LOVERS COVE,ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 4,37.280472,23.117056,2020-01-22,2020-01-22,2023-05-24,2023-05-24,1218,23.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,North,Pebbles,N,3.0,0.0,0.0,50.0,320.0,Typhoon1,Typhoon2,690,690 | 7063,high,canonical_high,65.52389494402304,multiple_special_numbers; multiple_regions
639,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΖΟΓΕΡΊΑΣ,ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 5,37.276236,23.110728,2020-01-22,2020-01-22,2023-05-24,2023-05-24,1218,19.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,North,Pebbles,N,3.0,1.0,0.0,30.0,630.0,Typhoon1,Typhoon2,691,7064 | 7065 | 7066,review,canonical_review,259.3825239336918,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions
640,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΖΟΓΕΡΊΑΣ,ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 6,37.277656,23.099903,2020-01-22,2020-01-22,2023-05-24,2023-05-24,1218,21.0,74.0,0.060755336617405585,1.8226600985221675,5.467980295566503,5.0,16.0,0.0,0.0,74.0,0.0,North,Pebbles,N,3.0,1.0,1.0,102.0,3485.0,Typhoon1,Typhoon2,692,7067,medium,canonical_medium,185.51350647534207,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
641,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΆΓΙΑ ΠΑΡΑΚΕΥΉ,ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 7,37.260706,23.110283,2020-01-22,2020-01-22,2023-05-24,2023-05-24,1218,14.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,South,Pebbles,N,3.0,1.0,1.0,155.0,3433.0,Typhoon1,Typhoon2,693,7073,medium,canonical_medium,148.61799996113382,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
643,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΞΙΛΟΚΈΡΙΖΑ,ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 9,37.239631,23.131669,2020-01-23,2020-01-23,2023-05-24,2023-05-24,1217,14.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,South,Sand,N,3.0,1.0,1.0,123.0,2830.0,Typhoon1,Typhoon2,695,7080 | 7081,review,canonical_review,268.6561686946226,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions
644,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΚΟΥΖΟΥΝΌΣ,ΣΠΈΤΣΕΣ ΠΑΡΑΛΊΑ 10,37.240969,23.161467,2020-01-23,2020-01-23,2023-05-24,2023-05-24,1217,12.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,South,Sand,N,3.0,1.0,0.0,179.0,876.0,Typhoon1,Typhoon2,696,7087 | 7088 | 7089,review,canonical_review,287.39049663589407,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions
652,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΚΟΥΝΟΎΠΙ,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 18,37.308978,23.195078,2020-01-24,2020-01-24,2023-05-23,2023-05-23,1215,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,East,Mixed,NE,2.0,1.0,0.0,178.0,2809.0,Typhoon1,Typhoon2,704,6814 | 6816 | 6817 | 6818,review,canonical_review,665.0941225582716,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions
659,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΚΟΥΒΈΡΤΑ,ΑΡΓΟΛΊΔΑ ΠΑΡΑΛΊΑ 25,37.353597,23.248444,2020-01-25,2020-01-25,2023-07-15,2023-07-15,1267,0.0,54.0,0.042620363062352014,1.2786108918705603,3.835832675611681,0.0,0.0,0.0,0.0,14.0,40.0,East,,Calm,0.0,,,,,Typhoon1,Typhoon2,711,6852 | 6853 | 6854 | 6855 | 6856,review,canonical_review,653.6939052378677,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions
663,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 29 | ΔΟΚΌΣ ΠΑΡΑΛΊΑ 30,37.343954,23.3554155,2020-01-25,2020-01-25,2023-06-05,2023-06-05,1227,56.0,80.0,0.06519967400162999,1.9559902200488997,5.867970660146699,6.0,50.0,0.0,13.0,67.0,0.0,North,Pebbles,Calm,0.0,0.0,0.0,40.0,357.0,Typhoon1,Typhoon2,715 | 716,715 | 716,medium,canonical_medium,176.44315618157214,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
663,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 109 | ΔΟΚΌΣ ΠΑΡΑΛΊΑ 110,37.343958,23.3554445,2023-06-05,2023-06-05,2025-10-15,2025-10-15,863,80.0,108.0,0.12514484356894554,3.754345307068366,11.263035921205098,13.0,67.0,0.0,27.0,81.0,0.0,North,Pebbles,N,5.0,0.0,0.0,35.0,604.0,Typhoon2,Typhoon2,715 | 716,715 | 716,medium,canonical_medium,176.44315618157214,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
666,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΚΑΜΊΝΙΑ,ΎΔΡΑ ΠΑΡΑΛΊΑ 35,37.346472,23.455242,2020-01-26,2020-01-26,2025-10-16,2025-10-17,2090,15.0,52.0,0.024880382775119617,0.7464114832535885,2.2392344497607657,1.0,14.0,0.0,12.0,40.0,0.0,North,Mixed,Calm,0.0,1.0,1.0,43.0,302.0,Typhoon1,Typhoon2,721,13087 | 12711,medium,canonical_medium,229.448361267904,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
667,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΒΛΊΧΟΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 36,37.344192,23.447086,2020-01-26,2020-01-26,2023-06-01,2023-06-01,1222,20.0,67.0,0.05482815057283143,1.6448445171849428,4.9345335515548285,1.0,19.0,0.0,0.0,67.0,0.0,North,Pebbles,Calm,0.0,1.0,1.0,71.0,1674.0,Typhoon1,Typhoon2,722,7140 | 7141 | 7142 | 7143 | 7144 | 7145 | 7146 | 7147 | 7148,review,canonical_review,1001.0897028841724,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions
667,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΎΔΡΑ ΠΑΡΑΛΊΑ 93 | ΎΔΡΑ ΠΑΡΑΛΊΑ 94 | ΎΔΡΑ ΠΑΡΑΛΊΑ 95 | ΎΔΡΑ ΠΑΡΑΛΊΑ 96 | ΎΔΡΑ ΠΑΡΑΛΊΑ 97 | ΎΔΡΑ ΠΑΡΑΛΊΑ 98 | ΎΔΡΑ ΠΑΡΑΛΊΑ 99 | ΎΔΡΑ ΠΑΡΑΛΊΑ 100 | ΎΔΡΑ ΠΑΡΑΛΊΑ 101,37.34179644444444,23.444404333333335,2023-06-01,2023-06-01,2025-10-17,2025-10-17,869,67.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,North,Pebbles,NE,4.0,0.0,1.0,15.0,52.0,Typhoon2,Typhoon2,7140 | 7141 | 7142 | 7143 | 7144 | 7145 | 7146 | 7147 | 7148,13109 | 13110 | 13111 | 13112 | 13113,review,canonical_review,1001.0897028841724,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions
668,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΆΓΙΟΥ ΚΥΠΡΙΑΝΟΎ,ΎΔΡΑ ΠΑΡΑΛΊΑ 37,37.327928,23.421297,2020-01-28,2020-01-28,2023-05-31,2023-05-31,1219,43.0,140.0,0.11484823625922888,3.4454470877768664,10.336341263330599,11.0,32.0,0.0,11.0,12.0,117.0,North,Pebbles,S,2.0,0.0,0.0,29.0,281.0,Typhoon1,Typhoon2,723,723,medium,canonical_medium,3.8357455863035783,multiple_regions
668,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΚΥΠΡΙΑΝΌΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 82,37.327944,23.421306,2023-05-31,2023-05-31,2025-10-17,2025-10-17,870,140.0,0.0,0.0,0.0,0.0,11.0,12.0,117.0,0.0,0.0,0.0,North,Pebbles,NE,4.0,0.0,0.0,24.0,257.0,Typhoon2,Typhoon2,723,723,medium,canonical_medium,3.8357455863035783,multiple_regions
669,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΜΌΛΟΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 38,37.324928,23.414442,2020-01-28,2020-01-28,2023-05-31,2023-05-31,1219,133.0,111.0,0.09105824446267433,2.7317473338802296,8.19524200164069,20.0,113.0,0.0,6.0,105.0,0.0,North,Pebbles,S,2.0,0.0,0.0,395.0,3662.0,Typhoon1,Typhoon2,724,724 | 7128,medium,canonical_medium,207.01567865224152,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
669,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,ΠΑΡΑΛΊΑ ΜΌΛΟΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 80 | ΎΔΡΑ ΠΑΡΑΛΊΑ 81,37.3258615,23.414847,2023-05-31,2023-05-31,2025-10-16,2025-10-16,869,111.0,0.0,0.0,0.0,0.0,6.0,105.0,0.0,0.0,0.0,0.0,North,Sand,NE,4.0,0.0,0.0,395.0,3915.0,Typhoon2,Typhoon2,724 | 7128,13094,medium,canonical_medium,207.01567865224152,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
671,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,,ΎΔΡΑ ΠΑΡΑΛΊΑ 40,37.313308,23.376342,2020-01-28,2020-01-28,2025-10-15,2025-10-15,2087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North,,S,2.0,,,,,Typhoon1,Typhoon2,726,13071,medium,canonical_medium,129.55460342070765,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
672,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΜΠΊΣΤΙ,ΎΔΡΑ ΠΑΡΑΛΊΑ 41,37.304961,23.377497,2020-01-28,2020-01-28,2025-10-15,2025-10-15,2087,49.0,0.0,0.0,0.0,0.0,8.0,41.0,0.0,0.0,0.0,0.0,West,Mixed,S,2.0,0.0,0.0,69.0,426.0,Typhoon1,Typhoon2,727,12706,high,canonical_high,36.646954277407445,multiple_special_numbers; multiple_regions
673,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΝΙΚΌΛΑΟΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 42,37.301139,23.395444,2020-01-28,2020-01-28,2023-05-29,2023-05-29,1217,100.0,97.0,0.07970419063270337,2.391125718981101,7.173377156943303,10.0,90.0,0.0,0.0,51.0,46.0,South,Pebbles,S,2.0,0.0,1.0,187.0,3108.0,Typhoon1,Typhoon2,728,728 | 7106 | 7107 | 7108,medium,canonical_medium,204.72355705663537,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
673,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΝΙΚΌΛΑΟΣ,ΎΔΡΑ ΠΑΡΑΛΊΑ 57 | ΎΔΡΑ ΠΑΡΑΛΊΑ 58 | ΎΔΡΑ ΠΑΡΑΛΊΑ 59 | ΎΔΡΑ ΠΑΡΑΛΊΑ 60,37.300875,23.39414575,2023-05-29,2023-05-29,2025-10-16,2025-10-16,871,97.0,0.0,0.0,0.0,0.0,0.0,51.0,46.0,0.0,0.0,0.0,South,Pebbles,NW,3.0,0.0,0.0,159.0,3687.0,Typhoon2,Typhoon2,728 | 7106 | 7107 | 7108,13076 | 13077 | 13078 | 13079,medium,canonical_medium,204.72355705663537,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
674,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,,ΎΔΡΑ ΠΑΡΑΛΊΑ 84 | ΎΔΡΑ ΠΑΡΑΛΊΑ 85 | ΎΔΡΑ ΠΑΡΑΛΊΑ 86 | ΎΔΡΑ ΠΑΡΑΛΊΑ 87 | ΎΔΡΑ ΠΑΡΑΛΊΑ 88 | ΎΔΡΑ ΠΑΡΑΛΊΑ 89 | ΎΔΡΑ ΠΑΡΑΛΊΑ 90 | ΎΔΡΑ ΠΑΡΑΛΊΑ 91 | ΎΔΡΑ ΠΑΡΑΛΊΑ 92,37.335657555555564,23.435543333333335,2023-06-01,2023-06-01,2025-10-17,2025-10-17,869,0.0,118.0,0.13578826237054084,4.073647871116226,12.220943613348675,0.0,0.0,0.0,93.0,25.0,0.0,North,Pebbles,NE,4.0,0.0,0.0,,,Typhoon2,Typhoon2,7131 | 7132 | 7133 | 7134 | 7135 | 7136 | 7137 | 7138 | 7139,728 | 13100 | 13101 | 13102 | 13103 | 13104 | 13105 | 13106 | 13107 | 13108,review,canonical_review,768.3848344281392,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions
675,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΚΛΙΜΆΚΙ,ΎΔΡΑ ΠΑΡΑΛΊΑ 43,37.326614,23.498828,2020-01-29,2020-01-29,2023-05-28,2023-05-28,1215,11.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,East,Mixed,SW,4.0,0.0,0.0,115.0,2218.0,Typhoon1,Typhoon2,729,729 | 7097,medium,canonical_medium,224.84599050953761,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
676,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΛΗΜΝΙΟΝΊΖΑ,ΎΔΡΑ ΠΑΡΑΛΊΑ 44,37.34225,23.502681,2020-01-29,2020-01-29,2023-05-28,2023-05-28,1215,47.0,158.0,0.13004115226337448,3.9012345679012346,11.703703703703704,12.0,35.0,0.0,0.0,145.0,13.0,East,Pebbles,SW,4.0,0.0,0.0,108.0,1752.0,Typhoon1,Typhoon2,730,730,medium,canonical_medium,13.437241270559419,multiple_special_numbers; multiple_regions; many_name_variants
676,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,ΠΑΡΑΛΊΑ ΛΙΜΝΙΌΝΙΖΑ,ΎΔΡΑ ΠΑΡΑΛΊΑ 45,37.342222,23.502722,2023-05-28,2023-05-28,2025-10-23,2025-10-23,879,158.0,0.0,0.0,0.0,0.0,0.0,145.0,13.0,0.0,0.0,0.0,ΑΝΑΤΟΛΙΚΗ,Pebbles,NW,3.0,0.0,0.0,96.0,2034.0,Typhoon2,Typhoon2,730,730 | 13120 | 13121 | 13122 | 13123,medium,canonical_medium,13.437241270559419,multiple_special_numbers; multiple_regions; many_name_variants
682,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΑΠΌΝΗΣΟΣ,ΑΓΚΊΣΤΡΙ ΠΑΡΑΛΊΑ 50,37.684192,23.323314,2020-01-31,2020-01-31,2023-08-14,2023-08-17,1291,23.0,267.0,0.20681642137877615,6.204492641363284,18.613477924089853,3.0,20.0,0.0,48.0,204.0,15.0,West,Mixed,W,2.0,1.0,1.0,10.0,52.0,Typhoon1,Typhoon2,736,7259 | 7260 | 7261,review,canonical_review,493.49300339564246,coordinate_spread_250_500m; multiple_special_numbers; multiple_regions
686,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΧΑΛΙΚΙΆΔΑ,ΑΓΚΊΣΤΡΙ ΠΑΡΑΛΊΑ 54,37.700867,23.372783,2020-01-31,2020-01-31,2023-08-17,2023-08-17,1294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North,,W,2.0,,,,,Typhoon1,Typhoon2,740,7270,medium,canonical_medium,203.30250418302757,coordinate_spread_100_250m; multiple_special_numbers; multiple_regions
690,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,ΠΑΡΑΛΊΑ ΑΙΓΙΝΉΤΙΣΣΑ,ΑΊΓΙΝΑ ΠΑΡΑΛΊΑ 59,37.698806,23.46835,2020-02-01,2020-02-01,2023-08-18,2023-08-18,1294,46.0,40.0,0.030911901081916538,0.9273570324574961,2.7820710973724885,5.0,41.0,0.0,0.0,40.0,0.0,West,Mixed,NW,4.0,1.0,1.0,46.0,247.0,Typhoon1,Typhoon2,745,742,high,canonical_high,42.38751648216153,multiple_special_numbers; multiple_regions
700,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,,ΝΉΣΙΣ ΥΨΗΛΉ ΠΑΡΑΛΊΑ 67,37.800961,23.335775,2020-02-02,2020-02-02,2023-08-13,2023-08-13,1288,12.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,North,Pebbles,E,2.0,0.0,0.0,25.0,135.0,Typhoon1,Typhoon2,753,754,high,canonical_high,6.691348738428128,multiple_special_numbers; multiple_regions
701,ΣΠΕΤΣΕΣ - ΔΟΚΟΣ-ΥΔΡΑ-ΑΓΚΙΣΤΡΙ- ΑΙΓΙΝΑ,,ΆΓΙΟΣ ΙΩΆΝΝΗΣ ΑΊΓΙΝΑ ΠΑΡΑΛΊΑ 68,37.819606,23.263358,2020-02-03,2020-02-03,2023-08-12,2023-08-13,1286,31.0,456.0,0.3545878693623639,10.637636080870918,31.91290824261275,6.0,25.0,0.0,77.0,335.0,44.0,East,Rocky,NE,3.0,0.0,0.0,19.0,154.0,Typhoon1,Typhoon2,754,753,high,canonical_high,0.6152619461611125,multiple_special_numbers; multiple_regions
704,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,ΠΑΡΑΛΊΑ ΚΟΛΏΝΑ ΠΑΞΙΜΆΔΑΣ | Ά ΠΑΡΑΛΊΑ ΆΓΙΑΣ ΠΑΡΑΣΚΕΥΉΣ | ΠΑΡΑΛΊΑ ΆΓΙΑΣ ΠΑΡΑΣΚΕΥΉΣ,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 1 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 2 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 3,37.96549066666666,24.385684999999995,2020-02-11,2020-02-11,2020-05-29,2020-05-29,108,11.0,126.0,1.1666666666666667,35.0,105.0,1.0,10.0,0.0,3.0,123.0,0.0,South,Mixed,SW,3.0,0.0,0.0,123.0,1547.0,Typhoon1,Typhoon1,757 | 758 | 759,1288 | 1289 | 1290 | 1291 | 1292 | 1293 | 1294 | 1295,review,canonical_review,1137.6009398054377,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions; many_name_variants
704,ΕΥΒΟΙΑ 2η ΦΟΡΑ,ΠΑΡΑΛΊΑ ΆΓΙΑ ΠΑΡΑΣΚΥΕΉ | ΠΑΡΑΛΊΑ ΆΓΙΑ ΠΑΡΑΣΚΕΥΉ Α΄ | ΠΑΡΑΛΊΑ ΚΟΛΏΝΑ ΠΑΞΙΜΆΔΑΣ,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 49 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 50 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 51 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 52 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 53 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 54 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 55 | ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 56,37.964581499999994,24.385948624999997,2020-05-29,2020-05-29,2026-01-18,2026-01-23,2060,126.0,0.0,0.0,0.0,0.0,3.0,123.0,0.0,0.0,0.0,0.0,South,Mixed,S,2.0,1.0,0.0,405.0,5208.0,Typhoon1,Typhoon2,1288 | 1289 | 1290 | 1291 | 1292 | 1293 | 1294 | 1295,1288 | 1290 | 1293 | 1295 | 13596 | 13598 | 13599 | 13601 | 1291 | 13634,review,canonical_review,1137.6009398054377,coordinate_spread_over_500m; multiple_special_numbers; multiple_regions; many_name_variants
